Data from WELLPATH_ORIGINAL_SURVEY_POINTS_1.ASC has been resampled to 0.2 meters and linearly interpolated between original survey points. Computed 09-NOV-2010

HEADER INFORMATION	
----------------------------------------------------------------	
COMPANY:	Det norske oljeselskap ASA
FIELD:	Exploration - UTM Zone 31
WELL NAME:	15/9-24 Storkinn
WELLBORE NAME:	15/9-24 Storkinn
Drilled From	: Well Ref. Point
KICK OFF DEPTH:	105.50 m
SURVEYNAME:	15/9-24 Storkinn
SURVEYDATE:	24-06-2010
PRINTED DATE:	24-06-2010
----------------------------------------------------------------	
CALCULATION METHOD:	Minimum Curvature
DATUM NAME:	Bredford Dolphin
LAT REFERENCE:	Site
----------------------------------------------------------------	
SLOT EW MAP:	440297.10m
SLOT NS MAP:	6459849.30m
SURFACE LATITUDE MAP:	58° 16' 27.524 N
SURFACE LONGITUDE  MAP:	1° 58' 55.873 E
BOTTOM HOLE MD:	2400.00 m
BOTTOM HOLE TVD:	2399.75 m
BOTTOM HOLE EW MAP:	440297.64m
BOTTOM HOLE NS MAP:	6459853.66m
----------------------------------------------------------------	
WATER DEPTH:	80.50 m
KB-MSL:	25.00 m
SYSTEM DATUM:	Mean Sea Level
----------------------------------------------------------------	
MAP-ZONE:	Zone 31N (0 E to 6 E)
NORTH REFERENCE:	Grid
GEO DATUM:	European 1950 - Mean
VSDIR:	0
----------------------------------------------------------------	
SURVEY TYPE INFORMATION
H  107.00 - 149.20 15/9-24; 36" MWD+SC+SAG : MWD+SC+SAG
H  182.90 - 620.69 15/9-24; 26'' MWD+SC+SAG : MWD+SC+SAG
H  638.70 - 1480.40 15/9-24; 17 1/2'' MWD+SC+SAG : MWD+SC+SAG
H  1508.30 - 2387.90 15/9-24; 8 1/2'' MWD+SC+SAG : MWD+SC+SAG
H  2400.00 - 2400.00 15/9-24; EXTRAPOLATION TO TD : BLIND

----------------------------------------------------------------	
SURVEY LIST	
                MD               Inc               AZI          TVD(RKB)             TVDSS       	X(m)              y(m)                NS                EW               DLS              Vsec
            943.00              1.15             71.18            942.85            917.85         440297.49        6459846.97             -2.33              0.39              0.07             -2.33
            943.20              1.15             71.15            943.05            918.05         440297.50        6459846.97             -2.33              0.40              0.07             -2.33
            943.40              1.15             71.11            943.25            918.25         440297.50        6459846.98             -2.32              0.40              0.07             -2.32
            943.60              1.15             71.08            943.45            918.45         440297.50        6459846.98             -2.32              0.40              0.07             -2.32
            943.80              1.15             71.04            943.65            918.65         440297.51        6459846.98             -2.32              0.41              0.07             -2.32
            944.00              1.15             71.01            943.86            918.86         440297.51        6459846.98             -2.32              0.41              0.07             -2.32
            944.20              1.15             70.97            944.06            919.06         440297.52        6459846.98             -2.32              0.42              0.07             -2.32
            944.40              1.15             70.94            944.26            919.26         440297.52        6459846.98             -2.32              0.42              0.07             -2.32
            944.60              1.15             70.90            944.46            919.46         440297.52        6459846.98             -2.32              0.42              0.07             -2.32
            944.80              1.16             70.87            944.66            919.66         440297.53        6459846.99             -2.31              0.43              0.07             -2.31
            945.00              1.16             70.83            944.86            919.86         440297.53        6459846.99             -2.31              0.43              0.07             -2.31
            945.20              1.16             70.80            945.06            920.06         440297.54        6459846.99             -2.31              0.44              0.07             -2.31
            945.40              1.16             70.76            945.26            920.26         440297.54        6459846.99             -2.31              0.44              0.07             -2.31
            945.60              1.16             70.73            945.46            920.46         440297.54        6459846.99             -2.31              0.44              0.07             -2.31
            945.80              1.16             70.69            945.66            920.66         440297.55        6459846.99             -2.31              0.45              0.07             -2.31
            946.00              1.16             70.66            945.86            920.86         440297.55        6459846.99             -2.31              0.45              0.08             -2.31
            946.20              1.16             70.62            946.06            921.06         440297.55        6459847.00             -2.30              0.45              0.08             -2.30
            946.40              1.16             70.59            946.26            921.26         440297.56        6459847.00             -2.30              0.46              0.08             -2.30
            946.60              1.16             70.55            946.46            921.46         440297.56        6459847.00             -2.30              0.46              0.08             -2.30
            946.80              1.16             70.52            946.66            921.66         440297.57        6459847.00             -2.30              0.47              0.08             -2.30
            947.00              1.16             70.48            946.87            921.87         440297.57        6459847.00             -2.30              0.47              0.08             -2.30
            947.20              1.16             70.45            947.07            922.07         440297.57        6459847.00             -2.30              0.47              0.08             -2.30
            947.40              1.16             70.41            947.27            922.27         440297.58        6459847.00             -2.30              0.48              0.08             -2.30
            947.60              1.16             70.38            947.47            922.47         440297.58        6459847.01             -2.29              0.48              0.08             -2.29
            947.80              1.16             70.34            947.67            922.67         440297.59        6459847.01             -2.29              0.49              0.08             -2.29
            948.00              1.16             70.31            947.87            922.87         440297.59        6459847.01             -2.29              0.49              0.08             -2.29
            948.20              1.16             70.27            948.07            923.07         440297.59        6459847.01             -2.29              0.49              0.08             -2.29
            948.40              1.16             70.24            948.27            923.27         440297.60        6459847.01             -2.29              0.50              0.08             -2.29
            948.60              1.16             70.20            948.47            923.47         440297.60        6459847.01             -2.29              0.50              0.08             -2.29
            948.80              1.16             70.17            948.67            923.67         440297.60        6459847.01             -2.29              0.50              0.08             -2.29
            949.00              1.16             70.13            948.87            923.87         440297.61        6459847.01             -2.29              0.51              0.08             -2.29
            949.20              1.16             70.10            949.07            924.07         440297.61        6459847.02             -2.28              0.51              0.08             -2.28
            949.40              1.16             70.06            949.27            924.27         440297.62        6459847.02             -2.28              0.52              0.08             -2.28
            949.60              1.16             70.03            949.47            924.47         440297.62        6459847.02             -2.28              0.52              0.08             -2.28
            949.80              1.16             69.99            949.68            924.68         440297.62        6459847.02             -2.28              0.52              0.08             -2.28
            950.00              1.16             69.96            949.88            924.88         440297.63        6459847.02             -2.28              0.53              0.08             -2.28
            950.20              1.16             69.92            950.08            925.08         440297.63        6459847.02             -2.28              0.53              0.08             -2.28
            950.40              1.16             69.89            950.28            925.28         440297.64        6459847.02             -2.28              0.54              0.08             -2.28
            950.60              1.16             69.85            950.48            925.48         440297.64        6459847.03             -2.27              0.54              0.08             -2.27
            950.80              1.16             69.82            950.68            925.68         440297.64        6459847.03             -2.27              0.54              0.09             -2.27
            951.00              1.16             69.78            950.88            925.88         440297.65        6459847.03             -2.27              0.55              0.09             -2.27
            951.20              1.16             69.75            951.08            926.08         440297.65        6459847.03             -2.27              0.55              0.09             -2.27
            951.40              1.16             69.71            951.28            926.28         440297.65        6459847.03             -2.27              0.55              0.09             -2.27
            951.60              1.16             69.68            951.48            926.48         440297.66        6459847.03             -2.27              0.56              0.09             -2.27
            951.80              1.16             69.64            951.68            926.68         440297.66        6459847.03             -2.27              0.56              0.09             -2.27
            952.00              1.17             69.61            951.88            926.88         440297.67        6459847.04             -2.26              0.57              0.09             -2.26
            952.20              1.17             69.57            952.08            927.08         440297.67        6459847.04             -2.26              0.57              0.09             -2.26
            952.40              1.17             69.54            952.28            927.28         440297.67        6459847.04             -2.26              0.57              0.09             -2.26
            952.60              1.17             69.50            952.49            927.49         440297.68        6459847.04             -2.26              0.58              0.09             -2.26
            952.80              1.17             69.47            952.69            927.69         440297.68        6459847.04             -2.26              0.58              0.09             -2.26
            953.00              1.17             69.43            952.89            927.89         440297.69        6459847.04             -2.26              0.59              0.09             -2.26
            953.20              1.17             69.40            953.09            928.09         440297.69        6459847.04             -2.26              0.59              0.09             -2.26
            953.40              1.17             69.36            953.29            928.29         440297.69        6459847.05             -2.25              0.59              0.09             -2.25
            953.60              1.17             69.33            953.49            928.49         440297.70        6459847.05             -2.25              0.60              0.09             -2.25
            953.80              1.17             69.29            953.69            928.69         440297.70        6459847.05             -2.25              0.60              0.09             -2.25
            954.00              1.17             69.26            953.89            928.89         440297.70        6459847.05             -2.25              0.60              0.09             -2.25
            954.20              1.17             69.22            954.09            929.09         440297.71        6459847.05             -2.25              0.61              0.09             -2.25
            954.40              1.17             69.19            954.29            929.29         440297.71        6459847.05             -2.25              0.61              0.09             -2.25
            954.60              1.17             69.15            954.49            929.49         440297.72        6459847.05             -2.25              0.62              0.09             -2.25
            954.80              1.17             69.12            954.69            929.69         440297.72        6459847.06             -2.24              0.62              0.09             -2.24
            955.00              1.17             69.08            954.89            929.89         440297.72        6459847.06             -2.24              0.62              0.09             -2.24
            955.20              1.17             69.05            955.09            930.09         440297.73        6459847.06             -2.24              0.63              0.09             -2.24
            955.40              1.17             69.01            955.29            930.29         440297.73        6459847.06             -2.24              0.63              0.09             -2.24
            955.60              1.17             68.98            955.50            930.50         440297.74        6459847.06             -2.24              0.64              0.10             -2.24
            955.80              1.17             68.94            955.70            930.70         440297.74        6459847.06             -2.24              0.64              0.10             -2.24
            956.00              1.17             68.91            955.90            930.90         440297.74        6459847.06             -2.24              0.64              0.10             -2.24
            956.20              1.17             68.87            956.10            931.10         440297.75        6459847.07             -2.23              0.65              0.10             -2.23
            956.40              1.17             68.84            956.30            931.30         440297.75        6459847.07             -2.23              0.65              0.10             -2.23
            956.60              1.17             68.80            956.50            931.50         440297.75        6459847.07             -2.23              0.65              0.10             -2.23
            956.80              1.17             68.77            956.70            931.70         440297.76        6459847.07             -2.23              0.66              0.10             -2.23
            957.00              1.17             68.73            956.90            931.90         440297.76        6459847.07             -2.23              0.66              0.10             -2.23
            957.20              1.17             68.70            957.10            932.10         440297.77        6459847.07             -2.23              0.67              0.10             -2.23
            957.40              1.17             68.66            957.30            932.30         440297.77        6459847.07             -2.23              0.67              0.10             -2.23
            957.60              1.17             68.63            957.50            932.50         440297.77        6459847.08             -2.23              0.67              0.10             -2.23
            957.80              1.17             68.59            957.70            932.70         440297.78        6459847.08             -2.22              0.68              0.10             -2.22
            958.00              1.17             68.56            957.90            932.90         440297.78        6459847.08             -2.22              0.68              0.10             -2.22
            958.20              1.17             68.52            958.10            933.10         440297.79        6459847.08             -2.22              0.69              0.10             -2.22
            958.40              1.17             68.49            958.31            933.31         440297.79        6459847.08             -2.22              0.69              0.10             -2.22
            958.60              1.17             68.45            958.51            933.51         440297.79        6459847.08             -2.22              0.69              0.10             -2.22
            958.80              1.17             68.42            958.71            933.71         440297.80        6459847.08             -2.22              0.70              0.10             -2.22
            959.00              1.18             68.38            958.91            933.91         440297.80        6459847.08             -2.22              0.70              0.10             -2.22
            959.20              1.18             68.35            959.11            934.11         440297.80        6459847.09             -2.21              0.70              0.10             -2.21
            959.40              1.18             68.31            959.31            934.31         440297.81        6459847.09             -2.21              0.71              0.10             -2.21
            959.60              1.18             68.28            959.51            934.51         440297.81        6459847.09             -2.21              0.71              0.10             -2.21
            959.80              1.18             68.24            959.71            934.71         440297.82        6459847.09             -2.21              0.72              0.10             -2.21
            960.00              1.18             68.21            959.91            934.91         440297.82        6459847.09             -2.21              0.72              0.10             -2.21
            960.20              1.18             68.17            960.11            935.11         440297.82        6459847.09             -2.21              0.72              0.11             -2.21
            960.40              1.18             68.14            960.31            935.31         440297.83        6459847.09             -2.21              0.73              0.11             -2.21
            960.60              1.18             68.10            960.51            935.51         440297.83        6459847.10             -2.20              0.73              0.11             -2.20
            960.80              1.18             68.07            960.71            935.71         440297.84        6459847.10             -2.20              0.74              0.11             -2.20
            961.00              1.18             68.03            960.91            935.91         440297.84        6459847.10             -2.20              0.74              0.11             -2.20
            961.20              1.18             68.00            961.12            936.12         440297.84        6459847.10             -2.20              0.74              0.11             -2.20
            961.40              1.18             67.96            961.32            936.32         440297.85        6459847.10             -2.20              0.75              0.11             -2.20
            961.60              1.18             67.93            961.52            936.52         440297.85        6459847.10             -2.20              0.75              0.11             -2.20
            961.80              1.18             67.89            961.72            936.72         440297.85        6459847.10             -2.20              0.75              0.11             -2.20
            962.00              1.18             67.86            961.92            936.92         440297.86        6459847.11             -2.19              0.76              0.11             -2.19
            962.20              1.18             67.82            962.12            937.12         440297.86        6459847.11             -2.19              0.76              0.11             -2.19
            962.40              1.18             67.79            962.32            937.32         440297.87        6459847.11             -2.19              0.77              0.11             -2.19
            962.60              1.18             67.75            962.52            937.52         440297.87        6459847.11             -2.19              0.77              0.11             -2.19
            962.80              1.18             67.75            962.72            937.72         440297.87        6459847.11             -2.19              0.77              0.11             -2.19
            963.00              1.18             67.76            962.92            937.92         440297.88        6459847.11             -2.19              0.78              0.11             -2.19
            963.20              1.18             67.76            963.12            938.12         440297.88        6459847.11             -2.19              0.78              0.11             -2.19
            963.40              1.18             67.76            963.32            938.32         440297.89        6459847.12             -2.18              0.79              0.11             -2.18
            963.60              1.18             67.76            963.52            938.52         440297.89        6459847.12             -2.18              0.79              0.11             -2.18
            963.80              1.18             67.77            963.72            938.72         440297.89        6459847.12             -2.18              0.79              0.11             -2.18
            964.00              1.18             67.77            963.92            938.92         440297.90        6459847.12             -2.18              0.80              0.11             -2.18
            964.20              1.18             67.77            964.12            939.12         440297.90        6459847.12             -2.18              0.80              0.11             -2.18
            964.40              1.18             67.78            964.32            939.32         440297.91        6459847.12             -2.18              0.81              0.11             -2.18
            964.60              1.18             67.78            964.52            939.52         440297.91        6459847.13             -2.17              0.81              0.11             -2.17
            964.80              1.18             67.78            964.72            939.72         440297.91        6459847.13             -2.17              0.81              0.11             -2.17
            965.00              1.18             67.78            964.92            939.92         440297.92        6459847.13             -2.17              0.82              0.11             -2.17
            965.20              1.18             67.79            965.12            940.12         440297.92        6459847.13             -2.17              0.82              0.11             -2.17
            965.40              1.18             67.79            965.32            940.32         440297.93        6459847.13             -2.17              0.83              0.11             -2.17
            965.60              1.19             67.79            965.52            940.52         440297.93        6459847.13             -2.17              0.83              0.11             -2.17
            965.80              1.19             67.80            965.72            940.72         440297.93        6459847.14             -2.16              0.83              0.11             -2.16
            966.00              1.19             67.80            965.92            940.92         440297.94        6459847.14             -2.16              0.84              0.11             -2.16
            966.20              1.19             67.80            966.12            941.12         440297.94        6459847.14             -2.16              0.84              0.11             -2.16
            966.40              1.19             67.80            966.32            941.32         440297.95        6459847.14             -2.16              0.85              0.11             -2.16
            966.60              1.19             67.81            966.52            941.52         440297.95        6459847.14             -2.16              0.85              0.11             -2.16
            966.80              1.19             67.81            966.72            941.72         440297.95        6459847.14             -2.16              0.85              0.11             -2.16
            967.00              1.19             67.81            966.92            941.92         440297.96        6459847.15             -2.15              0.86              0.11             -2.15
            967.20              1.19             67.82            967.12            942.12         440297.96        6459847.15             -2.15              0.86              0.11             -2.15
            967.40              1.19             67.82            967.32            942.32         440297.97        6459847.15             -2.15              0.87              0.11             -2.15
            967.60              1.19             67.82            967.52            942.52         440297.97        6459847.15             -2.15              0.87              0.10             -2.15
            967.80              1.19             67.83            967.72            942.72         440297.97        6459847.15             -2.15              0.87              0.10             -2.15
            968.00              1.19             67.83            967.92            942.92         440297.98        6459847.15             -2.15              0.88              0.10             -2.15
            968.20              1.19             67.83            968.12            943.12         440297.98        6459847.15             -2.15              0.88              0.10             -2.15
            968.40              1.19             67.83            968.32            943.32         440297.99        6459847.16             -2.14              0.89              0.10             -2.14
            968.60              1.19             67.84            968.52            943.52         440297.99        6459847.16             -2.14              0.89              0.10             -2.14
            968.80              1.19             67.84            968.72            943.72         440297.99        6459847.16             -2.14              0.89              0.10             -2.14
            969.00              1.19             67.84            968.92            943.92         440298.00        6459847.16             -2.14              0.90              0.10             -2.14
            969.20              1.19             67.85            969.12            944.12         440298.00        6459847.16             -2.14              0.90              0.10             -2.14
            969.40              1.19             67.85            969.32            944.32         440298.01        6459847.16             -2.14              0.91              0.10             -2.14
            969.60              1.19             67.85            969.52            944.52         440298.01        6459847.17             -2.13              0.91              0.10             -2.13
            969.80              1.19             67.85            969.72            944.72         440298.01        6459847.17             -2.13              0.91              0.10             -2.13
            970.00              1.19             67.86            969.92            944.92         440298.02        6459847.17             -2.13              0.92              0.10             -2.13
            970.20              1.19             67.86            970.12            945.12         440298.02        6459847.17             -2.13              0.92              0.10             -2.13
            970.40              1.19             67.86            970.32            945.32         440298.02        6459847.17             -2.13              0.92              0.10             -2.13
            970.60              1.19             67.87            970.52            945.52         440298.03        6459847.17             -2.13              0.93              0.10             -2.13
            970.80              1.19             67.87            970.72            945.72         440298.03        6459847.18             -2.12              0.93              0.10             -2.12
            971.00              1.19             67.87            970.92            945.92         440298.04        6459847.18             -2.12              0.94              0.10             -2.12
            971.20              1.20             67.87            971.12            946.12         440298.04        6459847.18             -2.12              0.94              0.10             -2.12
            971.40              1.20             67.88            971.32            946.32         440298.04        6459847.18             -2.12              0.94              0.10             -2.12
            971.60              1.20             67.88            971.52            946.52         440298.05        6459847.18             -2.12              0.95              0.10             -2.12
            971.80              1.20             67.88            971.72            946.72         440298.05        6459847.18             -2.12              0.95              0.10             -2.12
            972.00              1.20             67.89            971.92            946.92         440298.06        6459847.19             -2.11              0.96              0.10             -2.11
            972.20              1.20             67.89            972.12            947.12         440298.06        6459847.19             -2.11              0.96              0.10             -2.11
            972.40              1.20             67.89            972.32            947.32         440298.06        6459847.19             -2.11              0.96              0.10             -2.11
            972.60              1.20             67.89            972.52            947.52         440298.07        6459847.19             -2.11              0.97              0.10             -2.11
            972.80              1.20             67.90            972.72            947.72         440298.07        6459847.19             -2.11              0.97              0.10             -2.11
            973.00              1.20             67.90            972.92            947.92         440298.08        6459847.19             -2.11              0.98              0.10             -2.11
            973.20              1.20             67.90            973.12            948.12         440298.08        6459847.19             -2.11              0.98              0.10             -2.11
            973.40              1.20             67.91            973.32            948.32         440298.08        6459847.20             -2.10              0.98              0.10             -2.10
            973.60              1.20             67.91            973.52            948.52         440298.09        6459847.20             -2.10              0.99              0.10             -2.10
            973.80              1.20             67.91            973.72            948.72         440298.09        6459847.20             -2.10              0.99              0.10             -2.10
            974.00              1.20             67.91            973.92            948.92         440298.10        6459847.20             -2.10              1.00              0.10             -2.10
            974.20              1.20             67.92            974.12            949.12         440298.10        6459847.20             -2.10              1.00              0.10             -2.10
            974.40              1.20             67.92            974.32            949.32         440298.10        6459847.20             -2.10              1.00              0.10             -2.10
            974.60              1.20             67.92            974.52            949.52         440298.11        6459847.21             -2.09              1.01              0.10             -2.09
            974.80              1.20             67.93            974.72            949.72         440298.11        6459847.21             -2.09              1.01              0.10             -2.09
            975.00              1.20             67.93            974.92            949.92         440298.12        6459847.21             -2.09              1.02              0.10             -2.09
            975.20              1.20             67.93            975.12            950.12         440298.12        6459847.21             -2.09              1.02              0.10             -2.09
            975.40              1.20             67.94            975.32            950.32         440298.12        6459847.21             -2.09              1.02              0.10             -2.09
            975.60              1.20             67.94            975.52            950.52         440298.13        6459847.21             -2.09              1.03              0.10             -2.09
            975.80              1.20             67.94            975.72            950.72         440298.13        6459847.22             -2.08              1.03              0.10             -2.08
            976.00              1.20             67.94            975.92            950.92         440298.14        6459847.22             -2.08              1.04              0.10             -2.08
            976.20              1.20             67.95            976.12            951.12         440298.14        6459847.22             -2.08              1.04              0.10             -2.08
            976.40              1.20             67.95            976.32            951.32         440298.14        6459847.22             -2.08              1.04              0.10             -2.08
            976.60              1.20             67.95            976.52            951.52         440298.15        6459847.22             -2.08              1.05              0.10             -2.08
            976.80              1.20             67.96            976.72            951.72         440298.15        6459847.22             -2.08              1.05              0.10             -2.08
            977.00              1.21             67.96            976.92            951.92         440298.16        6459847.23             -2.07              1.06              0.09             -2.07
            977.20              1.21             67.96            977.11            952.11         440298.16        6459847.23             -2.07              1.06              0.09             -2.07
            977.40              1.21             67.96            977.31            952.31         440298.16        6459847.23             -2.07              1.06              0.09             -2.07
            977.60              1.21             67.97            977.51            952.51         440298.17        6459847.23             -2.07              1.07              0.09             -2.07
            977.80              1.21             67.97            977.71            952.71         440298.17        6459847.23             -2.07              1.07              0.09             -2.07
            978.00              1.21             67.97            977.91            952.91         440298.18        6459847.23             -2.07              1.08              0.09             -2.07
            978.20              1.21             67.98            978.11            953.11         440298.18        6459847.24             -2.07              1.08              0.09             -2.07
            978.40              1.21             67.98            978.31            953.31         440298.18        6459847.24             -2.06              1.08              0.09             -2.06
            978.60              1.21             67.98            978.51            953.51         440298.19        6459847.24             -2.06              1.09              0.09             -2.06
            978.80              1.21             67.98            978.71            953.71         440298.19        6459847.24             -2.06              1.09              0.09             -2.06
            979.00              1.21             67.99            978.91            953.91         440298.20        6459847.24             -2.06              1.10              0.09             -2.06
            979.20              1.21             67.99            979.11            954.11         440298.20        6459847.24             -2.06              1.10              0.09             -2.06
            979.40              1.21             67.99            979.31            954.31         440298.20        6459847.24             -2.06              1.10              0.09             -2.06
            979.60              1.21             68.00            979.51            954.51         440298.21        6459847.25             -2.05              1.11              0.09             -2.05
            979.80              1.21             68.00            979.71            954.71         440298.21        6459847.25             -2.05              1.11              0.09             -2.05
            980.00              1.21             68.00            979.91            954.91         440298.22        6459847.25             -2.05              1.12              0.09             -2.05
            980.20              1.21             68.00            980.11            955.11         440298.22        6459847.25             -2.05              1.12              0.09             -2.05
            980.40              1.21             68.01            980.31            955.31         440298.22        6459847.25             -2.05              1.12              0.09             -2.05
            980.60              1.21             68.01            980.51            955.51         440298.23        6459847.25             -2.05              1.13              0.09             -2.05
            980.80              1.21             68.01            980.71            955.71         440298.23        6459847.26             -2.04              1.13              0.09             -2.04
            981.00              1.21             68.02            980.91            955.91         440298.24        6459847.26             -2.04              1.14              0.09             -2.04
            981.20              1.21             68.02            981.11            956.11         440298.24        6459847.26             -2.04              1.14              0.09             -2.04
            981.40              1.21             68.02            981.31            956.31         440298.24        6459847.26             -2.04              1.14              0.09             -2.04
            981.60              1.21             68.02            981.51            956.51         440298.25        6459847.26             -2.04              1.15              0.09             -2.04
            981.80              1.21             68.03            981.71            956.71         440298.25        6459847.26             -2.04              1.15              0.09             -2.04
            982.00              1.21             68.03            981.91            956.91         440298.26        6459847.27             -2.03              1.16              0.09             -2.03
            982.20              1.21             68.03            982.11            957.11         440298.26        6459847.27             -2.03              1.16              0.09             -2.03
            982.40              1.21             68.04            982.31            957.31         440298.26        6459847.27             -2.03              1.16              0.09             -2.03
            982.60              1.21             68.04            982.51            957.51         440298.27        6459847.27             -2.03              1.17              0.09             -2.03
            982.80              1.22             68.04            982.71            957.71         440298.27        6459847.27             -2.03              1.17              0.09             -2.03
            983.00              1.22             68.05            982.91            957.91         440298.28        6459847.27             -2.03              1.18              0.09             -2.03
            983.20              1.22             68.05            983.11            958.11         440298.28        6459847.28             -2.02              1.18              0.09             -2.02
            983.40              1.22             68.05            983.31            958.31         440298.28        6459847.28             -2.02              1.18              0.09             -2.02
            983.60              1.22             68.05            983.51            958.51         440298.29        6459847.28             -2.02              1.19              0.09             -2.02
            983.80              1.22             68.06            983.71            958.71         440298.29        6459847.28             -2.02              1.19              0.09             -2.02
            984.00              1.22             68.06            983.91            958.91         440298.30        6459847.28             -2.02              1.20              0.09             -2.02
            984.20              1.22             68.06            984.11            959.11         440298.30        6459847.28             -2.02              1.20              0.09             -2.02
            984.40              1.22             68.07            984.31            959.31         440298.30        6459847.28             -2.02              1.20              0.09             -2.02
            984.60              1.22             68.07            984.51            959.51         440298.31        6459847.29             -2.01              1.21              0.09             -2.01
            984.80              1.22             68.07            984.71            959.71         440298.31        6459847.29             -2.01              1.21              0.09             -2.01
            985.00              1.22             68.07            984.91            959.91         440298.31        6459847.29             -2.01              1.21              0.09             -2.01
            985.20              1.22             68.08            985.11            960.11         440298.32        6459847.29             -2.01              1.22              0.09             -2.01
            985.40              1.22             68.08            985.31            960.31         440298.32        6459847.29             -2.01              1.22              0.09             -2.01
            985.60              1.22             68.08            985.51            960.51         440298.33        6459847.29             -2.01              1.23              0.09             -2.01
            985.80              1.22             68.09            985.71            960.71         440298.33        6459847.30             -2.00              1.23              0.09             -2.00
            986.00              1.22             68.09            985.91            960.91         440298.33        6459847.30             -2.00              1.23              0.09             -2.00
            986.20              1.22             68.09            986.11            961.11         440298.34        6459847.30             -2.00              1.24              0.09             -2.00
            986.40              1.22             68.09            986.31            961.31         440298.34        6459847.30             -2.00              1.24              0.09             -2.00
            986.60              1.22             68.10            986.51            961.51         440298.35        6459847.30             -2.00              1.25              0.08             -2.00
            986.80              1.22             68.10            986.71            961.71         440298.35        6459847.30             -2.00              1.25              0.08             -2.00
            987.00              1.22             68.10            986.91            961.91         440298.35        6459847.31             -1.99              1.25              0.08             -1.99
            987.20              1.22             68.11            987.11            962.11         440298.36        6459847.31             -1.99              1.26              0.08             -1.99
            987.40              1.22             68.11            987.31            962.31         440298.36        6459847.31             -1.99              1.26              0.08             -1.99
            987.60              1.22             68.11            987.51            962.51         440298.37        6459847.31             -1.99              1.27              0.08             -1.99
            987.80              1.22             68.11            987.71            962.71         440298.37        6459847.31             -1.99              1.27              0.08             -1.99
            988.00              1.22             68.12            987.91            962.91         440298.37        6459847.31             -1.99              1.27              0.08             -1.99
            988.20              1.22             68.12            988.11            963.11         440298.38        6459847.32             -1.98              1.28              0.08             -1.98
