Data from WELLPATH_ORIGINAL_SURVEY_POINTS_1.ASC has been resampled to 0.2 meters and linearly interpolated between original survey points. Computed 09-NOV-2010

HEADER INFORMATION	
----------------------------------------------------------------	
COMPANY:	Det norske oljeselskap ASA
FIELD:	Exploration - UTM Zone 31
WELL NAME:	15/9-24 Storkinn
WELLBORE NAME:	15/9-24 Storkinn
Drilled From	: Well Ref. Point
KICK OFF DEPTH:	105.50 m
SURVEYNAME:	15/9-24 Storkinn
SURVEYDATE:	24-06-2010
PRINTED DATE:	24-06-2010
----------------------------------------------------------------	
CALCULATION METHOD:	Minimum Curvature
DATUM NAME:	Bredford Dolphin
LAT REFERENCE:	Site
----------------------------------------------------------------	
SLOT EW MAP:	440297.10m
SLOT NS MAP:	6459849.30m
SURFACE LATITUDE MAP:	58° 16' 27.524 N
SURFACE LONGITUDE  MAP:	1° 58' 55.873 E
BOTTOM HOLE MD:	2400.00 m
BOTTOM HOLE TVD:	2399.75 m
BOTTOM HOLE EW MAP:	440297.64m
BOTTOM HOLE NS MAP:	6459853.66m
----------------------------------------------------------------	
WATER DEPTH:	80.50 m
KB-MSL:	25.00 m
SYSTEM DATUM:	Mean Sea Level
----------------------------------------------------------------	
MAP-ZONE:	Zone 31N (0 E to 6 E)
NORTH REFERENCE:	Grid
GEO DATUM:	European 1950 - Mean
VSDIR:	0
----------------------------------------------------------------	
SURVEY TYPE INFORMATION
H  107.00 - 149.20 15/9-24; 36" MWD+SC+SAG : MWD+SC+SAG
H  182.90 - 620.69 15/9-24; 26'' MWD+SC+SAG : MWD+SC+SAG
H  638.70 - 1480.40 15/9-24; 17 1/2'' MWD+SC+SAG : MWD+SC+SAG
H  1508.30 - 2387.90 15/9-24; 8 1/2'' MWD+SC+SAG : MWD+SC+SAG
H  2400.00 - 2400.00 15/9-24; EXTRAPOLATION TO TD : BLIND

----------------------------------------------------------------	
SURVEY LIST	
                MD               Inc               AZI          TVD(RKB)             TVDSS       	X(m)              y(m)                NS                EW               DLS              Vsec
            216.40              0.73            236.98            216.39            191.39         440296.22        6459848.51             -0.79             -0.88              0.25             -0.79
            216.60              0.73            236.89            216.59            191.59         440296.22        6459848.50             -0.80             -0.88              0.25             -0.80
            216.80              0.73            236.79            216.79            191.79         440296.22        6459848.50             -0.80             -0.88              0.25             -0.80
            217.00              0.73            236.70            216.99            191.99         440296.22        6459848.50             -0.80             -0.88              0.25             -0.80
            217.20              0.73            236.61            217.19            192.19         440296.22        6459848.50             -0.80             -0.88              0.24             -0.80
            217.40              0.73            236.52            217.39            192.39         440296.21        6459848.50             -0.80             -0.89              0.24             -0.80
            217.60              0.73            236.43            217.59            192.59         440296.21        6459848.50             -0.80             -0.89              0.24             -0.80
            217.80              0.73            236.34            217.79            192.79         440296.21        6459848.50             -0.80             -0.89              0.24             -0.80
            218.00              0.73            236.25            217.99            192.99         440296.21        6459848.49             -0.81             -0.89              0.24             -0.81
            218.20              0.73            236.15            218.19            193.19         440296.21        6459848.49             -0.81             -0.89              0.24             -0.81
            218.40              0.73            236.06            218.39            193.39         440296.20        6459848.49             -0.81             -0.90              0.24             -0.81
            218.60              0.73            235.97            218.59            193.59         440296.20        6459848.49             -0.81             -0.90              0.24             -0.81
            218.80              0.73            235.88            218.79            193.79         440296.20        6459848.49             -0.81             -0.90              0.24             -0.81
            219.00              0.73            235.79            218.99            193.99         440296.20        6459848.49             -0.81             -0.90              0.24             -0.81
            219.20              0.73            235.70            219.19            194.19         440296.20        6459848.49             -0.81             -0.90              0.24             -0.81
            219.40              0.73            235.61            219.39            194.39         440296.20        6459848.48             -0.82             -0.90              0.24             -0.82
            219.60              0.73            235.52            219.59            194.59         440296.19        6459848.48             -0.82             -0.91              0.24             -0.82
            219.80              0.73            235.42            219.79            194.79         440296.19        6459848.48             -0.82             -0.91              0.24             -0.82
            220.00              0.73            235.33            219.99            194.99         440296.19        6459848.48             -0.82             -0.91              0.24             -0.82
            220.20              0.73            235.24            220.19            195.19         440296.19        6459848.48             -0.82             -0.91              0.24             -0.82
            220.40              0.73            235.15            220.39            195.39         440296.19        6459848.48             -0.82             -0.91              0.24             -0.82
            220.60              0.73            235.06            220.59            195.59         440296.18        6459848.47             -0.83             -0.92              0.24             -0.83
            220.80              0.73            234.97            220.79            195.79         440296.18        6459848.47             -0.83             -0.92              0.23             -0.83
            221.00              0.73            234.88            220.99            195.99         440296.18        6459848.47             -0.83             -0.92              0.23             -0.83
            221.20              0.73            234.78            221.19            196.19         440296.18        6459848.47             -0.83             -0.92              0.23             -0.83
            221.40              0.73            234.69            221.39            196.39         440296.18        6459848.47             -0.83             -0.92              0.23             -0.83
            221.60              0.73            234.60            221.59            196.59         440296.17        6459848.47             -0.83             -0.93              0.23             -0.83
            221.80              0.73            234.51            221.79            196.79         440296.17        6459848.47             -0.83             -0.93              0.23             -0.83
            222.00              0.73            234.42            221.99            196.99         440296.17        6459848.46             -0.84             -0.93              0.23             -0.84
            222.20              0.73            234.33            222.19            197.19         440296.17        6459848.46             -0.84             -0.93              0.23             -0.84
            222.40              0.73            234.24            222.39            197.39         440296.17        6459848.46             -0.84             -0.93              0.23             -0.84
            222.60              0.72            234.14            222.59            197.59         440296.16        6459848.46             -0.84             -0.94              0.23             -0.84
            222.80              0.72            234.05            222.79            197.79         440296.16        6459848.46             -0.84             -0.94              0.23             -0.84
            223.00              0.72            233.96            222.99            197.99         440296.16        6459848.46             -0.84             -0.94              0.23             -0.84
            223.20              0.72            233.87            223.19            198.19         440296.16        6459848.46             -0.84             -0.94              0.23             -0.84
            223.40              0.72            233.78            223.39            198.39         440296.16        6459848.45             -0.85             -0.94              0.23             -0.85
            223.60              0.72            233.69            223.59            198.59         440296.15        6459848.45             -0.85             -0.95              0.23             -0.85
            223.80              0.72            233.60            223.79            198.79         440296.15        6459848.45             -0.85             -0.95              0.23             -0.85
            224.00              0.72            233.50            223.99            198.99         440296.15        6459848.45             -0.85             -0.95              0.23             -0.85
            224.20              0.72            233.41            224.19            199.19         440296.15        6459848.45             -0.85             -0.95              0.23             -0.85
            224.40              0.72            233.32            224.39            199.39         440296.15        6459848.45             -0.85             -0.95              0.22             -0.85
            224.60              0.72            233.23            224.59            199.59         440296.14        6459848.45             -0.85             -0.96              0.22             -0.85
            224.80              0.72            233.14            224.79            199.79         440296.14        6459848.44             -0.86             -0.96              0.22             -0.86
            225.00              0.72            233.05            224.99            199.99         440296.14        6459848.44             -0.86             -0.96              0.22             -0.86
            225.20              0.72            232.96            225.19            200.19         440296.14        6459848.44             -0.86             -0.96              0.22             -0.86
            225.40              0.72            232.86            225.39            200.39         440296.14        6459848.44             -0.86             -0.96              0.22             -0.86
            225.60              0.72            232.77            225.59            200.59         440296.13        6459848.44             -0.86             -0.97              0.22             -0.86
            225.80              0.72            232.68            225.79            200.79         440296.13        6459848.44             -0.86             -0.97              0.22             -0.86
            226.00              0.72            232.59            225.99            200.99         440296.13        6459848.44             -0.87             -0.97              0.22             -0.87
            226.20              0.72            232.50            226.19            201.19         440296.13        6459848.43             -0.87             -0.97              0.22             -0.87
            226.40              0.72            232.41            226.39            201.39         440296.13        6459848.43             -0.87             -0.97              0.22             -0.87
            226.60              0.72            232.32            226.59            201.59         440296.12        6459848.43             -0.87             -0.98              0.22             -0.87
            226.80              0.72            232.22            226.79            201.79         440296.12        6459848.43             -0.87             -0.98              0.22             -0.87
            227.00              0.72            232.13            226.99            201.99         440296.12        6459848.43             -0.87             -0.98              0.22             -0.87
            227.20              0.72            232.04            227.19            202.19         440296.12        6459848.43             -0.87             -0.98              0.22             -0.87
            227.40              0.72            231.95            227.39            202.39         440296.12        6459848.42             -0.88             -0.98              0.22             -0.88
            227.60              0.72            231.86            227.59            202.59         440296.11        6459848.42             -0.88             -0.99              0.22             -0.88
            227.80              0.72            231.77            227.79            202.79         440296.11        6459848.42             -0.88             -0.99              0.21             -0.88
            228.00              0.72            231.68            227.99            202.99         440296.11        6459848.42             -0.88             -0.99              0.21             -0.88
            228.20              0.72            231.58            228.19            203.19         440296.11        6459848.42             -0.88             -0.99              0.21             -0.88
            228.40              0.72            231.49            228.39            203.39         440296.11        6459848.42             -0.88             -0.99              0.21             -0.88
            228.60              0.72            231.40            228.59            203.59         440296.10        6459848.42             -0.88             -1.00              0.21             -0.88
            228.80              0.72            231.31            228.79            203.79         440296.10        6459848.41             -0.89             -1.00              0.21             -0.89
            229.00              0.72            231.22            228.99            203.99         440296.10        6459848.41             -0.89             -1.00              0.21             -0.89
            229.20              0.72            231.13            229.19            204.19         440296.10        6459848.41             -0.89             -1.00              0.21             -0.89
            229.40              0.72            231.04            229.39            204.39         440296.10        6459848.41             -0.89             -1.00              0.21             -0.89
            229.60              0.71            230.94            229.59            204.59         440296.09        6459848.41             -0.89             -1.01              0.21             -0.89
            229.80              0.71            230.85            229.79            204.79         440296.09        6459848.41             -0.89             -1.01              0.21             -0.89
            230.00              0.71            230.76            229.99            204.99         440296.09        6459848.41             -0.89             -1.01              0.21             -0.89
            230.20              0.71            230.67            230.19            205.19         440296.09        6459848.40             -0.90             -1.01              0.21             -0.90
            230.40              0.71            230.58            230.39            205.39         440296.09        6459848.40             -0.90             -1.01              0.21             -0.90
            230.60              0.71            230.49            230.59            205.59         440296.08        6459848.40             -0.90             -1.02              0.21             -0.90
            230.80              0.71            230.40            230.79            205.79         440296.08        6459848.40             -0.90             -1.02              0.21             -0.90
            231.00              0.71            230.30            230.99            205.99         440296.08        6459848.40             -0.90             -1.02              0.21             -0.90
            231.20              0.71            230.21            231.19            206.19         440296.08        6459848.40             -0.90             -1.02              0.21             -0.90
            231.40              0.71            230.12            231.39            206.39         440296.08        6459848.40             -0.90             -1.02              0.20             -0.90
            231.60              0.71            230.03            231.59            206.59         440296.07        6459848.39             -0.91             -1.03              0.20             -0.91
            231.80              0.71            229.94            231.79            206.79         440296.07        6459848.39             -0.91             -1.03              0.20             -0.91
            232.00              0.71            229.85            231.99            206.99         440296.07        6459848.39             -0.91             -1.03              0.20             -0.91
            232.20              0.71            229.76            232.19            207.19         440296.07        6459848.39             -0.91             -1.03              0.20             -0.91
            232.40              0.71            229.66            232.39            207.39         440296.07        6459848.39             -0.91             -1.03              0.20             -0.91
            232.60              0.71            229.57            232.59            207.59         440296.06        6459848.39             -0.91             -1.04              0.20             -0.91
            232.80              0.71            229.48            232.79            207.79         440296.06        6459848.38             -0.92             -1.04              0.20             -0.92
            233.00              0.71            229.39            232.99            207.99         440296.06        6459848.38             -0.92             -1.04              0.20             -0.92
            233.20              0.71            229.30            233.19            208.19         440296.06        6459848.38             -0.92             -1.04              0.20             -0.92
            233.40              0.71            229.21            233.39            208.39         440296.06        6459848.38             -0.92             -1.04              0.20             -0.92
            233.60              0.71            229.12            233.59            208.59         440296.06        6459848.38             -0.92             -1.04              0.20             -0.92
            233.80              0.71            229.03            233.79            208.79         440296.05        6459848.38             -0.92             -1.05              0.20             -0.92
            234.00              0.71            228.93            233.99            208.99         440296.05        6459848.38             -0.92             -1.05              0.20             -0.92
            234.20              0.71            228.84            234.19            209.19         440296.05        6459848.37             -0.93             -1.05              0.20             -0.93
            234.40              0.71            228.75            234.39            209.39         440296.05        6459848.37             -0.93             -1.05              0.20             -0.93
            234.60              0.71            228.66            234.59            209.59         440296.05        6459848.37             -0.93             -1.05              0.20             -0.93
            234.80              0.71            228.57            234.79            209.79         440296.04        6459848.37             -0.93             -1.06              0.20             -0.93
            235.00              0.71            228.48            234.99            209.99         440296.04        6459848.37             -0.93             -1.06              0.19             -0.93
            235.20              0.71            228.39            235.19            210.19         440296.04        6459848.37             -0.93             -1.06              0.19             -0.93
            235.40              0.71            228.29            235.39            210.39         440296.04        6459848.37             -0.93             -1.06              0.19             -0.93
            235.60              0.71            228.20            235.59            210.59         440296.04        6459848.36             -0.94             -1.06              0.19             -0.94
            235.80              0.71            228.11            235.79            210.79         440296.03        6459848.36             -0.94             -1.07              0.19             -0.94
            236.00              0.71            228.02            235.99            210.99         440296.03        6459848.36             -0.94             -1.07              0.19             -0.94
            236.20              0.71            227.93            236.19            211.19         440296.03        6459848.36             -0.94             -1.07              0.19             -0.94
            236.40              0.71            227.84            236.39            211.39         440296.03        6459848.36             -0.94             -1.07              0.19             -0.94
            236.60              0.71            227.75            236.59            211.59         440296.03        6459848.36             -0.94             -1.07              0.19             -0.94
            236.80              0.70            227.65            236.79            211.79         440296.02        6459848.36             -0.94             -1.08              0.19             -0.94
            237.00              0.70            227.56            236.99            211.99         440296.02        6459848.35             -0.95             -1.08              0.19             -0.95
            237.20              0.70            227.47            237.19            212.19         440296.02        6459848.35             -0.95             -1.08              0.19             -0.95
            237.40              0.70            227.38            237.39            212.39         440296.02        6459848.35             -0.95             -1.08              0.19             -0.95
            237.60              0.70            227.29            237.59            212.59         440296.02        6459848.35             -0.95             -1.08              0.19             -0.95
            237.80              0.70            227.20            237.79            212.79         440296.01        6459848.35             -0.95             -1.09              0.19             -0.95
            238.00              0.70            227.11            237.99            212.99         440296.01        6459848.35             -0.95             -1.09              0.19             -0.95
            238.20              0.70            227.01            238.19            213.19         440296.01        6459848.34             -0.96             -1.09              0.19             -0.96
            238.40              0.70            226.92            238.39            213.39         440296.01        6459848.34             -0.96             -1.09              0.19             -0.96
            238.60              0.70            226.83            238.59            213.59         440296.01        6459848.34             -0.96             -1.09              0.18             -0.96
            238.80              0.70            226.74            238.79            213.79         440296.00        6459848.34             -0.96             -1.10              0.18             -0.96
            239.00              0.70            226.65            238.99            213.99         440296.00        6459848.34             -0.96             -1.10              0.18             -0.96
            239.20              0.70            226.56            239.19            214.19         440296.00        6459848.34             -0.96             -1.10              0.18             -0.96
            239.40              0.70            226.47            239.39            214.39         440296.00        6459848.34             -0.96             -1.10              0.18             -0.96
            239.60              0.70            226.37            239.59            214.59         440296.00        6459848.33             -0.97             -1.10              0.18             -0.97
            239.80              0.70            226.28            239.79            214.79         440295.99        6459848.33             -0.97             -1.11              0.18             -0.97
            240.00              0.70            226.19            239.99            214.99         440295.99        6459848.33             -0.97             -1.11              0.18             -0.97
            240.20              0.70            226.10            240.19            215.19         440295.99        6459848.33             -0.97             -1.11              0.18             -0.97
            240.40              0.70            226.28            240.39            215.39         440295.99        6459848.33             -0.97             -1.11              0.18             -0.97
            240.60              0.70            226.47            240.59            215.59         440295.99        6459848.33             -0.97             -1.11              0.18             -0.97
            240.80              0.70            226.65            240.79            215.79         440295.98        6459848.33             -0.97             -1.12              0.18             -0.97
            241.00              0.69            226.83            240.99            215.99         440295.98        6459848.33             -0.97             -1.12              0.18             -0.97
            241.20              0.69            227.01            241.19            216.19         440295.98        6459848.32             -0.98             -1.12              0.19             -0.98
            241.40              0.69            227.20            241.39            216.39         440295.98        6459848.32             -0.98             -1.12              0.19             -0.98
            241.60              0.69            227.38            241.59            216.59         440295.98        6459848.32             -0.98             -1.12              0.19             -0.98
            241.80              0.69            227.56            241.78            216.78         440295.98        6459848.32             -0.98             -1.12              0.19             -0.98
            242.00              0.69            227.75            241.98            216.98         440295.97        6459848.32             -0.98             -1.13              0.19             -0.98
            242.20              0.68            227.93            242.18            217.18         440295.97        6459848.32             -0.98             -1.13              0.19             -0.98
            242.40              0.68            228.11            242.38            217.38         440295.97        6459848.32             -0.98             -1.13              0.19             -0.98
            242.60              0.68            228.29            242.58            217.58         440295.97        6459848.32             -0.98             -1.13              0.19             -0.98
            242.80              0.68            228.48            242.78            217.78         440295.97        6459848.32             -0.98             -1.13              0.20             -0.98
            243.00              0.68            228.66            242.98            217.98         440295.97        6459848.31             -0.99             -1.13              0.20             -0.99
            243.20              0.68            228.84            243.18            218.18         440295.96        6459848.31             -0.99             -1.14              0.20             -0.99
            243.40              0.67            229.03            243.38            218.38         440295.96        6459848.31             -0.99             -1.14              0.20             -0.99
            243.60              0.67            229.21            243.58            218.58         440295.96        6459848.31             -0.99             -1.14              0.20             -0.99
            243.80              0.67            229.39            243.78            218.78         440295.96        6459848.31             -0.99             -1.14              0.20             -0.99
            244.00              0.67            229.57            243.98            218.98         440295.96        6459848.31             -0.99             -1.14              0.20             -0.99
            244.20              0.67            229.76            244.18            219.18         440295.96        6459848.31             -0.99             -1.14              0.20             -0.99
            244.40              0.67            229.94            244.38            219.38         440295.95        6459848.31             -0.99             -1.15              0.21             -0.99
            244.60              0.67            230.12            244.57            219.57         440295.95        6459848.31             -0.99             -1.15              0.21             -0.99
            244.80              0.66            230.31            244.77            219.77         440295.95        6459848.30             -1.00             -1.15              0.21             -1.00
            245.00              0.66            230.49            244.97            219.97         440295.95        6459848.30             -1.00             -1.15              0.21             -1.00
            245.20              0.66            230.67            245.17            220.17         440295.95        6459848.30             -1.00             -1.15              0.21             -1.00
            245.40              0.66            230.85            245.37            220.37         440295.95        6459848.30             -1.00             -1.15              0.21             -1.00
            245.60              0.66            231.04            245.57            220.57         440295.94        6459848.30             -1.00             -1.16              0.21             -1.00
            245.80              0.66            231.22            245.77            220.77         440295.94        6459848.30             -1.00             -1.16              0.21             -1.00
            246.00              0.65            231.40            245.97            220.97         440295.94        6459848.30             -1.00             -1.16              0.22             -1.00
            246.20              0.65            231.59            246.17            221.17         440295.94        6459848.30             -1.00             -1.16              0.22             -1.00
            246.40              0.65            231.77            246.37            221.37         440295.94        6459848.30             -1.00             -1.16              0.22             -1.00
            246.60              0.65            231.95            246.57            221.57         440295.94        6459848.29             -1.01             -1.16              0.22             -1.01
            246.80              0.65            232.13            246.77            221.77         440295.93        6459848.29             -1.01             -1.17              0.22             -1.01
            247.00              0.65            232.32            246.97            221.97         440295.93        6459848.29             -1.01             -1.17              0.22             -1.01
            247.20              0.64            232.50            247.17            222.17         440295.93        6459848.29             -1.01             -1.17              0.22             -1.01
            247.40              0.64            232.68            247.37            222.37         440295.93        6459848.29             -1.01             -1.17              0.22             -1.01
            247.60              0.64            232.87            247.56            222.56         440295.93        6459848.29             -1.01             -1.17              0.23             -1.01
            247.80              0.64            233.05            247.76            222.76         440295.92        6459848.29             -1.01             -1.18              0.23             -1.01
            248.00              0.64            233.23            247.96            222.96         440295.92        6459848.29             -1.01             -1.18              0.23             -1.01
            248.20              0.64            233.42            248.16            223.16         440295.92        6459848.29             -1.01             -1.18              0.23             -1.01
            248.40              0.64            233.60            248.36            223.36         440295.92        6459848.29             -1.01             -1.18              0.23             -1.01
            248.60              0.63            233.78            248.56            223.56         440295.92        6459848.28             -1.02             -1.18              0.23             -1.02
            248.80              0.63            233.96            248.76            223.76         440295.92        6459848.28             -1.02             -1.18              0.23             -1.02
            249.00              0.63            234.15            248.96            223.96         440295.91        6459848.28             -1.02             -1.19              0.23             -1.02
            249.20              0.63            234.33            249.16            224.16         440295.91        6459848.28             -1.02             -1.19              0.24             -1.02
            249.40              0.63            234.51            249.36            224.36         440295.91        6459848.28             -1.02             -1.19              0.24             -1.02
            249.60              0.63            234.70            249.56            224.56         440295.91        6459848.28             -1.02             -1.19              0.24             -1.02
            249.80              0.62            234.88            249.76            224.76         440295.91        6459848.28             -1.02             -1.19              0.24             -1.02
            250.00              0.62            235.06            249.96            224.96         440295.91        6459848.28             -1.02             -1.19              0.24             -1.02
            250.20              0.62            235.24            250.16            225.16         440295.90        6459848.28             -1.02             -1.20              0.24             -1.02
            250.40              0.62            235.43            250.36            225.36         440295.90        6459848.27             -1.03             -1.20              0.24             -1.03
            250.60              0.62            235.61            250.55            225.55         440295.90        6459848.27             -1.03             -1.20              0.24             -1.03
            250.80              0.62            235.79            250.75            225.75         440295.90        6459848.27             -1.03             -1.20              0.25             -1.03
            251.00              0.61            235.98            250.95            225.95         440295.90        6459848.27             -1.03             -1.20              0.25             -1.03
            251.20              0.61            236.16            251.15            226.15         440295.90        6459848.27             -1.03             -1.20              0.25             -1.03
            251.40              0.61            236.34            251.35            226.35         440295.89        6459848.27             -1.03             -1.21              0.25             -1.03
            251.60              0.61            236.52            251.55            226.55         440295.89        6459848.27             -1.03             -1.21              0.25             -1.03
            251.80              0.61            236.71            251.75            226.75         440295.89        6459848.27             -1.03             -1.21              0.25             -1.03
            252.00              0.61            236.89            251.95            226.95         440295.89        6459848.27             -1.03             -1.21              0.25             -1.03
            252.20              0.61            237.07            252.15            227.15         440295.89        6459848.26             -1.04             -1.21              0.25             -1.04
            252.40              0.60            237.26            252.35            227.35         440295.89        6459848.26             -1.04             -1.21              0.26             -1.04
            252.60              0.60            237.44            252.55            227.55         440295.88        6459848.26             -1.04             -1.22              0.26             -1.04
            252.80              0.60            237.62            252.75            227.75         440295.88        6459848.26             -1.04             -1.22              0.26             -1.04
            253.00              0.60            237.80            252.95            227.95         440295.88        6459848.26             -1.04             -1.22              0.26             -1.04
            253.20              0.60            237.99            253.15            228.15         440295.88        6459848.26             -1.04             -1.22              0.26             -1.04
            253.40              0.60            238.17            253.34            228.34         440295.88        6459848.26             -1.04             -1.22              0.26             -1.04
            253.60              0.59            238.35            253.54            228.54         440295.88        6459848.26             -1.04             -1.22              0.26             -1.04
            253.80              0.59            238.54            253.74            228.74         440295.87        6459848.26             -1.04             -1.23              0.26             -1.04
            254.00              0.59            238.72            253.94            228.94         440295.87        6459848.25             -1.05             -1.23              0.27             -1.05
            254.20              0.59            238.90            254.14            229.14         440295.87        6459848.25             -1.05             -1.23              0.27             -1.05
            254.40              0.59            239.08            254.34            229.34         440295.87        6459848.25             -1.05             -1.23              0.27             -1.05
            254.60              0.59            239.27            254.54            229.54         440295.87        6459848.25             -1.05             -1.23              0.27             -1.05
            254.80              0.59            239.45            254.74            229.74         440295.87        6459848.25             -1.05             -1.24              0.27             -1.05
            255.00              0.58            239.63            254.94            229.94         440295.86        6459848.25             -1.05             -1.24              0.27             -1.05
            255.20              0.58            239.82            255.14            230.14         440295.86        6459848.25             -1.05             -1.24              0.27             -1.05
            255.40              0.58            240.00            255.34            230.34         440295.86        6459848.25             -1.05             -1.24              0.27             -1.05
            255.60              0.58            240.18            255.54            230.54         440295.86        6459848.25             -1.05             -1.24              0.27             -1.05
            255.80              0.58            240.36            255.74            230.74         440295.86        6459848.24             -1.06             -1.24              0.28             -1.06
            256.00              0.58            240.55            255.94            230.94         440295.85        6459848.24             -1.06             -1.25              0.28             -1.06
            256.20              0.57            240.73            256.14            231.14         440295.85        6459848.24             -1.06             -1.25              0.28             -1.06
            256.40              0.57            240.91            256.33            231.33         440295.85        6459848.24             -1.06             -1.25              0.28             -1.06
            256.60              0.57            241.10            256.53            231.53         440295.85        6459848.24             -1.06             -1.25              0.28             -1.06
            256.80              0.57            241.28            256.73            231.73         440295.85        6459848.24             -1.06             -1.25              0.28             -1.06
            257.00              0.57            241.46            256.93            231.93         440295.85        6459848.24             -1.06             -1.25              0.28             -1.06
            257.20              0.57            241.64            257.13            232.13         440295.84        6459848.24             -1.06             -1.26              0.28             -1.06
            257.40              0.56            241.83            257.33            232.33         440295.84        6459848.24             -1.06             -1.26              0.29             -1.06
            257.60              0.56            242.01            257.53            232.53         440295.84        6459848.23             -1.07             -1.26              0.29             -1.07
            257.80              0.56            242.19            257.73            232.73         440295.84        6459848.23             -1.07             -1.26              0.29             -1.07
            258.00              0.56            242.38            257.93            232.93         440295.84        6459848.23             -1.07             -1.26              0.29             -1.07
            258.20              0.56            242.56            258.13            233.13         440295.84        6459848.23             -1.07             -1.26              0.29             -1.07
            258.40              0.56            242.74            258.33            233.33         440295.83        6459848.23             -1.07             -1.27              0.29             -1.07
            258.60              0.56            242.92            258.53            233.53         440295.83        6459848.23             -1.07             -1.27              0.29             -1.07
            258.80              0.55            243.11            258.73            233.73         440295.83        6459848.23             -1.07             -1.27              0.29             -1.07
            259.00              0.55            243.29            258.93            233.93         440295.83        6459848.23             -1.07             -1.27              0.30             -1.07
            259.20              0.55            243.47            259.12            234.12         440295.83        6459848.23             -1.07             -1.27              0.30             -1.07
            259.40              0.55            243.66            259.32            234.32         440295.83        6459848.22             -1.08             -1.27              0.30             -1.08
            259.60              0.55            243.84            259.52            234.52         440295.82        6459848.22             -1.08             -1.28              0.30             -1.08
            259.80              0.55            244.02            259.72            234.72         440295.82        6459848.22             -1.08             -1.28              0.30             -1.08
            260.00              0.54            244.20            259.92            234.92         440295.82        6459848.22             -1.08             -1.28              0.30             -1.08
            260.20              0.54            244.39            260.12            235.12         440295.82        6459848.22             -1.08             -1.28              0.30             -1.08
            260.40              0.54            244.57            260.32            235.32         440295.82        6459848.22             -1.08             -1.28              0.30             -1.08
            260.60              0.54            244.75            260.52            235.52         440295.82        6459848.22             -1.08             -1.28              0.31             -1.08
            260.80              0.54            244.94            260.72            235.72         440295.81        6459848.22             -1.08             -1.29              0.31             -1.08
            261.00              0.54            245.12            260.92            235.92         440295.81        6459848.22             -1.08             -1.29              0.31             -1.08
            261.20              0.53            245.30            261.12            236.12         440295.81        6459848.21             -1.09             -1.29              0.31             -1.09
            261.40              0.53            245.48            261.32            236.32         440295.81        6459848.21             -1.09             -1.29              0.31             -1.09
            261.60              0.53            245.67            261.52            236.52         440295.81        6459848.21             -1.09             -1.29              0.31             -1.09
