# PBAscii Data File  PDS Version 2.4.4
# Copyright (C) 2001  PGS Tigress UK Limited
#
# File created by avocat on 28/06/2004
# using pdsboot_base( PDS Version 2.4.4 )
#

SRCAPPL= project
SRCFILE= stdin

UNITS= METRIC

WELLNM= 15/12-A-12 A
OPERTR= PERTRA AS
WELLSYMB=      3

LNGTDE=     1.89051194
LATTDE=    58.07790889
NORTHING=      6438068.329790
EASTING=       434560.095640
PERMDAT= MSL
REFNAME= KB
PROJCOD=      1


# Elevation data: <Point> <Ref Datum> <Height> [<start date> <end date>]
#                                      metres

ELVREF= KB MSL   51.500000   28/12/2003 28/12/2003

DATTYP= DEVN
DESCRP= Deviation Survey
LNGTDE=     1.89051111
LATTDE=    58.07790833
REFDIR=     0.00000000
FDTSTAT=      0

#    <Depth>      <Inclination>    <Azimuth>
  972.00000       46.142735      47.786110     968.63342
  974.00000       46.289112      47.959488     970.62048
  976.00000       46.435493      48.132866     972.60754
  978.00000       46.581871      48.306240     974.59467
  980.00000       46.728252      48.479618     976.58173
  982.00000       46.874630      48.652996     978.56879
  984.00000       47.021008      48.826374     980.55591
  986.00000       47.167389      48.999752     982.54297
  988.00000       47.313766      49.173130     984.53009
  990.00000       47.460144      49.346508     986.51715
  992.00000       47.606525      49.519886     988.50421
  994.00000       47.752903      49.693264     990.49133
  996.00000       47.899284      49.866642     992.47839
  998.00000       48.045662      50.040020     994.46545
 1000.0000        48.194908      50.216896     996.45203
 1002.0000        48.344479      50.394165     998.43854
 1004.0000        48.494045      50.571434    1000.4250
 1006.0000        48.643616      50.748703    1002.4116
 1008.0000        48.793182      50.925968    1004.3981
 1010.0000        48.942749      51.103237    1006.3845
 1012.0000        49.092319      51.280506    1008.3710
 1014.0000        49.241886      51.457771    1010.3575
 1016.0000        49.391457      51.635040    1012.3441
 1018.0000        49.541023      51.812309    1014.3306
 1020.0000        49.690590      51.989578    1016.3171
 1022.0000        49.840160      52.166843    1018.3036
 1024.0000        49.989727      52.344112    1020.2901
 1026.0000        50.139297      52.521381    1022.2766
 1028.0000        50.289555      52.695942    1024.2633
 1030.0000        50.440842      52.866451    1026.2500
 1032.0000        50.592129      53.036961    1028.2372
 1034.0000        50.743416      53.207466    1030.2241
 1036.0000        50.894703      53.377975    1032.2112
 1038.0000        51.045994      53.548485    1034.1981
 1040.0000        51.197281      53.718990    1036.1851
 1042.0000        51.348568      53.889500    1038.1720
 1044.0000        51.499855      54.060009    1040.1591
 1046.0000        51.651146      54.230515    1042.1460
 1048.0000        51.802433      54.401024    1044.1329
 1050.0000        51.953720      54.571533    1046.1199
 1052.0000        52.105007      54.742039    1048.1068
 1054.0000        52.256294      54.912548    1050.0939
 1056.0000        52.407585      55.083057    1052.0808
 1058.0000        52.554577      55.252087    1054.0682
 1060.0000        52.701092      55.420956    1056.0557
 1062.0000        52.847603      55.589825    1058.0431
 1064.0000        52.994118      55.758694    1060.0305
 1066.0000        53.140633      55.927563    1062.0181
 1068.0000        53.287148      56.096432    1064.0055
 1070.0000        53.433659      56.265301    1065.9929
 1072.0000        53.580173      56.434166    1067.9805
 1074.0000        53.726688      56.603035    1069.9679
 1076.0000        53.873203      56.771904    1071.9553
 1078.0000        54.019714      56.940773    1073.9427
 1080.0000        54.166229      57.109642    1075.9303
 1082.0000        54.312744      57.278511    1077.9177
 1084.0000        54.459259      57.447380    1079.9052
 1086.0000        54.604061      57.616825    1081.8928
 1088.0000        54.746307      57.787128    1083.8804
 1090.0000        54.888554      57.957432    1085.8680
 1092.0000        55.030796      58.127735    1087.8557
 1094.0000        55.173042      58.298038    1089.8434
 1096.0000        55.315285      58.468346    1091.8311
 1098.0000        55.457531      58.638649    1093.8187
 1100.0000        55.599777      58.808952    1095.8063
 1102.0000        55.742020      58.979256    1097.7939
 1104.0000        55.884266      59.149559    1099.7816
 1106.0000        56.026508      59.319862    1101.7693
 1108.0000        56.168755      59.490170    1103.7570
 1110.0000        56.311001      59.660473    1105.7446
 1112.0000        56.453243      59.830776    1107.7323
 1114.0000        56.597679      59.998665    1109.7200
 1116.0000        56.745399      60.162937    1111.7078
 1118.0000        56.893120      60.327209    1113.6954
 1120.0000        57.040840      60.491482    1115.6832
 1122.0000        57.188557      60.655754    1117.6710
 1124.0000        57.336277      60.820026    1119.6587
 1126.0000        57.483997      60.984299    1121.6465
 1128.0000        57.631714      61.148571    1123.6343
 1130.0000        57.779434      61.312843    1125.6221
 1132.0000        57.927155      61.477116    1127.6097
 1134.0000        58.074875      61.641388    1129.5975
 1136.0000        58.222591      61.805664    1131.5853
 1138.0000        58.370312      61.969936    1133.5730
 1140.0000        58.518032      62.134209    1135.5608
 1142.0000        58.665749      62.298481    1137.5486
 1144.0000        58.815025      62.458866    1139.5365
 1146.0000        58.966637      62.613422    1141.5248
 1148.0000        59.118248      62.767979    1143.5131
 1150.0000        59.269859      62.922539    1145.5013
 1152.0000        59.421467      63.077095    1147.4895
 1154.0000        59.573078      63.231655    1149.4778
 1156.0000        59.724689      63.386211    1151.4661
 1158.0000        59.876297      63.540771    1153.4542
 1160.0000        60.027908      63.695328    1155.4425
 1162.0000        60.179520      63.849884    1157.4308
 1164.0000        60.331127      64.004440    1159.4191
 1166.0000        60.482738      64.159004    1161.4072
 1168.0000        60.634350      64.313560    1163.3955
 1170.0000        60.785957      64.468117    1165.3838
 1172.0000        60.937569      64.622673    1167.3719
 1174.0000        61.090397      64.770668    1169.3607
 1176.0000        61.243355      64.917931    1171.3494
 1178.0000        61.396317      65.065186    1173.3380
 1180.0000        61.549278      65.212448    1175.3268
 1182.0000        61.702236      65.359711    1177.3154
 1184.0000        61.855198      65.506966    1179.3042
 1186.0000        62.008160      65.654228    1181.2928
 1188.0000        62.161118      65.801491    1183.2815
 1190.0000        62.314079      65.948753    1185.2703
 1192.0000        62.467037      66.096008    1187.2589
 1194.0000        62.619999      66.243271    1189.2477
 1196.0000        62.772961      66.390533    1191.2363
 1198.0000        62.925919      66.537788    1193.2250
 1200.0000        63.078880      66.685051    1195.2137
 1202.0000        63.233112      66.831390    1197.2024
 1204.0000        63.389244      66.976349    1199.1909
 1206.0000        63.545376      67.121307    1201.1796
 1208.0000        63.701508      67.266266    1203.1682
 1210.0000        63.857639      67.411224    1205.1569
 1212.0000        64.013771      67.556175    1207.1455
 1214.0000        64.169899      67.701134    1209.1340
 1216.0000        64.326035      67.846092    1211.1227
 1218.0000        64.482162      67.991051    1213.1113
 1220.0000        64.638298      68.136009    1215.1000
 1222.0000        64.794426      68.280960    1217.0885
 1224.0000        64.950562      68.425919    1219.0771
 1226.0000        65.106689      68.570877    1221.0658
 1228.0000        65.262825      68.715836    1223.0544
 1230.0000        65.418953      68.860794    1225.0431
 1232.0000        65.575401      69.002136    1227.0319
 1234.0000        65.731888      69.143074    1229.0208
 1236.0000        65.888374      69.284019    1231.0096
 1238.0000        66.044853      69.424957    1232.9985
 1240.0000        66.201340      69.565903    1234.9874
 1242.0000        66.357826      69.706841    1236.9763
 1244.0000        66.514313      69.847786    1238.9651
 1246.0000        66.670792      69.988724    1240.9540
 1248.0000        66.827278      70.129669    1242.9429
 1250.0000        66.983765      70.270607    1244.9318
 1252.0000        67.140251      70.411552    1246.9207
 1254.0000        67.296738      70.552498    1248.9095
 1256.0000        67.453217      70.693436    1250.8984
 1258.0000        67.609703      70.834381    1252.8873
 1260.0000        67.766190      70.975319    1254.8762
 1262.0000        67.921547      71.112053    1256.8654
 1264.0000        68.076782      71.248314    1258.8547
 1266.0000        68.232018      71.384583    1260.8440
 1268.0000        68.387253      71.520844    1262.8333
 1270.0000        68.542488      71.657104    1264.8226
 1272.0000        68.697235      71.793274    1266.8119
 1274.0000        68.851288      71.929306    1268.8014
 1276.0000        69.005333      72.065338    1270.7908
 1278.0000        69.159386      72.201378    1272.7802
 1280.0000        69.313431      72.337410    1274.7697
 1282.0000        69.467484      72.473442    1276.7590
 1284.0000        69.621536      72.609474    1278.7484
 1286.0000        69.775581      72.745514    1280.7378
 1288.0000        69.929634      72.881546    1282.7273
 1290.0000        70.083763      73.017815    1284.7167
 1292.0000        70.237900      73.154114    1286.7061
 1294.0000        70.392044      73.290413    1288.6954
 1296.0000        70.546181      73.426712    1290.6848
 1298.0000        70.700325      73.563011    1292.6742
 1300.0000        70.854462      73.699310    1294.6636
 1302.0000        71.008606      73.835602    1296.6530
 1304.0000        71.162743      73.971901    1298.6423
 1306.0000        71.316887      74.108200    1300.6317
 1308.0000        71.471024      74.244499    1302.6211
 1310.0000        71.625168      74.380798    1304.6105
 1312.0000        71.779305      74.517097    1306.5999
 1314.0000        71.933441      74.653397    1308.5894
 1316.0000        72.087585      74.789696    1310.5787
 1318.0000        72.242851      74.925110    1312.5680
 1320.0000        72.399811      75.059189    1314.5573
 1322.0000        72.556763      75.193268    1316.5466
 1324.0000        72.713722      75.327347    1318.5359
 1326.0000        72.870674      75.461426    1320.5253
 1328.0000        73.027626      75.595505    1322.5145
 1330.0000        73.184586      75.729584    1324.5039
 1332.0000        73.341537      75.863663    1326.4932
 1334.0000        73.499336      75.997185    1328.4825
 1336.0000        73.658409      76.129875    1330.4718
 1338.0000        73.817474      76.262566    1332.4611
 1340.0000        73.976540      76.395256    1334.4502
 1342.0000        74.135612      76.527946    1336.4395
 1344.0000        74.294846      76.662575    1338.4286
 1346.0000        74.454086      76.797195    1340.4176
 1348.0000        74.559029      76.979919    1342.4034
 1350.0000        74.582535      77.234589    1344.3843
 1352.0000        74.606041      77.489258    1346.3651
 1354.0000        74.629547      77.743927    1348.3459
 1356.0000        74.653053      77.998596    1350.3268
 1358.0000        74.676559      78.253265    1352.3076
 1360.0000        74.700073      78.507935    1354.2885
 1362.0000        74.723579      78.762604    1356.2693
 1364.0000        74.747086      79.017273    1358.2500
 1366.0000        74.770592      79.271942    1360.2310
 1368.0000        74.794098      79.526619    1362.2117
 1370.0000        74.817612      79.781288    1364.1925
 1372.0000        74.841118      80.035957    1366.1733
 1374.0000        74.864624      80.290627    1368.1542
 1376.0000        74.888130      80.545296    1370.1350
 1378.0000        74.911636      80.799965    1372.1158
 1380.0000        74.935150      81.054634    1374.0967
 1382.0000        74.958656      81.309303    1376.0775
 1384.0000        74.982162      81.563972    1378.0583
 1386.0000        75.005669      81.818642    1380.0392
 1388.0000        75.029175      82.073311    1382.0200
 1390.0000        75.052681      82.327980    1384.0000
 1392.0000        75.076195      82.582649    1385.9817
 1394.0000        75.099701      82.837318    1387.9624
 1396.0000        75.123207      83.091995    1389.9432
 1398.0000        75.146713      83.346664    1391.9241
 1400.0000        75.170219      83.601334    1393.9049
 1402.0000        75.193733      83.856003    1395.8857
 1404.0000        75.217239      84.110672    1397.8666
 1406.0000        75.240746      84.365341    1399.8474
 1408.0000        75.264252      84.620010    1401.8282
 1410.0000        75.287758      84.874680    1403.8091
 1412.0000        75.311264      85.129349    1405.7899
 1414.0000        75.334778      85.384018    1407.7708
 1416.0000        75.358284      85.638687    1409.7516
 1418.0000        75.381790      85.893356    1411.7324
 1420.0000        75.405296      86.148026    1413.7131
 1422.0000        75.428802      86.402695    1415.6940
 1424.0000        75.307381      86.753418    1417.6581
 1426.0000        75.169861      87.114799    1419.6204
 1428.0000        75.032341      87.476181    1421.5825
 1430.0000        74.894821      87.837563    1423.5447
 1432.0000        74.757301      88.198944    1425.5070
 1434.0000        74.619781      88.560326    1427.4691
 1436.0000        74.482254      88.921707    1429.4314
 1438.0000        74.344734      89.283089    1431.3936
 1440.0000        74.207214      89.644470    1433.3557
 1442.0000        74.069695      90.005859    1435.3180
 1444.0000        73.932175      90.367241    1437.2802
 1446.0000        73.794655      90.728622    1439.2423
 1448.0000        73.657135      91.090004    1441.2046
 1450.0000        73.503555      91.444946    1443.1666
 1452.0000        73.336296      91.794395    1445.1288
 1454.0000        73.169037      92.143845    1447.0909
 1456.0000        73.001778      92.493294    1449.0530
 1458.0000        72.834518      92.842743    1451.0151
 1460.0000        72.667259      93.192200    1452.9773
 1462.0000        72.500000      93.541649    1454.9393
 1464.0000        72.332748      93.891098    1456.9015
 1466.0000        72.165489      94.240547    1458.8636
 1468.0000        71.998230      94.589996    1460.8257
 1470.0000        71.830971      94.939445    1462.7878
 1472.0000        71.663712      95.288902    1464.7500
 1474.0000        71.496452      95.638351    1466.7120
 1476.0000        71.329193      95.987801    1468.6742
 1478.0000        71.161934      96.337250    1470.6364
 1480.0000        70.971458      96.706917    1472.5924
 1482.0000        70.773239      97.083313    1474.5465
 1484.0000        70.575027      97.459709    1476.5000
 1486.0000        70.376816      97.836113    1478.4547
 1488.0000        70.178604      98.212509    1480.4088
 1490.0000        69.980385      98.588913    1482.3629
 1492.0000        69.782173      98.965309    1484.3170
 1494.0000        69.583961      99.341713    1486.2711
 1496.0000        69.385742      99.718109    1488.2252
 1498.0000        69.187531     100.09451     1490.1793
 1500.0000        68.989319     100.47091     1492.1334
 1502.0000        68.791107     100.84731     1494.0875
 1504.0000        68.592888     101.22371     1496.0416
 1506.0000        68.389565     101.60474     1497.9943
 1508.0000        68.140274     102.02752     1499.9330
 1510.0000        67.890984     102.45029     1501.8717
 1512.0000        67.641693     102.87306     1503.8105
 1514.0000        67.392403     103.29583     1505.7500
 1516.0000        67.143105     103.71861     1507.6880
 1518.0000        66.893814     104.14138     1509.6268
 1520.0000        66.644524     104.56415     1511.5656
 1522.0000        66.395233     104.98692     1513.5043
 1524.0000        66.145943     105.40969     1515.4431
 1526.0000        65.896652     105.83247     1517.3818
 1528.0000        65.647354     106.25523     1519.3206
 1530.0000        65.398064     106.67801     1521.2593
 1532.0000        65.148773     107.10078     1523.1981
 1534.0000        64.899483     107.52355     1525.1368
 1536.0000        64.626907     107.95289     1527.0710
 1538.0000        64.353104     108.38257     1529.0051
 1540.0000        64.079300     108.81225     1530.9391
 1542.0000        63.805496     109.24193     1532.8730
 1544.0000        63.531696     109.67162     1534.8071
 1546.0000        63.257893     110.10130     1536.7411
 1548.0000        62.984089     110.53098     1538.6750
 1550.0000        62.710285     110.96066     1540.6091
 1552.0000        62.436481     111.39034     1542.5431
 1554.0000        62.162678     111.82001     1544.4771
 1556.0000        61.888874     112.24970     1546.4111
 1558.0000        61.615074     112.67938     1548.3451
 1560.0000        61.341270     113.10906     1550.2791
 1562.0000        61.067467     113.53874     1552.2131
 1564.0000        60.783455     113.96666     1554.1459
 1566.0000        60.495068     114.39381     1556.0784
 1568.0000        60.206680     114.82097     1558.0107
 1570.0000        59.918293     115.24812     1559.9432
 1572.0000        59.629906     115.67529     1561.8756
 1574.0000        59.341518     116.10244     1563.8081
 1576.0000        59.053131     116.52959     1565.7405
 1578.0000        58.764744     116.95676     1567.6729
 1580.0000        58.476357     117.38391     1569.6053
 1582.0000        58.187969     117.81107     1571.5377
 1584.0000        57.899582     118.23823     1573.4702
 1586.0000        57.611195     118.66538     1575.4026
 1588.0000        57.322807     119.09254     1577.3350
 1590.0000        57.034420     119.51970     1579.2675
 1592.0000        56.732384     119.96055     1581.1945
 1594.0000        56.413673     120.41812     1583.1151
 1596.0000        56.094963     120.87569     1585.0358
 1598.0000        55.776253     121.33327     1586.9564
 1600.0000        55.457542     121.79084     1588.8770
 1602.0000        55.138832     122.24841     1590.7976
 1604.0000        54.820122     122.70599     1592.7183
 1606.0000        54.501411     123.16357     1594.6389
 1608.0000        54.182701     123.62114     1596.5596
 1610.0000        53.863991     124.07871     1598.4801
 1612.0000        53.545280     124.53629     1600.4008
 1614.0000        53.226570     124.99387     1602.3214
 1616.0000        52.907860     125.45144     1604.2421
 1618.0000        52.589149     125.90901     1606.1626
 1620.0000        52.268642     126.36904     1608.0824
 1622.0000        51.913986     126.87576     1609.9843
 1624.0000        51.559330     127.38247     1611.8861
 1626.0000        51.204678     127.88918     1613.7880
 1628.0000        50.850021     128.39589     1615.6897
 1630.0000        50.495365     128.90260     1617.5916
 1632.0000        50.140709     129.40932     1619.4934
 1634.0000        49.786057     129.91603     1621.3953
 1636.0000        49.431400     130.42274     1623.2971
 1638.0000        49.076744     130.92946     1625.1990
 1640.0000        48.722092     131.43617     1627.1008
 1642.0000        48.367435     131.94289     1629.0027
 1644.0000        48.012779     132.44960     1630.9045
 1646.0000        47.658127     132.95631     1632.8064
 1648.0000        47.303471     133.46303     1634.7083
 1650.0000        46.917183     134.01364     1636.5914
 1652.0000        46.522987     134.57524     1638.4700
 1654.0000        46.128792     135.13684     1640.3484
 1656.0000        45.734596     135.69844     1642.2269
 1658.0000        45.340401     136.26004     1644.1055
 1660.0000        44.946205     136.82164     1645.9840
 1662.0000        44.552010     137.38324     1647.8624
 1664.0000        44.157810     137.94484     1649.7410
 1666.0000        43.763615     138.50644     1651.6195
 1668.0000        43.369419     139.06804     1653.4980
 1670.0000        42.975224     139.62964     1655.3765
 1672.0000        42.581028     140.19124     1657.2550
 1674.0000        42.186832     140.75284     1659.1335
 1676.0000        41.792637     141.31444     1661.0121
 1678.0000        41.361450     141.90771     1662.8724
 1680.0000        40.923737     142.50661     1664.7297
 1682.0000        40.486023     143.10550     1666.5870
 1684.0000        40.048309     143.70438     1668.4443
 1686.0000        39.610596     144.30327     1670.3015
 1688.0000        39.172882     144.90215     1672.1588
 1690.0000        38.735168     145.50104     1674.0161
 1692.0000        38.297455     146.09991     1675.8734
 1694.0000        37.859741     146.69881     1677.7307
 1696.0000        37.422028     147.29770     1679.5880
 1698.0000        36.984314     147.89658     1681.4452
 1700.0000        36.546600     148.49547     1683.3025
 1702.0000        36.108887     149.09435     1685.1598
 1704.0000        35.671173     149.69324     1687.0171
 1706.0000        35.195965     150.30432     1688.8608
 1708.0000        34.700565     150.92198     1690.6974
 1710.0000        34.205170     151.53964     1692.5338
 1712.0000        33.709774     152.15729     1694.3702
 1714.0000        33.214378     152.77495     1696.2068
 1716.0000        32.718983     153.39261     1698.0432
 1718.0000        32.223587     154.01027     1699.8798
 1720.0000        31.728191     154.62791     1701.7162
 1722.0000        31.232796     155.24557     1703.5527
 1724.0000        30.737400     155.86324     1705.3892
 1726.0000        30.242002     156.48090     1707.2256
 1728.0000        29.746607     157.09854     1709.0621
 1730.0000        29.251211     157.71620     1710.8986
 1732.0000        28.755816     158.33386     1712.7351
 1734.0000        28.245070     158.95630     1714.5654
 1736.0000        27.687025     159.59346     1716.3771
 1738.0000        27.128981     160.23062     1718.1888
 1740.0000        26.570936     160.86778     1720.0000
 1742.0000        26.012892     161.50494     1721.8123
 1744.0000        25.454847     162.14211     1723.6239
 1746.0000        24.896803     162.77927     1725.4355
 1748.0000        24.338758     163.41643     1727.2473
 1750.0000        23.780714     164.05359     1729.0590
 1752.0000        23.222670     164.69075     1730.8706
 1754.0000        22.664625     165.32791     1732.6824
 1756.0000        22.106579     165.96507     1734.4940
 1758.0000        21.548534     166.60223     1736.3058
 1760.0000        20.990490     167.23940     1738.1174
 1762.0000        20.432446     167.87656     1739.9291
 1764.0000        19.851585     168.51964     1741.7314
 1766.0000        19.258442     169.16589     1743.5288
 1768.0000        18.665297     169.81216     1745.3262
 1770.0000        18.072153     170.45842     1747.1235
 1772.0000        17.479008     171.10468     1748.9209
 1774.0000        16.885864     171.75095     1750.7183
 1776.0000        16.292719     172.39720     1752.5156
 1778.0000        15.699574     173.04347     1754.3130
 1780.0000        15.106430     173.68973     1756.1104
 1782.0000        14.513285     174.33600     1757.9077
 1784.0000        13.920141     174.98225     1759.7051
 1786.0000        13.326996     175.62851     1761.5024
 1788.0000        12.733852     176.27478     1763.2998
 1790.0000        12.140707     176.92104     1765.0972
 1792.0000        11.544648     177.56425     1766.8947
 1794.0000        10.948284     178.20714     1768.6921
 1796.0000        10.351919     178.85002     1770.4896
 1798.0000         9.7555552    179.49290     1772.2871
 1800.0000         9.1591911    180.13579     1774.0847
 1802.0000         8.5628262    180.77867     1775.8822
 1804.0000         7.9664621    181.42155     1777.6797
 1806.0000         7.3700976    182.06444     1779.4772
 1808.0000         6.7737336    182.70732     1781.2747
 1810.0000         6.1773691    183.35020     1783.0723
 1812.0000         5.5810046    183.99310     1784.8698
 1814.0000         4.9846406    184.63599     1786.6672
 1816.0000         4.3882761    185.27887     1788.4647
 1818.0000         3.7919121    185.92175     1790.2622
 1820.0000         3.1967542    186.56281     1792.0608
 1822.0000         2.6024015    187.20264     1793.8601
 1824.0000         2.0080490    187.84245     1795.6594
 1826.0000         1.4136961    188.48228     1797.4586
 1828.0000         0.81934357   189.12212     1799.2579
 1830.0000         0.22499084   189.76193     1801.0571
 1832.0000        -0.36936188   190.40176     1802.8564
 1834.0000        -0.96371460   191.04158     1804.6558
 1836.0000        -1.5580673    191.68141     1806.4550
 1838.0000        -2.1524200    192.32124     1808.2543
 1840.0000        -2.7467728    192.96106     1810.0535
 1842.0000        -3.3411255    193.60089     1811.8528
 1844.0000        -3.9354782    194.24072     1813.6521
 1846.0000        -4.5298309    194.88054     1815.4513
 1848.0000        -5.1251621    195.51974     1817.2500
 1850.0000        -5.7217908    196.15810     1819.0496
 1852.0000        -6.3184195    196.79643     1820.8486
 1854.0000        -6.9150486    197.43478     1822.6476
 1856.0000        -7.5116773    198.07314     1824.4467
 1858.0000        -8.1083059    198.71149     1826.2457
 1860.0000        -8.7049351    199.34984     1828.0447
 1862.0000        -9.3015633    199.98819     1829.8438
 1864.0000        -9.8981924    200.62654     1831.6428
 1866.0000       -10.494822     201.26489     1833.4419
 1868.0000       -11.091450     201.90324     1835.2408
 1870.0000       -11.688078     202.54160     1837.0399
 1872.0000       -12.284707     203.17993     1838.8390
 1874.0000       -12.881336     203.81828     1840.6381
 1876.0000       -13.479429     204.45798     1842.4362
 1878.0000       -14.078957     205.09898     1844.2333
 1880.0000       -14.678485     205.73999     1846.0304
 1882.0000       -15.278013     206.38100     1847.8275
 1884.0000       -15.877542     207.02202     1849.6246
 1886.0000       -16.477070     207.66302     1851.4218
 1888.0000       -17.076597     208.30403     1853.2189
 1890.0000       -17.676125     208.94504     1855.0160
 1892.0000       -18.275654     209.58604     1856.8131
 1894.0000       -18.875181     210.22707     1858.6102
 1896.0000       -19.474709     210.86807     1860.4073
 1898.0000       -20.074238     211.50908     1862.2046
 1900.0000       -20.673765     212.15009     1864.0000
 1902.0000       -21.273293     212.79109     1865.7988
 1904.0000       -21.874348     213.43448     1867.5946
 1906.0000       -22.477839     214.08165     1869.3882
 1908.0000       -23.081331     214.72882     1871.1818
 1910.0000       -23.684822     215.37599     1872.9753
 1912.0000       -24.288313     216.02316     1874.7689
 1914.0000       -24.891804     216.67033     1876.5625
 1916.0000       -25.495295     217.31750     1878.3561
 1918.0000       -26.098785     217.96466     1880.1498
 1920.0000       -26.702278     218.61183     1881.9434
 1922.0000       -27.305769     219.25900     1883.7369
 1924.0000       -27.909260     219.90617     1885.5305
 1926.0000       -28.512751     220.55334     1887.3241
 1928.0000       -29.116241     221.20052     1889.1177
 1930.0000       -29.719734     221.84769     1890.9113
 1932.0000       -30.323637     222.49573     1892.7043
 1934.0000       -30.930426     223.14986     1894.4943
 1936.0000       -31.537216     223.80400     1896.2842
 1938.0000       -32.144005     224.45813     1898.0742
 1940.0000       -32.750797     225.11226     1899.8641
 1942.0000       -33.357586     225.76640     1901.6541
 1944.0000       -33.964375     226.42053     1903.4440
 1946.0000       -34.571167     227.07468     1905.2340
 1948.0000       -35.177956     227.72881     1907.0239
 1950.0000       -35.784744     228.38295     1908.8138
 1952.0000       -36.391537     229.03708     1910.6038
 1954.0000       -36.998325     229.69122     1912.3938
 1956.0000       -37.605118     230.34535     1914.1837
 1958.0000       -38.211906     230.99948     1915.9736
 1960.0000       -38.818695     231.65363     1917.7635
 1962.0000       -39.426304     232.31236     1919.5515
 1964.0000       -40.034000     232.97162     1921.3392
 1966.0000       -40.641701     233.63087     1923.1271
 1968.0000       -41.249397     234.29012     1924.9148
 1970.0000       -41.857098     234.94937     1926.7026
 1972.0000       -42.464794     235.60863     1928.4904
 1974.0000       -43.072495     236.26787     1930.2781
 1976.0000       -43.680191     236.92712     1932.0659
 1978.0000       -44.287888     237.58638     1933.8536
 1980.0000       -44.895588     238.24562     1935.6414
 1982.0000       -45.503284     238.90488     1937.4292
 1984.0000       -46.110985     239.56413     1939.2169
 1986.0000       -46.718681     240.22339     1941.0046
 1988.0000       -47.326378     240.88263     1942.7925
 1990.0000       -47.936874     241.54723     1944.5773
 1992.0000       -48.548687     242.21432     1946.3606
 1994.0000       -49.160500     242.88144     1948.1440
 1996.0000       -49.772312     243.54855     1949.9275
 1998.0000       -50.384125     244.21565     1951.7109
 2000.0000       -50.995937     244.88277     1953.4944
 2002.0000       -51.607750     245.54987     1955.2778
 2004.0000       -52.219566     246.21698     1957.0613
 2006.0000       -52.831375     246.88408     1958.8447
 2008.0000       -53.443192     247.55119     1960.6282
 2010.0000       -54.055000     248.21829     1962.4115
 2012.0000       -54.666817     248.88541     1964.1949
 2014.0000       -55.278625     249.55251     1965.9784
 2016.0000       -55.890442     250.21962     1967.7618
 2018.0000       -56.502499     250.88739     1969.5449
 2020.0000       -57.115288     251.55719     1971.3270
 2022.0000       -57.728081     252.22699     1973.1090
 2024.0000       -58.340870     252.89679     1974.8911
 2026.0000       -58.953659     253.56659     1976.6732
 2028.0000       -59.566452     254.23639     1978.4553
 2030.0000       -60.179241     254.90619     1980.2374
 2032.0000       -60.792034     255.57599     1982.0195
 2034.0000       -61.404823     256.24579     1983.8016
 2036.0000       -62.017616     256.91559     1985.5837
 2038.0000       -62.630405     257.58539     1987.3658
 2040.0000       -63.243195     258.25519     1989.1478
 2042.0000       -63.855988     258.92499     1990.9299
 2044.0000       -64.468781     259.59479     1992.7120
 2046.0000       -65.077682     260.26102     1994.4968
 2048.0000       -65.685280     260.92609     1996.2825
 2050.0000       -66.292877     261.59113     1998.0681
 2052.0000       -66.900482     262.25620     1999.8538
 2054.0000       -67.508080     262.92123     2001.6394
 2056.0000       -68.115685     263.58630     2003.4250
 2058.0000       -68.723282     264.25134     2005.2107
 2060.0000       -69.330887     264.91641     2006.9963
 2062.0000       -69.938484     265.58145     2008.7820
 2064.0000       -70.546082     266.24652     2010.5676
 2066.0000       -71.153687     266.91156     2012.3533
 2068.0000       -71.761284     267.57663     2014.1389
 2070.0000       -72.368889     268.24167     2015.9246
 2072.0000       -72.976486     268.90674     2017.7102
 2074.0000       -73.578972     269.56918     2019.5000
 2076.0000       -74.178696     270.23022     2021.2883
 2078.0000       -74.778419     270.89127     2023.0781
 2080.0000       -75.378151     271.55231     2024.8678
 2082.0000       -75.977875     272.21335     2026.6576
 2084.0000       -76.577599     272.87436     2028.4474
 2086.0000       -77.177322     273.53540     2030.2372
 2088.0000       -77.777054     274.19644     2032.0270
 2090.0000       -78.376778     274.85748     2033.8168
 2092.0000       -78.976501     275.51852     2035.6066
 2094.0000       -79.576233     276.17957     2037.3964
 2096.0000       -80.175957     276.84061     2039.1862
 2098.0000       -80.775681     277.50165     2040.9760
 2100.0000       -81.375404     278.16266     2042.7657
 2102.0000       -81.972389     278.82297     2044.5568
 2104.0000       -82.565239     279.48221     2046.3495
 2106.0000       -83.158096     280.14145     2048.1423
 2108.0000       -83.750954     280.80069     2049.9351
 2110.0000       -84.343811     281.45993     2051.7278
 2112.0000       -84.936668     282.11920     2053.5205
 2114.0000       -85.529526     282.77844     2055.3132
 2116.0000       -86.122375     283.43768     2057.1060
 2118.0000       -86.715233     284.09692     2058.8987
 2120.0000       -87.308090     284.75616     2060.6914
 2122.0000       -87.900948     285.41541     2062.4841
 2124.0000       -88.493805     286.07465     2064.2769
 2126.0000       -89.086662     286.73389     2066.0696
 2128.0000       -89.679512     287.39313     2067.8623
 2130.0000       -90.272285     288.05219     2069.6553
 2132.0000       -90.863480     288.70789     2071.4500
 2134.0000       -91.454674     289.36356     2073.2444
 2136.0000       -92.045868     290.01923     2075.0391
