Data from WELLPATH_ORIGINAL_SURVEY_POINTS_1.ASC has been resampled to 0.2 meters and linearly interpolated between original survey points. Computed 2009-06-02

HEADER INFORMATION	
----------------------------------------------------------------	
COMPANY:	Talisman Energy Norway
FIELD:	EXPLORATION-UTM Zone 31
WELL NAME:	15/12-21 (Actual)
WELLBORE NAME:	15/12-21 (Actual)
Drilled From	: Well Ref. Point
KICK OFF DEPTH:	127.72 m
SURVEYNAME:	15/12-21 (Actual)
SURVEYDATE:	20-04-2009
PRINTED DATE:	29-04-2009
----------------------------------------------------------------	
CALCULATION METHOD:	Minimum Curvature
DATUM NAME:	RKB
LAT REFERENCE:	Site
----------------------------------------------------------------	
SLOT EW MAP:	434362.00m
SLOT NS MAP:	6454777.75m
SURFACE LATITUDE MAP:	58° 13' 40.534 N
SURFACE LONGITUDE  MAP:	1° 52' 56.859 E
BOTTOM HOLE MD:	3310.00 m
BOTTOM HOLE TVD:	3309.83 m
BOTTOM HOLE EW MAP:	434380.27m
BOTTOM HOLE NS MAP:	6454789.27m
----------------------------------------------------------------	
WATER DEPTH:	85.60 m
KB-MSL:	42.12 m
SYSTEM DATUM:	Mean Sea Level
----------------------------------------------------------------	
MAP-ZONE:	Zone 31N (0 E to 6 E)
NORTH REFERENCE:	Grid
GEO DATUM:	European 1950 - Mean
VSDIR:	360
----------------------------------------------------------------	
SURVEY TYPE INFORMATION
H  135.20 - 200.10 15/12-21; 36" SDS.MWD+SAG : MWD+SAG+SCC
H  240.10 - 1185.70 15/12-21; 17½" SDS.MWD+SAG : MWD+SAG+SCC
H  1220.80 - 2865.40 15/12-21; 12¼" SDS.MWD+SAG : MWD+SAG+SCC
H  2894.50 - 3289.50 15/12-21; 8½" SDS.MWD+SAG : MWD+SAG+SCC
H  3310.00 - 3310.00 15/12-21; EXTRAPOLATION TO TD : BLIND

----------------------------------------------------------------	
SURVEY LIST	
                  MD                 Inc       	         AZI            TVD(RKB)                TVDS                X(m)                y(m)                  NS                  EW                 DLS                Vsec
              987.20                0.45              213.81              987.16              945.04           434363.72          6454779.46                3.56                2.32                0.15                1.71
              987.40                0.45              213.78              987.36              945.24           434363.72          6454779.46                3.56                2.32                0.15                1.71
              987.60                0.45              213.74              987.57              945.45           434363.72          6454779.46                3.56                2.32                0.14                1.71
              987.80                0.45              213.70              987.77              945.65           434363.72          6454779.46                3.56                2.32                0.14                1.71
              988.00                0.44              213.66              987.97              945.85           434363.72          6454779.46                3.56                2.32                0.14                1.71
              988.20                0.44              213.63              988.17              946.05           434363.71          6454779.46                3.56                2.31                0.14                1.71
              988.40                0.44              213.59              988.37              946.25           434363.71          6454779.45                3.55                2.31                0.14                1.70
              988.60                0.44              213.55              988.57              946.45           434363.71          6454779.45                3.55                2.31                0.14                1.70
              988.80                0.44              213.52              988.77              946.65           434363.71          6454779.45                3.55                2.31                0.14                1.70
              989.00                0.44              213.48              988.97              946.85           434363.71          6454779.45                3.55                2.31                0.14                1.70
              989.20                0.44              213.36              989.17              947.05           434363.71          6454779.45                3.55                2.31                0.14                1.70
              989.40                0.44              213.23              989.37              947.25           434363.71          6454779.45                3.55                2.31                0.14                1.70
              989.60                0.44              213.11              989.57              947.45           434363.71          6454779.45                3.55                2.31                0.14                1.70
              989.80                0.44              212.98              989.77              947.65           434363.71          6454779.44                3.54                2.31                0.14                1.69
              990.00                0.44              212.86              989.97              947.85           434363.71          6454779.44                3.54                2.31                0.14                1.69
              990.20                0.44              212.73              990.17              948.05           434363.71          6454779.44                3.54                2.31                0.14                1.69
              990.40                0.44              212.61              990.37              948.25           434363.71          6454779.44                3.54                2.31                0.14                1.69
              990.60                0.44              212.48              990.56              948.44           434363.71          6454779.44                3.54                2.31                0.14                1.69
              990.80                0.44              212.36              990.76              948.64           434363.70          6454779.44                3.54                2.30                0.14                1.69
              991.00                0.44              212.23              990.96              948.84           434363.70          6454779.44                3.54                2.30                0.14                1.69
              991.20                0.44              212.11              991.16              949.04           434363.70          6454779.43                3.53                2.30                0.14                1.68
              991.40                0.44              211.98              991.36              949.24           434363.70          6454779.43                3.53                2.30                0.14                1.68
              991.60                0.44              211.86              991.56              949.44           434363.70          6454779.43                3.53                2.30                0.14                1.68
              991.80                0.44              211.73              991.76              949.64           434363.70          6454779.43                3.53                2.30                0.14                1.68
              992.00                0.44              211.61              991.96              949.84           434363.70          6454779.43                3.53                2.30                0.14                1.68
              992.20                0.44              211.48              992.16              950.04           434363.70          6454779.43                3.53                2.30                0.14                1.68
              992.40                0.44              211.36              992.36              950.24           434363.70          6454779.43                3.53                2.30                0.14                1.68
              992.60                0.44              211.24              992.56              950.44           434363.70          6454779.42                3.52                2.30                0.14                1.67
              992.80                0.44              211.11              992.76              950.64           434363.70          6454779.42                3.52                2.30                0.14                1.67
              993.00                0.44              210.99              992.96              950.84           434363.70          6454779.42                3.52                2.30                0.14                1.67
              993.20                0.44              210.86              993.16              951.04           434363.70          6454779.42                3.52                2.30                0.14                1.67
              993.40                0.44              210.74              993.36              951.24           434363.70          6454779.42                3.52                2.30                0.14                1.67
              993.60                0.44              210.61              993.55              951.43           434363.70          6454779.42                3.52                2.30                0.14                1.67
              993.80                0.44              210.49              993.75              951.63           434363.70          6454779.42                3.52                2.30                0.14                1.67
              994.00                0.44              210.36              993.95              951.83           434363.69          6454779.41                3.51                2.29                0.14                1.66
              994.20                0.44              210.24              994.15              952.03           434363.69          6454779.41                3.51                2.29                0.14                1.66
              994.40                0.44              210.11              994.35              952.23           434363.69          6454779.41                3.51                2.29                0.14                1.66
              994.60                0.44              209.99              994.55              952.43           434363.69          6454779.41                3.51                2.29                0.14                1.66
              994.80                0.44              209.86              994.75              952.63           434363.69          6454779.41                3.51                2.29                0.14                1.66
              995.00                0.44              209.74              994.95              952.83           434363.69          6454779.41                3.51                2.29                0.14                1.66
              995.20                0.44              209.61              995.15              953.03           434363.69          6454779.41                3.51                2.29                0.14                1.66
              995.40                0.44              209.49              995.35              953.23           434363.69          6454779.40                3.50                2.29                0.14                1.65
              995.60                0.44              209.37              995.55              953.43           434363.69          6454779.40                3.50                2.29                0.14                1.65
              995.80                0.44              209.24              995.75              953.63           434363.69          6454779.40                3.50                2.29                0.14                1.65
              996.00                0.44              209.12              995.95              953.83           434363.69          6454779.40                3.50                2.29                0.14                1.65
              996.20                0.44              208.99              996.15              954.03           434363.69          6454779.40                3.50                2.29                0.14                1.65
              996.40                0.44              208.87              996.34              954.22           434363.69          6454779.40                3.50                2.29                0.14                1.65
              996.60                0.44              208.74              996.54              954.42           434363.69          6454779.40                3.50                2.29                0.14                1.65
              996.80                0.44              208.62              996.74              954.62           434363.69          6454779.39                3.49                2.29                0.14                1.64
              997.00                0.44              208.49              996.94              954.82           434363.69          6454779.39                3.49                2.29                0.14                1.64
              997.20                0.44              208.37              997.14              955.02           434363.68          6454779.39                3.49                2.28                0.14                1.64
              997.40                0.44              208.24              997.34              955.22           434363.68          6454779.39                3.49                2.28                0.14                1.64
              997.60                0.44              208.12              997.54              955.42           434363.68          6454779.39                3.49                2.28                0.14                1.64
              997.80                0.44              207.99              997.74              955.62           434363.68          6454779.39                3.49                2.28                0.14                1.64
              998.00                0.44              207.87              997.94              955.82           434363.68          6454779.39                3.49                2.28                0.14                1.64
              998.20                0.44              207.74              998.14              956.02           434363.68          6454779.38                3.48                2.28                0.14                1.63
              998.40                0.44              207.62              998.34              956.22           434363.68          6454779.38                3.48                2.28                0.14                1.63
              998.60                0.44              207.49              998.54              956.42           434363.68          6454779.38                3.48                2.28                0.14                1.63
              998.80                0.44              207.37              998.74              956.62           434363.68          6454779.38                3.48                2.28                0.14                1.63
              999.00                0.44              207.25              998.94              956.82           434363.68          6454779.38                3.48                2.28                0.14                1.63
              999.20                0.44              207.12              999.14              957.02           434363.68          6454779.38                3.48                2.28                0.14                1.63
              999.40                0.44              207.00              999.33              957.21           434363.68          6454779.38                3.48                2.28                0.14                1.63
              999.60                0.44              206.87              999.53              957.41           434363.68          6454779.37                3.47                2.28                0.14                1.62
              999.80                0.44              206.75              999.73              957.61           434363.68          6454779.37                3.47                2.28                0.14                1.62
             1000.00                0.44              206.62              999.93              957.81           434363.68          6454779.37                3.47                2.28                0.14                1.62
             1000.20                0.44              206.50             1000.13              958.01           434363.68          6454779.37                3.47                2.28                0.14                1.62
             1000.40                0.44              206.37             1000.33              958.21           434363.68          6454779.37                3.47                2.28                0.14                1.62
             1000.60                0.44              206.25             1000.53              958.41           434363.67          6454779.37                3.47                2.27                0.14                1.62
             1000.80                0.44              206.12             1000.73              958.61           434363.67          6454779.37                3.47                2.27                0.14                1.62
             1001.00                0.44              206.00             1000.93              958.81           434363.67          6454779.36                3.46                2.27                0.14                1.61
             1001.20                0.44              205.87             1001.13              959.01           434363.67          6454779.36                3.46                2.27                0.14                1.61
             1001.40                0.44              205.75             1001.33              959.21           434363.67          6454779.36                3.46                2.27                0.14                1.61
             1001.60                0.44              205.62             1001.53              959.41           434363.67          6454779.36                3.46                2.27                0.14                1.61
             1001.80                0.44              205.50             1001.73              959.61           434363.67          6454779.36                3.46                2.27                0.14                1.61
             1002.00                0.44              205.37             1001.93              959.81           434363.67          6454779.36                3.46                2.27                0.14                1.61
             1002.20                0.44              205.25             1002.13              960.01           434363.67          6454779.36                3.46                2.27                0.14                1.61
             1002.40                0.44              205.13             1002.32              960.20           434363.67          6454779.35                3.45                2.27                0.14                1.60
             1002.60                0.44              205.00             1002.52              960.40           434363.67          6454779.35                3.45                2.27                0.14                1.60
             1002.80                0.44              204.88             1002.72              960.60           434363.67          6454779.35                3.45                2.27                0.14                1.60
             1003.00                0.44              204.75             1002.92              960.80           434363.67          6454779.35                3.45                2.27                0.14                1.60
             1003.20                0.44              204.63             1003.12              961.00           434363.67          6454779.35                3.45                2.27                0.14                1.60
             1003.40                0.44              204.50             1003.32              961.20           434363.67          6454779.35                3.45                2.27                0.14                1.60
             1003.60                0.44              204.38             1003.52              961.40           434363.67          6454779.35                3.45                2.27                0.14                1.60
             1003.80                0.45              204.25             1003.72              961.60           434363.66          6454779.34                3.44                2.26                0.15                1.59
             1004.00                0.45              204.13             1003.92              961.80           434363.66          6454779.34                3.44                2.26                0.15                1.59
             1004.20                0.45              204.00             1004.12              962.00           434363.66          6454779.34                3.44                2.26                0.15                1.59
             1004.40                0.45              203.88             1004.32              962.20           434363.66          6454779.34                3.44                2.26                0.15                1.59
             1004.60                0.45              203.75             1004.52              962.40           434363.66          6454779.34                3.44                2.26                0.15                1.59
             1004.80                0.45              203.63             1004.72              962.60           434363.66          6454779.34                3.44                2.26                0.15                1.59
             1005.00                0.45              203.50             1004.92              962.80           434363.66          6454779.34                3.44                2.26                0.15                1.59
             1005.20                0.45              203.38             1005.12              962.99           434363.66          6454779.33                3.43                2.26                0.15                1.58
             1005.40                0.45              203.26             1005.31              963.19           434363.66          6454779.33                3.43                2.26                0.15                1.58
             1005.60                0.45              203.13             1005.51              963.39           434363.66          6454779.33                3.43                2.26                0.15                1.58
             1005.80                0.45              203.01             1005.71              963.59           434363.66          6454779.33                3.43                2.26                0.15                1.58
             1006.00                0.45              202.88             1005.91              963.79           434363.66          6454779.33                3.43                2.26                0.15                1.58
             1006.20                0.45              202.76             1006.11              963.99           434363.66          6454779.33                3.43                2.26                0.15                1.58
             1006.40                0.45              202.63             1006.31              964.19           434363.66          6454779.33                3.43                2.26                0.15                1.58
             1006.60                0.45              202.51             1006.51              964.39           434363.66          6454779.32                3.42                2.26                0.15                1.57
             1006.80                0.45              202.38             1006.71              964.59           434363.66          6454779.32                3.42                2.26                0.15                1.57
             1007.00                0.45              202.26             1006.91              964.79           434363.65          6454779.32                3.42                2.25                0.15                1.57
             1007.20                0.45              202.13             1007.11              964.99           434363.65          6454779.32                3.42                2.25                0.15                1.57
             1007.40                0.45              202.01             1007.31              965.19           434363.65          6454779.32                3.42                2.25                0.15                1.57
             1007.60                0.45              201.88             1007.51              965.39           434363.65          6454779.32                3.42                2.25                0.15                1.57
             1007.80                0.45              201.76             1007.71              965.59           434363.65          6454779.32                3.42                2.25                0.15                1.57
             1008.00                0.45              201.63             1007.91              965.79           434363.65          6454779.31                3.41                2.25                0.15                1.56
             1008.20                0.45              201.51             1008.11              965.98           434363.65          6454779.31                3.41                2.25                0.15                1.56
             1008.40                0.45              201.38             1008.30              966.18           434363.65          6454779.31                3.41                2.25                0.15                1.56
             1008.60                0.45              201.26             1008.50              966.38           434363.65          6454779.31                3.41                2.25                0.15                1.56
             1008.80                0.45              201.14             1008.70              966.58           434363.65          6454779.31                3.41                2.25                0.15                1.56
             1009.00                0.45              201.01             1008.90              966.78           434363.65          6454779.31                3.41                2.25                0.15                1.56
             1009.20                0.45              200.89             1009.10              966.98           434363.65          6454779.31                3.41                2.25                0.15                1.56
             1009.40                0.45              200.76             1009.30              967.18           434363.65          6454779.30                3.40                2.25                0.15                1.55
             1009.60                0.45              200.64             1009.50              967.38           434363.65          6454779.30                3.40                2.25                0.15                1.55
             1009.80                0.45              200.51             1009.70              967.58           434363.65          6454779.30                3.40                2.25                0.15                1.55
             1010.00                0.45              200.39             1009.90              967.78           434363.65          6454779.30                3.40                2.25                0.15                1.55
             1010.20                0.45              200.26             1010.10              967.98           434363.65          6454779.30                3.40                2.25                0.15                1.55
             1010.40                0.45              200.14             1010.30              968.18           434363.64          6454779.30                3.40                2.24                0.15                1.55
             1010.60                0.45              200.01             1010.50              968.38           434363.64          6454779.30                3.40                2.24                0.15                1.55
             1010.80                0.45              199.89             1010.70              968.58           434363.64          6454779.29                3.39                2.24                0.15                1.54
             1011.00                0.45              199.76             1010.90              968.78           434363.64          6454779.29                3.39                2.24                0.15                1.54
             1011.20                0.45              199.64             1011.09              968.97           434363.64          6454779.29                3.39                2.24                0.15                1.54
             1011.40                0.45              199.51             1011.29              969.17           434363.64          6454779.29                3.39                2.24                0.15                1.54
             1011.60                0.45              199.39             1011.49              969.37           434363.64          6454779.29                3.39                2.24                0.15                1.54
             1011.80                0.45              199.26             1011.69              969.57           434363.64          6454779.29                3.39                2.24                0.15                1.54
             1012.00                0.45              199.14             1011.89              969.77           434363.64          6454779.29                3.39                2.24                0.15                1.54
             1012.20                0.45              199.02             1012.09              969.97           434363.64          6454779.28                3.38                2.24                0.15                1.53
             1012.40                0.45              198.89             1012.29              970.17           434363.64          6454779.28                3.38                2.24                0.15                1.53
             1012.60                0.45              198.77             1012.49              970.37           434363.64          6454779.28                3.38                2.24                0.15                1.53
             1012.80                0.45              198.64             1012.69              970.57           434363.64          6454779.28                3.38                2.24                0.15                1.53
             1013.00                0.45              198.52             1012.89              970.77           434363.64          6454779.28                3.38                2.24                0.15                1.53
             1013.20                0.45              198.39             1013.09              970.97           434363.64          6454779.28                3.38                2.24                0.15                1.53
             1013.40                0.45              198.27             1013.29              971.17           434363.64          6454779.28                3.38                2.24                0.15                1.53
             1013.60                0.45              198.14             1013.49              971.37           434363.63          6454779.27                3.37                2.23                0.15                1.52
             1013.80                0.45              198.02             1013.69              971.57           434363.63          6454779.27                3.37                2.23                0.15                1.52
             1014.00                0.45              197.89             1013.89              971.77           434363.63          6454779.27                3.37                2.23                0.15                1.52
             1014.20                0.45              197.77             1014.08              971.96           434363.63          6454779.27                3.37                2.23                0.15                1.52
             1014.40                0.45              197.64             1014.28              972.16           434363.63          6454779.27                3.37                2.23                0.15                1.52
             1014.60                0.45              197.52             1014.48              972.36           434363.63          6454779.27                3.37                2.23                0.15                1.52
             1014.80                0.45              197.39             1014.68              972.56           434363.63          6454779.27                3.37                2.23                0.15                1.52
             1015.00                0.45              197.27             1014.88              972.76           434363.63          6454779.26                3.36                2.23                0.15                1.51
             1015.20                0.45              197.15             1015.08              972.96           434363.63          6454779.26                3.36                2.23                0.15                1.51
             1015.40                0.45              197.02             1015.28              973.16           434363.63          6454779.26                3.36                2.23                0.15                1.51
             1015.60                0.45              196.90             1015.48              973.36           434363.63          6454779.26                3.36                2.23                0.15                1.51
             1015.80                0.45              196.77             1015.68              973.56           434363.63          6454779.26                3.36                2.23                0.15                1.51
             1016.00                0.45              196.65             1015.88              973.76           434363.63          6454779.26                3.36                2.23                0.15                1.51
             1016.20                0.45              196.52             1016.08              973.96           434363.63          6454779.26                3.36                2.23                0.15                1.51
             1016.40                0.45              196.40             1016.28              974.16           434363.63          6454779.25                3.35                2.23                0.15                1.50
             1016.60                0.45              196.27             1016.48              974.36           434363.63          6454779.25                3.35                2.23                0.15                1.50
             1016.80                0.45              196.15             1016.68              974.56           434363.62          6454779.25                3.35                2.22                0.15                1.50
             1017.00                0.45              196.02             1016.88              974.75           434363.62          6454779.25                3.35                2.22                0.15                1.50
             1017.20                0.45              195.90             1017.07              974.95           434363.62          6454779.25                3.35                2.22                0.15                1.50
             1017.40                0.45              195.77             1017.27              975.15           434363.62          6454779.25                3.35                2.22                0.15                1.50
             1017.60                0.45              195.65             1017.47              975.35           434363.62          6454779.25                3.35                2.22                0.15                1.50
             1017.80                0.45              195.52             1017.67              975.55           434363.62          6454779.24                3.34                2.22                0.15                1.49
             1018.00                0.45              195.40             1017.87              975.75           434363.62          6454779.24                3.34                2.22                0.15                1.49
             1018.20                0.45              195.27             1018.07              975.95           434363.62          6454779.24                3.34                2.22                0.15                1.49
             1018.40                0.45              195.15             1018.27              976.15           434363.62          6454779.24                3.34                2.22                0.15                1.49
             1018.60                0.45              195.10             1018.47              976.35           434363.62          6454779.24                3.34                2.22                0.15                1.49
             1018.80                0.45              195.05             1018.67              976.55           434363.62          6454779.24                3.34                2.22                0.15                1.49
             1019.00                0.45              195.00             1018.87              976.75           434363.62          6454779.24                3.34                2.22                0.15                1.49
             1019.20                0.45              194.94             1019.07              976.95           434363.62          6454779.23                3.33                2.22                0.15                1.48
             1019.40                0.45              194.89             1019.27              977.15           434363.62          6454779.23                3.33                2.22                0.15                1.48
             1019.60                0.45              194.84             1019.47              977.35           434363.62          6454779.23                3.33                2.22                0.15                1.48
             1019.80                0.45              194.79             1019.67              977.55           434363.62          6454779.23                3.33                2.22                0.15                1.48
             1020.00                0.44              194.74             1019.88              977.76           434363.62          6454779.23                3.33                2.22                0.15                1.48
             1020.20                0.44              194.69             1020.08              977.96           434363.62          6454779.23                3.33                2.22                0.15                1.48
             1020.40                0.44              194.64             1020.28              978.16           434363.62          6454779.23                3.33                2.22                0.15                1.48
             1020.60                0.44              194.59             1020.48              978.36           434363.62          6454779.23                3.33                2.22                0.15                1.48
             1020.80                0.44              194.53             1020.68              978.56           434363.62          6454779.22                3.32                2.22                0.15                1.47
             1021.00                0.44              194.48             1020.88              978.76           434363.62          6454779.22                3.32                2.22                0.15                1.47
             1021.20                0.44              194.43             1021.08              978.96           434363.62          6454779.22                3.32                2.22                0.15                1.47
             1021.40                0.44              194.38             1021.28              979.16           434363.62          6454779.22                3.32                2.22                0.15                1.47
             1021.60                0.44              194.33             1021.48              979.36           434363.61          6454779.22                3.32                2.22                0.15                1.47
             1021.80                0.44              194.28             1021.68              979.56           434363.61          6454779.22                3.32                2.22                0.15                1.47
             1022.00                0.44              194.23             1021.88              979.76           434363.61          6454779.22                3.32                2.22                0.15                1.47
             1022.20                0.44              194.17             1022.08              979.96           434363.61          6454779.21                3.31                2.22                0.15                1.46
             1022.40                0.44              194.12             1022.28              980.16           434363.61          6454779.21                3.31                2.21                0.14                1.46
             1022.60                0.44              194.07             1022.48              980.36           434363.61          6454779.21                3.31                2.21                0.14                1.46
             1022.80                0.44              194.02             1022.68              980.56           434363.61          6454779.21                3.31                2.21                0.14                1.46
             1023.00                0.44              193.97             1022.89              980.76           434363.61          6454779.21                3.31                2.21                0.14                1.46
             1023.20                0.43              193.92             1023.09              980.97           434363.61          6454779.21                3.31                2.21                0.14                1.46
             1023.40                0.43              193.87             1023.29              981.17           434363.61          6454779.21                3.31                2.21                0.14                1.46
             1023.60                0.43              193.82             1023.49              981.37           434363.61          6454779.21                3.31                2.21                0.14                1.46
             1023.80                0.43              193.76             1023.69              981.57           434363.61          6454779.20                3.30                2.21                0.14                1.45
             1024.00                0.43              193.71             1023.89              981.77           434363.61          6454779.20                3.30                2.21                0.14                1.45
             1024.20                0.43              193.66             1024.09              981.97           434363.61          6454779.20                3.30                2.21                0.14                1.45
             1024.40                0.43              193.61             1024.29              982.17           434363.61          6454779.20                3.30                2.21                0.14                1.45
             1024.60                0.43              193.56             1024.49              982.37           434363.61          6454779.20                3.30                2.21                0.14                1.45
             1024.80                0.43              193.51             1024.69              982.57           434363.61          6454779.20                3.30                2.21                0.14                1.45
             1025.00                0.43              193.46             1024.89              982.77           434363.61          6454779.20                3.30                2.21                0.14                1.45
             1025.20                0.43              193.40             1025.09              982.97           434363.61          6454779.19                3.29                2.21                0.14                1.44
             1025.40                0.43              193.35             1025.29              983.17           434363.61          6454779.19                3.29                2.21                0.14                1.44
             1025.60                0.43              193.30             1025.49              983.37           434363.61          6454779.19                3.29                2.21                0.14                1.44
             1025.80                0.43              193.25             1025.69              983.57           434363.61          6454779.19                3.29                2.21                0.14                1.44
             1026.00                0.43              193.20             1025.89              983.77           434363.61          6454779.19                3.29                2.21                0.14                1.44
             1026.20                0.43              193.15             1026.10              983.98           434363.61          6454779.19                3.29                2.21                0.14                1.44
             1026.40                0.42              193.10             1026.30              984.18           434363.61          6454779.19                3.29                2.21                0.14                1.44
             1026.60                0.42              193.04             1026.50              984.38           434363.61          6454779.18                3.28                2.21                0.14                1.43
             1026.80                0.42              192.99             1026.70              984.58           434363.61          6454779.18                3.28                2.21                0.14                1.43
             1027.00                0.42              192.94             1026.90              984.78           434363.61          6454779.18                3.28                2.21                0.14                1.43
             1027.20                0.42              192.89             1027.10              984.98           434363.61          6454779.18                3.28                2.21                0.14                1.43
             1027.40                0.42              192.84             1027.30              985.18           434363.61          6454779.18                3.28                2.21                0.14                1.43
             1027.60                0.42              192.79             1027.50              985.38           434363.61          6454779.18                3.28                2.21                0.14                1.43
             1027.80                0.42              192.74             1027.70              985.58           434363.60          6454779.18                3.28                2.21                0.14                1.43
