Data from WELLPATH_ORIGINAL_SURVEY_POINTS_1.ASC has been resampled to 0.2 meters and linearly interpolated between original survey points. Computed 2009-06-02

HEADER INFORMATION	
----------------------------------------------------------------	
COMPANY:	Talisman Energy Norway
FIELD:	EXPLORATION-UTM Zone 31
WELL NAME:	15/12-21 (Actual)
WELLBORE NAME:	15/12-21 (Actual)
Drilled From	: Well Ref. Point
KICK OFF DEPTH:	127.72 m
SURVEYNAME:	15/12-21 (Actual)
SURVEYDATE:	20-04-2009
PRINTED DATE:	29-04-2009
----------------------------------------------------------------	
CALCULATION METHOD:	Minimum Curvature
DATUM NAME:	RKB
LAT REFERENCE:	Site
----------------------------------------------------------------	
SLOT EW MAP:	434362.00m
SLOT NS MAP:	6454777.75m
SURFACE LATITUDE MAP:	58° 13' 40.534 N
SURFACE LONGITUDE  MAP:	1° 52' 56.859 E
BOTTOM HOLE MD:	3310.00 m
BOTTOM HOLE TVD:	3309.83 m
BOTTOM HOLE EW MAP:	434380.27m
BOTTOM HOLE NS MAP:	6454789.27m
----------------------------------------------------------------	
WATER DEPTH:	85.60 m
KB-MSL:	42.12 m
SYSTEM DATUM:	Mean Sea Level
----------------------------------------------------------------	
MAP-ZONE:	Zone 31N (0 E to 6 E)
NORTH REFERENCE:	Grid
GEO DATUM:	European 1950 - Mean
VSDIR:	360
----------------------------------------------------------------	
SURVEY TYPE INFORMATION
H  135.20 - 200.10 15/12-21; 36" SDS.MWD+SAG : MWD+SAG+SCC
H  240.10 - 1185.70 15/12-21; 17½" SDS.MWD+SAG : MWD+SAG+SCC
H  1220.80 - 2865.40 15/12-21; 12¼" SDS.MWD+SAG : MWD+SAG+SCC
H  2894.50 - 3289.50 15/12-21; 8½" SDS.MWD+SAG : MWD+SAG+SCC
H  3310.00 - 3310.00 15/12-21; EXTRAPOLATION TO TD : BLIND

----------------------------------------------------------------	
SURVEY LIST	
                  MD                 Inc       	         AZI            TVD(RKB)                TVDS                X(m)                y(m)                  NS                  EW                 DLS                Vsec
             2141.40                1.17               75.50             2141.19             2099.07           434374.58          6454783.67                7.77               13.18                0.21                5.92
             2141.60                1.17               75.57             2141.39             2099.27           434374.58          6454783.67                7.77               13.18                0.21                5.92
             2141.80                1.17               75.65             2141.59             2099.47           434374.58          6454783.68                7.78               13.19                0.22                5.93
             2142.00                1.17               75.72             2141.79             2099.67           434374.59          6454783.68                7.78               13.19                0.22                5.93
             2142.20                1.17               75.79             2141.99             2099.87           434374.59          6454783.68                7.78               13.19                0.22                5.93
             2142.40                1.17               75.86             2142.19             2100.07           434374.60          6454783.68                7.78               13.20                0.22                5.93
             2142.60                1.18               75.93             2142.39             2100.27           434374.60          6454783.68                7.78               13.20                0.22                5.93
             2142.80                1.18               76.01             2142.59             2100.47           434374.60          6454783.68                7.78               13.20                0.22                5.93
             2143.00                1.18               76.08             2142.79             2100.67           434374.61          6454783.68                7.78               13.21                0.22                5.93
             2143.20                1.18               76.15             2142.99             2100.87           434374.61          6454783.68                7.78               13.21                0.22                5.93
             2143.40                1.18               76.22             2143.19             2101.07           434374.61          6454783.69                7.79               13.22                0.23                5.94
             2143.60                1.18               76.29             2143.39             2101.27           434374.62          6454783.69                7.79               13.22                0.23                5.94
             2143.80                1.18               76.37             2143.59             2101.47           434374.62          6454783.69                7.79               13.22                0.23                5.94
             2144.00                1.18               76.44             2143.79             2101.67           434374.63          6454783.69                7.79               13.23                0.23                5.94
             2144.20                1.18               76.51             2143.99             2101.87           434374.63          6454783.69                7.79               13.23                0.23                5.94
             2144.40                1.18               76.50             2144.19             2102.07           434374.63          6454783.69                7.79               13.23                0.23                5.94
             2144.60                1.18               76.49             2144.39             2102.27           434374.64          6454783.69                7.79               13.24                0.23                5.94
             2144.80                1.18               76.49             2144.59             2102.47           434374.64          6454783.69                7.79               13.24                0.23                5.94
             2145.00                1.18               76.48             2144.79             2102.67           434374.65          6454783.69                7.79               13.25                0.23                5.94
             2145.20                1.18               76.47             2144.99             2102.87           434374.65          6454783.69                7.80               13.25                0.22                5.95
             2145.40                1.18               76.46             2145.19             2103.07           434374.65          6454783.70                7.80               13.25                0.22                5.95
             2145.60                1.18               76.45             2145.40             2103.28           434374.66          6454783.70                7.80               13.26                0.22                5.95
             2145.80                1.18               76.45             2145.60             2103.48           434374.66          6454783.70                7.80               13.26                0.22                5.95
             2146.00                1.18               76.44             2145.80             2103.68           434374.67          6454783.70                7.80               13.27                0.22                5.95
             2146.20                1.18               76.43             2146.00             2103.88           434374.67          6454783.70                7.80               13.27                0.22                5.95
             2146.40                1.18               76.42             2146.20             2104.08           434374.67          6454783.70                7.80               13.27                0.22                5.95
             2146.60                1.18               76.41             2146.40             2104.28           434374.68          6454783.70                7.80               13.28                0.22                5.95
             2146.80                1.18               76.40             2146.60             2104.48           434374.68          6454783.70                7.80               13.28                0.21                5.95
             2147.00                1.18               76.40             2146.80             2104.68           434374.69          6454783.70                7.80               13.29                0.21                5.95
             2147.20                1.18               76.39             2147.00             2104.88           434374.69          6454783.70                7.81               13.29                0.21                5.96
             2147.40                1.18               76.38             2147.20             2105.08           434374.69          6454783.71                7.81               13.29                0.21                5.96
             2147.60                1.18               76.37             2147.40             2105.28           434374.70          6454783.71                7.81               13.30                0.21                5.96
             2147.80                1.18               76.36             2147.60             2105.48           434374.70          6454783.71                7.81               13.30                0.21                5.96
             2148.00                1.17               76.36             2147.80             2105.68           434374.71          6454783.71                7.81               13.31                0.21                5.96
             2148.20                1.17               76.35             2148.00             2105.88           434374.71          6454783.71                7.81               13.31                0.21                5.96
             2148.40                1.17               76.34             2148.21             2106.09           434374.71          6454783.71                7.81               13.31                0.20                5.96
             2148.60                1.17               76.33             2148.41             2106.29           434374.72          6454783.71                7.81               13.32                0.20                5.96
             2148.80                1.17               76.32             2148.61             2106.49           434374.72          6454783.71                7.81               13.32                0.20                5.96
             2149.00                1.17               76.32             2148.81             2106.69           434374.73          6454783.71                7.82               13.33                0.20                5.97
             2149.20                1.17               76.31             2149.01             2106.89           434374.73          6454783.71                7.82               13.33                0.20                5.97
             2149.40                1.17               76.30             2149.21             2107.09           434374.73          6454783.72                7.82               13.33                0.20                5.97
             2149.60                1.17               76.29             2149.41             2107.29           434374.74          6454783.72                7.82               13.34                0.20                5.97
             2149.80                1.17               76.28             2149.61             2107.49           434374.74          6454783.72                7.82               13.34                0.20                5.97
             2150.00                1.17               76.27             2149.81             2107.69           434374.74          6454783.72                7.82               13.34                0.19                5.97
             2150.20                1.17               76.27             2150.01             2107.89           434374.75          6454783.72                7.82               13.35                0.19                5.97
             2150.40                1.17               76.26             2150.21             2108.09           434374.75          6454783.72                7.82               13.35                0.19                5.97
             2150.60                1.17               76.25             2150.41             2108.29           434374.76          6454783.72                7.82               13.36                0.19                5.97
             2150.80                1.17               76.24             2150.61             2108.49           434374.76          6454783.72                7.82               13.36                0.19                5.97
             2151.00                1.17               76.23             2150.81             2108.69           434374.76          6454783.72                7.83               13.36                0.19                5.98
             2151.20                1.17               76.23             2151.01             2108.89           434374.77          6454783.72                7.83               13.37                0.19                5.98
             2151.40                1.17               76.22             2151.22             2109.10           434374.77          6454783.73                7.83               13.37                0.19                5.98
             2151.60                1.17               76.21             2151.42             2109.30           434374.78          6454783.73                7.83               13.38                0.18                5.98
             2151.80                1.17               76.20             2151.62             2109.50           434374.78          6454783.73                7.83               13.38                0.18                5.98
             2152.00                1.17               76.19             2151.82             2109.70           434374.78          6454783.73                7.83               13.38                0.18                5.98
             2152.20                1.17               76.19             2152.02             2109.90           434374.79          6454783.73                7.83               13.39                0.18                5.98
             2152.40                1.17               76.18             2152.22             2110.10           434374.79          6454783.73                7.83               13.39                0.18                5.98
             2152.60                1.17               76.17             2152.42             2110.30           434374.80          6454783.73                7.83               13.40                0.18                5.98
             2152.80                1.17               76.16             2152.62             2110.50           434374.80          6454783.73                7.83               13.40                0.18                5.98
             2153.00                1.17               76.15             2152.82             2110.70           434374.80          6454783.73                7.84               13.40                0.18                5.99
             2153.20                1.17               76.14             2153.02             2110.90           434374.81          6454783.73                7.84               13.41                0.17                5.99
             2153.40                1.17               76.14             2153.22             2111.10           434374.81          6454783.73                7.84               13.41                0.17                5.99
             2153.60                1.17               76.13             2153.42             2111.30           434374.82          6454783.74                7.84               13.42                0.17                5.99
             2153.80                1.17               76.12             2153.62             2111.50           434374.82          6454783.74                7.84               13.42                0.17                5.99
             2154.00                1.17               76.11             2153.82             2111.70           434374.82          6454783.74                7.84               13.42                0.17                5.99
             2154.20                1.17               76.10             2154.03             2111.91           434374.83          6454783.74                7.84               13.43                0.17                5.99
             2154.40                1.17               76.10             2154.23             2112.11           434374.83          6454783.74                7.84               13.43                0.17                5.99
             2154.60                1.17               76.09             2154.43             2112.31           434374.84          6454783.74                7.84               13.44                0.17                5.99
             2154.80                1.17               76.08             2154.63             2112.51           434374.84          6454783.74                7.85               13.44                0.16                6.00
             2155.00                1.17               76.07             2154.83             2112.71           434374.84          6454783.74                7.85               13.44                0.16                6.00
             2155.20                1.16               76.06             2155.03             2112.91           434374.85          6454783.74                7.85               13.45                0.16                6.00
             2155.40                1.16               76.06             2155.23             2113.11           434374.85          6454783.74                7.85               13.45                0.16                6.00
             2155.60                1.16               76.05             2155.43             2113.31           434374.86          6454783.75                7.85               13.46                0.16                6.00
             2155.80                1.16               76.04             2155.63             2113.51           434374.86          6454783.75                7.85               13.46                0.16                6.00
             2156.00                1.16               76.03             2155.83             2113.71           434374.86          6454783.75                7.85               13.46                0.16                6.00
             2156.20                1.16               76.02             2156.03             2113.91           434374.87          6454783.75                7.85               13.47                0.16                6.00
             2156.40                1.16               76.01             2156.23             2114.11           434374.87          6454783.75                7.85               13.47                0.15                6.00
             2156.60                1.16               76.01             2156.43             2114.31           434374.88          6454783.75                7.85               13.48                0.15                6.00
             2156.80                1.16               76.00             2156.63             2114.51           434374.88          6454783.75                7.86               13.48                0.15                6.01
             2157.00                1.16               75.99             2156.83             2114.72           434374.88          6454783.75                7.86               13.48                0.15                6.01
             2157.20                1.16               75.98             2157.04             2114.92           434374.89          6454783.75                7.86               13.49                0.15                6.01
             2157.40                1.16               75.97             2157.24             2115.12           434374.89          6454783.75                7.86               13.49                0.15                6.01
             2157.60                1.16               75.97             2157.44             2115.32           434374.90          6454783.76                7.86               13.50                0.15                6.01
             2157.80                1.16               75.96             2157.64             2115.52           434374.90          6454783.76                7.86               13.50                0.15                6.01
             2158.00                1.16               75.95             2157.84             2115.72           434374.90          6454783.76                7.86               13.50                0.14                6.01
             2158.20                1.16               75.94             2158.04             2115.92           434374.91          6454783.76                7.86               13.51                0.14                6.01
             2158.40                1.16               75.93             2158.24             2116.12           434374.91          6454783.76                7.86               13.51                0.14                6.01
             2158.60                1.16               75.93             2158.44             2116.32           434374.92          6454783.76                7.87               13.52                0.14                6.02
             2158.80                1.16               75.92             2158.64             2116.52           434374.92          6454783.76                7.87               13.52                0.14                6.02
             2159.00                1.16               75.91             2158.84             2116.72           434374.92          6454783.76                7.87               13.52                0.14                6.02
             2159.20                1.16               75.90             2159.04             2116.92           434374.93          6454783.76                7.87               13.53                0.14                6.02
             2159.40                1.16               75.89             2159.24             2117.12           434374.93          6454783.76                7.87               13.53                0.14                6.02
             2159.60                1.16               75.88             2159.44             2117.32           434374.93          6454783.76                7.87               13.53                0.13                6.02
             2159.80                1.16               75.88             2159.64             2117.52           434374.94          6454783.77                7.87               13.54                0.13                6.02
             2160.00                1.16               75.87             2159.85             2117.73           434374.94          6454783.77                7.87               13.54                0.13                6.02
             2160.20                1.16               75.86             2160.05             2117.93           434374.95          6454783.77                7.87               13.55                0.13                6.02
             2160.40                1.16               75.85             2160.25             2118.13           434374.95          6454783.77                7.87               13.55                0.13                6.02
             2160.60                1.16               75.84             2160.45             2118.33           434374.95          6454783.77                7.88               13.55                0.13                6.03
             2160.80                1.16               75.84             2160.65             2118.53           434374.96          6454783.77                7.88               13.56                0.13                6.03
             2161.00                1.16               75.83             2160.85             2118.73           434374.96          6454783.77                7.88               13.56                0.13                6.03
             2161.20                1.16               75.82             2161.05             2118.93           434374.97          6454783.77                7.88               13.57                0.12                6.03
             2161.40                1.16               75.81             2161.25             2119.13           434374.97          6454783.77                7.88               13.57                0.12                6.03
             2161.60                1.16               75.80             2161.45             2119.33           434374.97          6454783.77                7.88               13.57                0.12                6.03
             2161.80                1.16               75.80             2161.65             2119.53           434374.98          6454783.78                7.88               13.58                0.12                6.03
             2162.00                1.16               75.79             2161.85             2119.73           434374.98          6454783.78                7.88               13.58                0.12                6.03
             2162.20                1.16               75.78             2162.05             2119.93           434374.99          6454783.78                7.88               13.59                0.12                6.03
             2162.40                1.15               75.77             2162.25             2120.13           434374.99          6454783.78                7.88               13.59                0.12                6.03
             2162.60                1.15               75.76             2162.45             2120.33           434374.99          6454783.78                7.89               13.59                0.12                6.04
             2162.80                1.15               75.75             2162.66             2120.54           434375.00          6454783.78                7.89               13.60                0.11                6.04
             2163.00                1.15               75.75             2162.86             2120.74           434375.00          6454783.78                7.89               13.60                0.11                6.04
             2163.20                1.15               75.74             2163.06             2120.94           434375.01          6454783.78                7.89               13.61                0.11                6.04
             2163.40                1.15               75.73             2163.26             2121.14           434375.01          6454783.78                7.89               13.61                0.11                6.04
             2163.60                1.15               75.72             2163.46             2121.34           434375.01          6454783.78                7.89               13.61                0.11                6.04
             2163.80                1.15               75.71             2163.66             2121.54           434375.02          6454783.79                7.89               13.62                0.11                6.04
             2164.00                1.15               75.71             2163.86             2121.74           434375.02          6454783.79                7.89               13.62                0.11                6.04
             2164.20                1.15               75.70             2164.06             2121.94           434375.03          6454783.79                7.89               13.63                0.11                6.04
             2164.40                1.15               75.69             2164.26             2122.14           434375.03          6454783.79                7.90               13.63                0.10                6.05
             2164.60                1.15               75.68             2164.46             2122.34           434375.03          6454783.79                7.90               13.63                0.10                6.05
             2164.80                1.15               75.67             2164.66             2122.54           434375.04          6454783.79                7.90               13.64                0.10                6.05
             2165.00                1.15               75.67             2164.86             2122.74           434375.04          6454783.79                7.90               13.64                0.10                6.05
             2165.20                1.15               75.66             2165.06             2122.94           434375.05          6454783.79                7.90               13.65                0.10                6.05
             2165.40                1.15               75.65             2165.26             2123.14           434375.05          6454783.79                7.90               13.65                0.10                6.05
             2165.60                1.15               75.64             2165.46             2123.34           434375.05          6454783.79                7.90               13.65                0.10                6.05
             2165.80                1.15               75.63             2165.67             2123.55           434375.06          6454783.80                7.90               13.66                0.10                6.05
             2166.00                1.15               75.62             2165.87             2123.75           434375.06          6454783.80                7.90               13.66                0.09                6.05
             2166.20                1.15               75.62             2166.07             2123.95           434375.07          6454783.80                7.90               13.67                0.09                6.05
             2166.40                1.15               75.61             2166.27             2124.15           434375.07          6454783.80                7.91               13.67                0.09                6.06
             2166.60                1.15               75.60             2166.47             2124.35           434375.07          6454783.80                7.91               13.67                0.09                6.06
             2166.80                1.15               75.59             2166.67             2124.55           434375.08          6454783.80                7.91               13.68                0.09                6.06
             2167.00                1.15               75.58             2166.87             2124.75           434375.08          6454783.80                7.91               13.68                0.09                6.06
             2167.20                1.15               75.58             2167.07             2124.95           434375.09          6454783.80                7.91               13.69                0.09                6.06
             2167.40                1.15               75.57             2167.27             2125.15           434375.09          6454783.80                7.91               13.69                0.09                6.06
             2167.60                1.15               75.56             2167.47             2125.35           434375.09          6454783.80                7.91               13.69                0.08                6.06
             2167.80                1.15               75.55             2167.67             2125.55           434375.10          6454783.80                7.91               13.70                0.08                6.06
             2168.00                1.15               75.54             2167.87             2125.75           434375.10          6454783.81                7.91               13.70                0.08                6.06
             2168.20                1.15               75.54             2168.07             2125.95           434375.11          6454783.81                7.92               13.71                0.08                6.07
             2168.40                1.15               75.53             2168.27             2126.15           434375.11          6454783.81                7.92               13.71                0.08                6.07
             2168.60                1.15               75.52             2168.48             2126.36           434375.11          6454783.81                7.92               13.71                0.08                6.07
             2168.80                1.15               75.51             2168.68             2126.56           434375.12          6454783.81                7.92               13.72                0.08                6.07
             2169.00                1.15               75.50             2168.88             2126.76           434375.12          6454783.81                7.92               13.72                0.08                6.07
             2169.20                1.15               75.49             2169.08             2126.96           434375.12          6454783.81                7.92               13.72                0.07                6.07
             2169.40                1.15               75.49             2169.28             2127.16           434375.13          6454783.81                7.92               13.73                0.07                6.07
             2169.60                1.14               75.48             2169.48             2127.36           434375.13          6454783.81                7.92               13.73                0.07                6.07
             2169.80                1.14               75.47             2169.68             2127.56           434375.14          6454783.81                7.92               13.74                0.07                6.07
             2170.00                1.14               75.46             2169.88             2127.76           434375.14          6454783.82                7.92               13.74                0.07                6.07
             2170.20                1.14               75.45             2170.08             2127.96           434375.14          6454783.82                7.93               13.74                0.07                6.08
             2170.40                1.14               75.45             2170.28             2128.16           434375.15          6454783.82                7.93               13.75                0.07                6.08
             2170.60                1.14               75.44             2170.48             2128.36           434375.15          6454783.82                7.93               13.75                0.07                6.08
             2170.80                1.14               75.43             2170.68             2128.56           434375.16          6454783.82                7.93               13.76                0.06                6.08
             2171.00                1.14               75.42             2170.88             2128.76           434375.16          6454783.82                7.93               13.76                0.06                6.08
             2171.20                1.14               75.41             2171.08             2128.96           434375.16          6454783.82                7.93               13.76                0.06                6.08
             2171.40                1.14               75.41             2171.28             2129.17           434375.17          6454783.82                7.93               13.77                0.06                6.08
             2171.60                1.14               75.40             2171.49             2129.37           434375.17          6454783.82                7.93               13.77                0.06                6.08
             2171.80                1.14               75.39             2171.69             2129.57           434375.18          6454783.82                7.93               13.78                0.06                6.08
             2172.00                1.14               75.38             2171.89             2129.77           434375.18          6454783.83                7.93               13.78                0.06                6.08
             2172.20                1.14               75.37             2172.09             2129.97           434375.18          6454783.83                7.94               13.78                0.06                6.09
             2172.40                1.14               75.36             2172.29             2130.17           434375.19          6454783.83                7.94               13.79                0.05                6.09
             2172.60                1.14               75.36             2172.49             2130.37           434375.19          6454783.83                7.94               13.79                0.05                6.09
             2172.80                1.14               75.35             2172.69             2130.57           434375.20          6454783.83                7.94               13.80                0.05                6.09
             2173.00                1.14               75.34             2172.89             2130.77           434375.20          6454783.83                7.94               13.80                0.05                6.09
             2173.20                1.14               75.29             2173.09             2130.97           434375.20          6454783.83                7.94               13.80                0.05                6.09
             2173.40                1.13               75.24             2173.29             2131.17           434375.21          6454783.83                7.94               13.81                0.06                6.09
             2173.60                1.13               75.20             2173.49             2131.37           434375.21          6454783.83                7.94               13.81                0.06                6.09
             2173.80                1.13               75.15             2173.69             2131.57           434375.21          6454783.83                7.94               13.81                0.06                6.09
             2174.00                1.13               75.10             2173.89             2131.77           434375.22          6454783.84                7.94               13.82                0.06                6.09
             2174.20                1.12               75.05             2174.09             2131.97           434375.22          6454783.84                7.95               13.82                0.07                6.10
             2174.40                1.12               75.01             2174.29             2132.17           434375.22          6454783.84                7.95               13.82                0.07                6.10
             2174.60                1.12               74.96             2174.48             2132.36           434375.22          6454783.84                7.95               13.83                0.07                6.10
             2174.80                1.12               74.91             2174.68             2132.56           434375.23          6454783.84                7.95               13.83                0.07                6.10
             2175.00                1.11               74.86             2174.88             2132.76           434375.23          6454783.84                7.95               13.83                0.08                6.10
             2175.20                1.11               74.82             2175.08             2132.96           434375.23          6454783.84                7.95               13.83                0.08                6.10
             2175.40                1.11               74.77             2175.28             2133.16           434375.24          6454783.84                7.95               13.84                0.08                6.10
             2175.60                1.11               74.72             2175.48             2133.36           434375.24          6454783.84                7.95               13.84                0.08                6.10
             2175.80                1.10               74.67             2175.68             2133.56           434375.24          6454783.84                7.95               13.84                0.09                6.10
             2176.00                1.10               74.63             2175.88             2133.76           434375.25          6454783.85                7.95               13.85                0.09                6.10
             2176.20                1.10               74.58             2176.08             2133.96           434375.25          6454783.85                7.96               13.85                0.09                6.11
             2176.40                1.09               74.53             2176.28             2134.16           434375.25          6454783.85                7.96               13.85                0.09                6.11
             2176.60                1.09               74.48             2176.48             2134.36           434375.26          6454783.85                7.96               13.86                0.10                6.11
             2176.80                1.09               74.44             2176.68             2134.56           434375.26          6454783.85                7.96               13.86                0.10                6.11
             2177.00                1.09               74.39             2176.88             2134.76           434375.26          6454783.85                7.96               13.86                0.10                6.11
             2177.20                1.08               74.34             2177.07             2134.95           434375.27          6454783.85                7.96               13.87                0.10                6.11
             2177.40                1.08               74.29             2177.27             2135.15           434375.27          6454783.85                7.96               13.87                0.11                6.11
             2177.60                1.08               74.25             2177.47             2135.35           434375.27          6454783.85                7.96               13.87                0.11                6.11
             2177.80                1.08               74.20             2177.67             2135.55           434375.27          6454783.85                7.96               13.88                0.11                6.11
             2178.00                1.07               74.15             2177.87             2135.75           434375.28          6454783.86                7.96               13.88                0.11                6.11
             2178.20                1.07               74.10             2178.07             2135.95           434375.28          6454783.86                7.97               13.88                0.12                6.12
             2178.40                1.07               74.06             2178.27             2136.15           434375.28          6454783.86                7.97               13.89                0.12                6.12
             2178.60                1.06               74.01             2178.47             2136.35           434375.29          6454783.86                7.97               13.89                0.12                6.12
             2178.80                1.06               73.96             2178.67             2136.55           434375.29          6454783.86                7.97               13.89                0.12                6.12
             2179.00                1.06               73.91             2178.87             2136.75           434375.29          6454783.86                7.97               13.90                0.13                6.12
             2179.20                1.06               73.86             2179.07             2136.95           434375.30          6454783.86                7.97               13.90                0.13                6.12
             2179.40                1.05               73.82             2179.27             2137.15           434375.30          6454783.86                7.97               13.90                0.13                6.12
             2179.60                1.05               73.77             2179.47             2137.35           434375.30          6454783.86                7.97               13.90                0.13                6.12
             2179.80                1.05               73.72             2179.66             2137.54           434375.31          6454783.87                7.97               13.91                0.14                6.12
             2180.00                1.05               73.67             2179.86             2137.74           434375.31          6454783.87                7.97               13.91                0.14                6.12
             2180.20                1.04               73.63             2180.06             2137.94           434375.31          6454783.87                7.97               13.91                0.14                6.12
             2180.40                1.04               73.58             2180.26             2138.14           434375.31          6454783.87                7.98               13.92                0.14                6.13
             2180.60                1.04               73.53             2180.46             2138.34           434375.32          6454783.87                7.98               13.92                0.15                6.13
             2180.80                1.04               73.48             2180.66             2138.54           434375.32          6454783.87                7.98               13.92                0.15                6.13
             2181.00                1.03               73.44             2180.86             2138.74           434375.32          6454783.87                7.98               13.93                0.15                6.13
             2181.20                1.03               73.39             2181.06             2138.94           434375.33          6454783.87                7.98               13.93                0.15                6.13
             2181.40                1.03               73.34             2181.26             2139.14           434375.33          6454783.87                7.98               13.93                0.16                6.13
             2181.60                1.02               73.29             2181.46             2139.34           434375.33          6454783.87                7.98               13.94                0.16                6.13
             2181.80                1.02               73.25             2181.66             2139.54           434375.34          6454783.88                7.98               13.94                0.16                6.13
             2182.00                1.02               73.20             2181.86             2139.74           434375.34          6454783.88                7.98               13.94                0.16                6.13
