  Well: 15/12-4
   UWI: 6211
 Units: m
    TD: 3140 m
LNGTDE: 1.903225
LATTDE: 58.05254444

     depth   inc      azi

     110       0       0
     336     0.5     208
     514    0.25     289
     543     0.5       9
     641    0.25     295
     746     0.5      29
     862    0.25      26
     968     0.5     189
    1073       1     190
    1179     0.5       0
    1294       1      79
    1399       1      49
    1505       1      60
    1614       1      20
    1722       1      21
    2419       1      34
    2570    0.25     323
    2606     0.5      40
    2674       1      10
    2688       1      19
    2726       1      10
    2785       1      16
    2840       2       0
    3140       2      36


Depth Mode          :  TVD
Depth Unit          :  International meters
Distance Unit       :  meters

UWI: 6211                      
Common: 15/12-4                                                                         
Measr. Depth    TVD Depth     X-Offset     Y-Offset
       750.000      749.988       -2.007        0.021
       751.000      750.988       -2.004        0.026
       752.000      751.988       -2.001        0.032
       753.000      752.988       -1.998        0.038
       754.000      753.988       -1.995        0.044
       755.000      754.988       -1.992        0.050
       756.000      755.988       -1.989        0.055
       757.000      756.988       -1.986        0.061
       758.000      757.988       -1.983        0.067
       759.000      758.988       -1.979        0.073
       760.000      759.988       -1.976        0.079
       761.000      760.988       -1.973        0.084
       762.000      761.988       -1.970        0.090
       763.000      762.988       -1.967        0.096
       764.000      763.988       -1.964        0.102
       765.000      764.987       -1.961        0.108
       766.000      765.988       -1.958        0.113
       767.000      766.987       -1.955        0.119
       768.000      767.987       -1.952        0.125
       769.000      768.987       -1.949        0.131
       770.000      769.987       -1.946        0.137
       771.000      770.987       -1.943        0.143
       772.000      771.987       -1.940        0.148
       773.000      772.987       -1.937        0.154
       774.000      773.987       -1.934        0.160
       775.000      774.987       -1.931        0.166
       776.000      775.987       -1.928        0.172
       777.000      776.987       -1.925        0.177
       778.000      777.987       -1.922        0.183
       779.000      778.987       -1.919        0.189
       780.000      779.987       -1.916        0.195
       781.000      780.987       -1.913        0.201
       782.000      781.987       -1.910        0.206
       783.000      782.987       -1.907        0.212
       784.000      783.987       -1.904        0.218
       785.000      784.987       -1.901        0.224
       786.000      785.987       -1.898        0.230
       787.000      786.987       -1.895        0.235
       788.000      787.987       -1.892        0.241
       789.000      788.987       -1.889        0.247
       790.000      789.987       -1.886        0.253
       791.000      790.987       -1.883        0.259
       792.000      791.987       -1.880        0.264
       793.000      792.987       -1.877        0.270
       794.000      793.987       -1.874        0.276
       795.000      794.987       -1.871        0.282
       796.000      795.987       -1.868        0.288
       797.000      796.987       -1.865        0.293
       798.000      797.987       -1.862        0.299
       799.000      798.987       -1.859        0.305
       800.000      799.987       -1.856        0.311
       801.000      800.987       -1.853        0.317
       802.000      801.987       -1.850        0.322
       803.000      802.987       -1.847        0.328
       804.000      803.987       -1.844        0.334
       805.000      804.987       -1.840        0.340
       806.000      805.987       -1.837        0.346
       807.000      806.987       -1.834        0.351
       808.000      807.987       -1.831        0.357
       809.000      808.987       -1.828        0.363
       810.000      809.987       -1.825        0.369
       811.000      810.987       -1.822        0.375
       812.000      811.987       -1.819        0.381
       813.000      812.986       -1.816        0.386
       814.000      813.986       -1.813        0.392
       815.000      814.986       -1.810        0.398
       816.000      815.986       -1.807        0.404
       817.000      816.986       -1.804        0.410
       818.000      817.986       -1.801        0.415
       819.000      818.986       -1.798        0.421
       820.000      819.986       -1.795        0.427
       821.000      820.986       -1.792        0.433
       822.000      821.986       -1.789        0.439
       823.000      822.986       -1.786        0.444
       824.000      823.986       -1.783        0.450
       825.000      824.986       -1.780        0.456
       826.000      825.986       -1.777        0.462
       827.000      826.986       -1.774        0.468
       828.000      827.986       -1.771        0.473
       829.000      828.986       -1.768        0.479
       830.000      829.986       -1.765        0.485
       831.000      830.986       -1.762        0.491
       832.000      831.986       -1.759        0.497
       833.000      832.986       -1.756        0.502
       834.000      833.986       -1.753        0.508
       835.000      834.986       -1.750        0.514
       836.000      835.986       -1.747        0.520
       837.000      836.986       -1.744        0.526
       838.000      837.986       -1.741        0.531
       839.000      838.986       -1.738        0.537
       840.000      839.986       -1.735        0.543
       841.000      840.986       -1.732        0.549
       842.000      841.986       -1.729        0.555
       843.000      842.986       -1.726        0.560
       844.000      843.986       -1.723        0.566
       845.000      844.986       -1.720        0.572
       846.000      845.986       -1.717        0.578
       847.000      846.986       -1.714        0.584
       848.000      847.986       -1.711        0.589
       849.000      848.986       -1.708        0.595
       850.000      849.986       -1.705        0.601
       851.000      850.986       -1.701        0.607
       852.000      851.986       -1.698        0.613
       853.000      852.986       -1.695        0.619
       854.000      853.986       -1.692        0.624
       855.000      854.986       -1.689        0.630
       856.000      855.986       -1.686        0.636
       857.000      856.985       -1.683        0.642
       858.000      857.986       -1.680        0.648
       859.000      858.985       -1.677        0.653
       860.000      859.985       -1.674        0.659
       861.000      860.985       -1.671        0.665
       862.000      861.985       -1.668        0.671
       863.000      862.985       -1.664        0.669
       864.000      863.985       -1.660        0.668
       865.000      864.985       -1.655        0.667
       866.000      865.985       -1.651        0.665
       867.000      866.985       -1.647        0.664
       868.000      867.985       -1.642        0.662
       869.000      868.985       -1.638        0.661
       870.000      869.985       -1.634        0.660
       871.000      870.985       -1.629        0.658
       872.000      871.985       -1.625        0.657
       873.000      872.985       -1.620        0.656
       874.000      873.985       -1.616        0.654
       875.000      874.985       -1.612        0.653
       876.000      875.985       -1.607        0.651
       877.000      876.985       -1.603        0.650
       878.000      877.985       -1.599        0.649
       879.000      878.985       -1.594        0.647
       880.000      879.985       -1.590        0.646
       881.000      880.985       -1.586        0.645
       882.000      881.985       -1.581        0.643
       883.000      882.985       -1.577        0.642
       884.000      883.985       -1.573        0.641
       885.000      884.985       -1.568        0.639
       886.000      885.985       -1.564        0.638
       887.000      886.985       -1.560        0.636
       888.000      887.985       -1.555        0.635
       889.000      888.985       -1.551        0.634
       890.000      889.985       -1.547        0.632
       891.000      890.985       -1.542        0.631
       892.000      891.985       -1.538        0.630
       893.000      892.985       -1.534        0.628
       894.000      893.985       -1.529        0.627
       895.000      894.985       -1.525        0.625
       896.000      895.985       -1.521        0.624
       897.000      896.985       -1.516        0.623
       898.000      897.985       -1.512        0.621
       899.000      898.985       -1.508        0.620
       900.000      899.985       -1.503        0.619
       901.000      900.984       -1.499        0.617
       902.000      901.985       -1.495        0.616
       903.000      902.985       -1.490        0.615
       904.000      903.984       -1.486        0.613
       905.000      904.984       -1.482        0.612
       906.000      905.984       -1.477        0.610
       907.000      906.984       -1.473        0.609
       908.000      907.984       -1.469        0.608
       909.000      908.984       -1.464        0.606
       910.000      909.984       -1.460        0.605
       911.000      910.984       -1.456        0.604
       912.000      911.984       -1.451        0.602
       913.000      912.984       -1.447        0.601
       914.000      913.984       -1.443        0.599
       915.000      914.984       -1.438        0.598
       916.000      915.984       -1.434        0.597
       917.000      916.984       -1.430        0.595
       918.000      917.984       -1.425        0.594
       919.000      918.984       -1.421        0.593
       920.000      919.984       -1.416        0.591
       921.000      920.984       -1.412        0.590
       922.000      921.984       -1.408        0.589
       923.000      922.984       -1.403        0.587
       924.000      923.984       -1.399        0.586
       925.000      924.984       -1.395        0.584
       926.000      925.984       -1.390        0.583
       927.000      926.984       -1.386        0.582
       928.000      927.984       -1.382        0.580
       929.000      928.984       -1.377        0.579
       930.000      929.984       -1.373        0.578
       931.000      930.984       -1.369        0.576
       932.000      931.984       -1.364        0.575
       933.000      932.984       -1.360        0.573
       934.000      933.984       -1.356        0.572
       935.000      934.984       -1.351        0.571
       936.000      935.984       -1.347        0.569
       937.000      936.984       -1.343        0.568
       938.000      937.984       -1.338        0.567
       939.000      938.984       -1.334        0.565
       940.000      939.984       -1.330        0.564
       941.000      940.984       -1.325        0.563
       942.000      941.984       -1.321        0.561
       943.000      942.984       -1.317        0.560
       944.000      943.984       -1.312        0.558
       945.000      944.984       -1.308        0.557
       946.000      945.984       -1.304        0.556
       947.000      946.984       -1.299        0.554
       948.000      947.983       -1.295        0.553
       949.000      948.983       -1.291        0.552
       950.000      949.983       -1.286        0.550
       951.000      950.983       -1.282        0.549
       952.000      951.983       -1.278        0.547
       953.000      952.983       -1.273        0.546
       954.000      953.983       -1.269        0.545
       955.000      954.983       -1.265        0.543
       956.000      955.983       -1.260        0.542
       957.000      956.983       -1.256        0.541
       958.000      957.983       -1.252        0.539
       959.000      958.983       -1.247        0.538
       960.000      959.983       -1.243        0.537
       961.000      960.983       -1.239        0.535
       962.000      961.983       -1.234        0.534
       963.000      962.983       -1.230        0.532
       964.000      963.983       -1.226        0.531
       965.000      964.983       -1.221        0.530
       966.000      965.983       -1.217        0.528
       967.000      966.983       -1.213        0.527
       968.000      967.983       -1.208        0.526
       969.000      968.983       -1.210        0.512
       970.000      969.983       -1.213        0.500
       971.000      970.983       -1.215        0.487
       972.000      971.983       -1.217        0.474
       973.000      972.983       -1.219        0.461
       974.000      973.983       -1.221        0.448
       975.000      974.982       -1.223        0.435
       976.000      975.982       -1.226        0.422
       977.000      976.982       -1.228        0.409
       978.000      977.982       -1.230        0.396
       979.000      978.982       -1.232        0.383
       980.000      979.982       -1.234        0.370
       981.000      980.982       -1.236        0.358
       982.000      981.982       -1.239        0.345
       983.000      982.982       -1.241        0.332
       984.000      983.982       -1.243        0.319
       985.000      984.982       -1.245        0.306
       986.000      985.981       -1.247        0.293
       987.000      986.981       -1.249        0.280
       988.000      987.981       -1.251        0.267
       989.000      988.981       -1.254        0.254
       990.000      989.981       -1.256        0.241
       991.000      990.981       -1.258        0.228
       992.000      991.981       -1.260        0.216
       993.000      992.981       -1.262        0.203
       994.000      993.981       -1.264        0.190
       995.000      994.981       -1.267        0.177
       996.000      995.981       -1.269        0.164
       997.000      996.980       -1.271        0.151
       998.000      997.980       -1.273        0.138
       999.000      998.980       -1.275        0.125
      1000.000      999.980       -1.277        0.112
      1001.000     1000.980       -1.280        0.099
      1002.000     1001.980       -1.282        0.086
      1003.000     1002.980       -1.284        0.074
      1004.000     1003.980       -1.286        0.061
      1005.000     1004.980       -1.288        0.048
      1006.000     1005.980       -1.290        0.035
      1007.000     1006.980       -1.293        0.022
      1008.000     1007.979       -1.295        0.009
      1009.000     1008.979       -1.297       -0.004
      1010.000     1009.979       -1.299       -0.017
      1011.000     1010.979       -1.301       -0.030
      1012.000     1011.979       -1.303       -0.043
      1013.000     1012.979       -1.306       -0.056
      1014.000     1013.979       -1.308       -0.069
      1015.000     1014.979       -1.310       -0.081
      1016.000     1015.979       -1.312       -0.094
      1017.000     1016.979       -1.314       -0.107
      1018.000     1017.979       -1.316       -0.120
      1019.000     1018.979       -1.318       -0.133
      1020.000     1019.978       -1.321       -0.146
      1021.000     1020.978       -1.323       -0.159
      1022.000     1021.978       -1.325       -0.172
      1023.000     1022.978       -1.327       -0.185
      1024.000     1023.978       -1.329       -0.198
      1025.000     1024.978       -1.331       -0.211
      1026.000     1025.978       -1.334       -0.223
      1027.000     1026.978       -1.336       -0.236
      1028.000     1027.978       -1.338       -0.249
      1029.000     1028.978       -1.340       -0.262
      1030.000     1029.978       -1.342       -0.275
      1031.000     1030.977       -1.344       -0.288
      1032.000     1031.977       -1.347       -0.301
      1033.000     1032.977       -1.349       -0.314
      1034.000     1033.977       -1.351       -0.327
      1035.000     1034.977       -1.353       -0.340
      1036.000     1035.977       -1.355       -0.353
      1037.000     1036.977       -1.357       -0.365
      1038.000     1037.977       -1.360       -0.378
      1039.000     1038.977       -1.362       -0.391
      1040.000     1039.977       -1.364       -0.404
      1041.000     1040.977       -1.366       -0.417
      1042.000     1041.977       -1.368       -0.430
      1043.000     1042.976       -1.370       -0.443
      1044.000     1043.976       -1.372       -0.456
      1045.000     1044.976       -1.375       -0.469
      1046.000     1045.976       -1.377       -0.482
      1047.000     1046.976       -1.379       -0.495
      1048.000     1047.976       -1.381       -0.507
      1049.000     1048.976       -1.383       -0.520
      1050.000     1049.976       -1.385       -0.533
      1051.000     1050.976       -1.388       -0.546
      1052.000     1051.976       -1.390       -0.559
      1053.000     1052.976       -1.392       -0.572
      1054.000     1053.975       -1.394       -0.585
      1055.000     1054.975       -1.396       -0.598
      1056.000     1055.975       -1.398       -0.611
      1057.000     1056.975       -1.401       -0.624
      1058.000     1057.975       -1.403       -0.637
      1059.000     1058.975       -1.405       -0.650
      1060.000     1059.975       -1.407       -0.662
      1061.000     1060.975       -1.409       -0.675
      1062.000     1061.975       -1.411       -0.688
      1063.000     1062.975       -1.414       -0.701
      1064.000     1063.974       -1.416       -0.714
      1065.000     1064.974       -1.418       -0.727
      1066.000     1065.974       -1.420       -0.740
      1067.000     1066.974       -1.422       -0.753
      1068.000     1067.974       -1.424       -0.766
      1069.000     1068.974       -1.426       -0.779
      1070.000     1069.974       -1.429       -0.792
      1071.000     1070.974       -1.431       -0.804
      1072.000     1071.974       -1.433       -0.817
      1073.000     1072.974       -1.435       -0.830
      1074.000     1073.974       -1.444       -0.829
      1075.000     1074.974       -1.453       -0.828
      1076.000     1075.974       -1.462       -0.828
      1077.000     1076.973       -1.470       -0.827
      1078.000     1077.973       -1.479       -0.826
      1079.000     1078.973       -1.488       -0.825
      1080.000     1079.973       -1.497       -0.825
      1081.000     1080.973       -1.505       -0.824
      1082.000     1081.973       -1.514       -0.823
      1083.000     1082.973       -1.523       -0.822
      1084.000     1083.973       -1.532       -0.821
      1085.000     1084.973       -1.540       -0.821
      1086.000     1085.973       -1.549       -0.820
      1087.000     1086.973       -1.558       -0.819
      1088.000     1087.972       -1.567       -0.818
      1089.000     1088.972       -1.575       -0.818
      1090.000     1089.972       -1.584       -0.817
      1091.000     1090.972       -1.593       -0.816
      1092.000     1091.972       -1.602       -0.815
      1093.000     1092.972       -1.610       -0.815
      1094.000     1093.972       -1.619       -0.814
      1095.000     1094.972       -1.628       -0.813
      1096.000     1095.972       -1.637       -0.812
      1097.000     1096.972       -1.645       -0.812
      1098.000     1097.971       -1.654       -0.811
      1099.000     1098.971       -1.663       -0.810
      1100.000     1099.971       -1.672       -0.809
      1101.000     1100.971       -1.681       -0.808
      1102.000     1101.971       -1.689       -0.808
      1103.000     1102.971       -1.698       -0.807
      1104.000     1103.971       -1.707       -0.806
      1105.000     1104.971       -1.716       -0.805
      1106.000     1105.971       -1.724       -0.805
      1107.000     1106.971       -1.733       -0.804
      1108.000     1107.971       -1.742       -0.803
      1109.000     1108.970       -1.751       -0.802
      1110.000     1109.970       -1.759       -0.802
      1111.000     1110.970       -1.768       -0.801
      1112.000     1111.970       -1.777       -0.800
      1113.000     1112.970       -1.786       -0.799
      1114.000     1113.970       -1.794       -0.798
      1115.000     1114.970       -1.803       -0.798
      1116.000     1115.970       -1.812       -0.797
      1117.000     1116.970       -1.821       -0.796
      1118.000     1117.970       -1.829       -0.795
      1119.000     1118.970       -1.838       -0.795
      1120.000     1119.970       -1.847       -0.794
      1121.000     1120.969       -1.856       -0.793
      1122.000     1121.969       -1.864       -0.792
      1123.000     1122.969       -1.873       -0.792
      1124.000     1123.969       -1.882       -0.791
      1125.000     1124.969       -1.891       -0.790
      1126.000     1125.969       -1.899       -0.789
      1127.000     1126.969       -1.908       -0.789
      1128.000     1127.969       -1.917       -0.788
      1129.000     1128.969       -1.926       -0.787
      1130.000     1129.969       -1.934       -0.786
      1131.000     1130.969       -1.943       -0.785
      1132.000     1131.969       -1.952       -0.785
      1133.000     1132.968       -1.961       -0.784
      1134.000     1133.968       -1.969       -0.783
      1135.000     1134.968       -1.978       -0.782
      1136.000     1135.968       -1.987       -0.782
      1137.000     1136.968       -1.996       -0.781
      1138.000     1137.968       -2.005       -0.780
      1139.000     1138.968       -2.013       -0.779
      1140.000     1139.968       -2.022       -0.779
      1141.000     1140.968       -2.031       -0.778
      1142.000     1141.968       -2.040       -0.777
      1143.000     1142.968       -2.048       -0.776
      1144.000     1143.968       -2.057       -0.776
      1145.000     1144.967       -2.066       -0.775
      1146.000     1145.967       -2.075       -0.774
      1147.000     1146.967       -2.083       -0.773
      1148.000     1147.967       -2.092       -0.772
      1149.000     1148.967       -2.101       -0.772
      1150.000     1149.967       -2.110       -0.771
      1151.000     1150.967       -2.118       -0.770
      1152.000     1151.967       -2.127       -0.769
      1153.000     1152.967       -2.136       -0.769
      1154.000     1153.967       -2.145       -0.768
      1155.000     1154.966       -2.153       -0.767
      1156.000     1155.966       -2.162       -0.766
      1157.000     1156.966       -2.171       -0.766
      1158.000     1157.966       -2.180       -0.765
      1159.000     1158.966       -2.188       -0.764
      1160.000     1159.966       -2.197       -0.763
      1161.000     1160.966       -2.206       -0.762
      1162.000     1161.966       -2.215       -0.762
      1163.000     1162.966       -2.223       -0.761
      1164.000     1163.966       -2.232       -0.760
      1165.000     1164.966       -2.241       -0.759
      1166.000     1165.965       -2.250       -0.759
      1167.000     1166.965       -2.258       -0.758
      1168.000     1167.965       -2.267       -0.757
      1169.000     1168.965       -2.276       -0.756
      1170.000     1169.965       -2.285       -0.756
      1171.000     1170.965       -2.293       -0.755
      1172.000     1171.965       -2.302       -0.754
      1173.000     1172.965       -2.311       -0.753
      1174.000     1173.965       -2.320       -0.753
      1175.000     1174.965       -2.329       -0.752
      1176.000     1175.965       -2.337       -0.751
      1177.000     1176.964       -2.346       -0.750
      1178.000     1177.964       -2.355       -0.749
      1179.000     1178.964       -2.364       -0.749
      1180.000     1179.964       -2.355       -0.739
      1181.000     1180.964       -2.348       -0.730
      1182.000     1181.964       -2.340       -0.720
      1183.000     1182.964       -2.332       -0.711
      1184.000     1183.964       -2.325       -0.702
      1185.000     1184.964       -2.317       -0.692
      1186.000     1185.964       -2.309       -0.683
      1187.000     1186.964       -2.302       -0.674
      1188.000     1187.964       -2.294       -0.665
      1189.000     1188.964       -2.286       -0.655
      1190.000     1189.963       -2.278       -0.646
      1191.000     1190.963       -2.271       -0.637
      1192.000     1191.963       -2.263       -0.627
      1193.000     1192.963       -2.255       -0.618
      1194.000     1193.963       -2.248       -0.609
      1195.000     1194.963       -2.240       -0.599
      1196.000     1195.963       -2.232       -0.590
      1197.000     1196.963       -2.225       -0.581
      1198.000     1197.963       -2.217       -0.571
      1199.000     1198.963       -2.209       -0.562
      1200.000     1199.963       -2.202       -0.553
      1201.000     1200.962       -2.194       -0.543
      1202.000     1201.962       -2.186       -0.534
      1203.000     1202.962       -2.179       -0.525
      1204.000     1203.962       -2.171       -0.515
      1205.000     1204.962       -2.163       -0.506
      1206.000     1205.962       -2.156       -0.497
      1207.000     1206.962       -2.148       -0.487
      1208.000     1207.962       -2.140       -0.478
      1209.000     1208.962       -2.132       -0.469
      1210.000     1209.962       -2.125       -0.459
      1211.000     1210.961       -2.117       -0.450
      1212.000     1211.961       -2.109       -0.441
      1213.000     1212.961       -2.102       -0.432
      1214.000     1213.961       -2.094       -0.422
      1215.000     1214.961       -2.086       -0.413
      1216.000     1215.961       -2.079       -0.404
      1217.000     1216.961       -2.071       -0.394
      1218.000     1217.961       -2.063       -0.385
      1219.000     1218.961       -2.056       -0.376
      1220.000     1219.961       -2.048       -0.366
      1221.000     1220.961       -2.040       -0.357
      1222.000     1221.960       -2.033       -0.348
      1223.000     1222.960       -2.025       -0.338
      1224.000     1223.960       -2.017       -0.329
      1225.000     1224.960       -2.010       -0.320
      1226.000     1225.960       -2.002       -0.310
      1227.000     1226.960       -1.994       -0.301
      1228.000     1227.960       -1.987       -0.292
      1229.000     1228.960       -1.979       -0.282
      1230.000     1229.960       -1.971       -0.273
      1231.000     1230.960       -1.963       -0.264
      1232.000     1231.960       -1.956       -0.254
      1233.000     1232.960       -1.948       -0.245
      1234.000     1233.959       -1.940       -0.236
      1235.000     1234.959       -1.933       -0.226
      1236.000     1235.959       -1.925       -0.217
      1237.000     1236.959       -1.917       -0.208
      1238.000     1237.959       -1.910       -0.199
      1239.000     1238.959       -1.902       -0.189
      1240.000     1239.959       -1.894       -0.180
      1241.000     1240.959       -1.887       -0.171
      1242.000     1241.959       -1.879       -0.161
      1243.000     1242.959       -1.871       -0.152
      1244.000     1243.958       -1.864       -0.143
      1245.000     1244.958       -1.856       -0.133
      1246.000     1245.958       -1.848       -0.124
      1247.000     1246.958       -1.841       -0.115
      1248.000     1247.958       -1.833       -0.105
      1249.000     1248.958       -1.825       -0.096
      1250.000     1249.958       -1.818       -0.087
      1251.000     1250.958       -1.810       -0.077
      1252.000     1251.958       -1.802       -0.068
      1253.000     1252.958       -1.794       -0.059
      1254.000     1253.958       -1.787       -0.049
      1255.000     1254.958       -1.779       -0.040
      1256.000     1255.957       -1.771       -0.031
      1257.000     1256.957       -1.764       -0.021
      1258.000     1257.957       -1.756       -0.012
      1259.000     1258.957       -1.748       -0.003
      1260.000     1259.957       -1.741        0.007
      1261.000     1260.957       -1.733        0.016
      1262.000     1261.957       -1.725        0.025
      1263.000     1262.957       -1.718        0.034
      1264.000     1263.957       -1.710        0.044
      1265.000     1264.957       -1.702        0.053
      1266.000     1265.957       -1.695        0.062
      1267.000     1266.956       -1.687        0.072
      1268.000     1267.956       -1.679        0.081
      1269.000     1268.956       -1.672        0.090
      1270.000     1269.956       -1.664        0.100
      1271.000     1270.956       -1.656        0.109
      1272.000     1271.956       -1.648        0.118
      1273.000     1272.956       -1.641        0.128
      1274.000     1273.956       -1.633        0.137
      1275.000     1274.956       -1.625        0.146
      1276.000     1275.956       -1.618        0.156
      1277.000     1276.955       -1.610        0.165
      1278.000     1277.955       -1.602        0.174
      1279.000     1278.955       -1.595        0.184
      1280.000     1279.955       -1.587        0.193
      1281.000     1280.955       -1.579        0.202
      1282.000     1281.955       -1.572        0.212
      1283.000     1282.955       -1.564        0.221
      1284.000     1283.955       -1.556        0.230
      1285.000     1284.955       -1.549        0.240
      1286.000     1285.955       -1.541        0.249
      1287.000     1286.955       -1.533        0.258
      1288.000     1287.955       -1.526        0.267
      1289.000     1288.954       -1.518        0.277
      1290.000     1289.954       -1.510        0.286
      1291.000     1290.954       -1.503        0.295
      1292.000     1291.954       -1.495        0.305
      1293.000     1292.954       -1.487        0.314
      1294.000     1293.954       -1.479        0.323
      1295.000     1294.954       -1.464        0.331
      1296.000     1295.954       -1.448        0.338
      1297.000     1296.953       -1.433        0.346
      1298.000     1297.953       -1.417        0.354
      1299.000     1298.953       -1.402        0.361
      1300.000     1299.953       -1.386        0.369
      1301.000     1300.953       -1.371        0.376
      1302.000     1301.953       -1.355        0.384
      1303.000     1302.953       -1.340        0.391
      1304.000     1303.953       -1.324        0.399
      1305.000     1304.952       -1.308        0.407
      1306.000     1305.952       -1.293        0.414
      1307.000     1306.952       -1.277        0.422
      1308.000     1307.952       -1.262        0.429
      1309.000     1308.952       -1.246        0.437
      1310.000     1309.952       -1.231        0.444
      1311.000     1310.951       -1.215        0.452
      1312.000     1311.951       -1.200        0.459
      1313.000     1312.951       -1.184        0.467
      1314.000     1313.951       -1.169        0.475
      1315.000     1314.951       -1.153        0.482
      1316.000     1315.951       -1.138        0.490
      1317.000     1316.951       -1.122        0.497
      1318.000     1317.950       -1.107        0.505
      1319.000     1318.950       -1.091        0.512
      1320.000     1319.950       -1.076        0.520
      1321.000     1320.950       -1.060        0.528
      1322.000     1321.950       -1.045        0.535
      1323.000     1322.950       -1.029        0.543
      1324.000     1323.949       -1.014        0.550
      1325.000     1324.949       -0.998        0.558
      1326.000     1325.949       -0.983        0.565
      1327.000     1326.949       -0.967        0.573
      1328.000     1327.949       -0.952        0.581
      1329.000     1328.949       -0.936        0.588
      1330.000     1329.948       -0.921        0.596
      1331.000     1330.948       -0.905        0.603
      1332.000     1331.948       -0.890        0.611
      1333.000     1332.948       -0.874        0.618
      1334.000     1333.948       -0.859        0.626
      1335.000     1334.948       -0.843        0.633
      1336.000     1335.948       -0.828        0.641
      1337.000     1336.948       -0.812        0.649
      1338.000     1337.947       -0.797        0.656
      1339.000     1338.947       -0.781        0.664
      1340.000     1339.947       -0.766        0.671
      1341.000     1340.947       -0.750        0.679
      1342.000     1341.947       -0.735        0.686
      1343.000     1342.947       -0.719        0.694
      1344.000     1343.946       -0.704        0.702
      1345.000     1344.946       -0.688        0.709
      1346.000     1345.946       -0.673        0.717
      1347.000     1346.946       -0.657        0.724
      1348.000     1347.946       -0.642        0.732
      1349.000     1348.946       -0.626        0.739
      1350.000     1349.946       -0.611        0.747
      1351.000     1350.945       -0.595        0.754
      1352.000     1351.945       -0.580        0.762
      1353.000     1352.945       -0.564        0.770
      1354.000     1353.945       -0.549        0.777
      1355.000     1354.945       -0.533        0.785
      1356.000     1355.945       -0.517        0.792
      1357.000     1356.944       -0.502        0.800
      1358.000     1357.944       -0.486        0.807
      1359.000     1358.944       -0.471        0.815
      1360.000     1359.944       -0.455        0.823
      1361.000     1360.944       -0.440        0.830
      1362.000     1361.944       -0.424        0.838
      1363.000     1362.944       -0.409        0.845
      1364.000     1363.943       -0.393        0.853
      1365.000     1364.943       -0.378        0.860
      1366.000     1365.943       -0.362        0.868
      1367.000     1366.943       -0.347        0.876
      1368.000     1367.943       -0.331        0.883
      1369.000     1368.943       -0.316        0.891
      1370.000     1369.943       -0.300        0.898
      1371.000     1370.942       -0.285        0.906
      1372.000     1371.942       -0.269        0.913
      1373.000     1372.942       -0.254        0.921
      1374.000     1373.942       -0.238        0.928
      1375.000     1374.942       -0.223        0.936
      1376.000     1375.942       -0.207        0.944
      1377.000     1376.941       -0.192        0.951
      1378.000     1377.941       -0.176        0.959
      1379.000     1378.941       -0.161        0.966
      1380.000     1379.941       -0.145        0.974
      1381.000     1380.941       -0.130        0.981
      1382.000     1381.941       -0.114        0.989
      1383.000     1382.941       -0.099        0.997
      1384.000     1383.940       -0.083        1.004
      1385.000     1384.940       -0.068        1.012
      1386.000     1385.940       -0.052        1.019
      1387.000     1386.940       -0.037        1.027
      1388.000     1387.940       -0.021        1.034
      1389.000     1388.940       -0.006        1.042
      1390.000     1389.939        0.010        1.050
      1391.000     1390.939        0.025        1.057
      1392.000     1391.939        0.041        1.065
      1393.000     1392.939        0.056        1.072
      1394.000     1393.939        0.072        1.080
      1395.000     1394.939        0.087        1.087
      1396.000     1395.939        0.103        1.095
      1397.000     1396.938        0.118        1.102
      1398.000     1397.938        0.134        1.110
      1399.000     1398.938        0.149        1.118
      1400.000     1399.938        0.164        1.128
      1401.000     1400.938        0.178        1.138
      1402.000     1401.938        0.192        1.148
      1403.000     1402.938        0.206        1.158
      1404.000     1403.937        0.220        1.168
      1405.000     1404.937        0.234        1.178
      1406.000     1405.937        0.249        1.189
      1407.000     1406.937        0.263        1.199
      1408.000     1407.937        0.277        1.209
      1409.000     1408.937        0.291        1.219
      1410.000     1409.937        0.305        1.229
      1411.000     1410.936        0.320        1.239
      1412.000     1411.936        0.334        1.249
      1413.000     1412.936        0.348        1.259
      1414.000     1413.936        0.362        1.270
      1415.000     1414.936        0.376        1.280
      1416.000     1415.936        0.391        1.290
      1417.000     1416.935        0.405        1.300
      1418.000     1417.935        0.419        1.310
      1419.000     1418.935        0.433        1.320
      1420.000     1419.935        0.447        1.330
      1421.000     1420.935        0.462        1.340
      1422.000     1421.935        0.476        1.351
      1423.000     1422.935        0.490        1.361
      1424.000     1423.934        0.504        1.371
      1425.000     1424.934        0.518        1.381
      1426.000     1425.934        0.532        1.391
      1427.000     1426.934        0.547        1.401
      1428.000     1427.934        0.561        1.411
      1429.000     1428.934        0.575        1.421
      1430.000     1429.933        0.589        1.431
      1431.000     1430.933        0.603        1.442
      1432.000     1431.933        0.618        1.452
      1433.000     1432.933        0.632        1.462
      1434.000     1433.933        0.646        1.472
      1435.000     1434.932        0.660        1.482
      1436.000     1435.932        0.674        1.492
      1437.000     1436.932        0.689        1.502
      1438.000     1437.932        0.703        1.512
      1439.000     1438.932        0.717        1.523
      1440.000     1439.932        0.731        1.533
      1441.000     1440.932        0.745        1.543
      1442.000     1441.932        0.759        1.553
      1443.000     1442.931        0.774        1.563
      1444.000     1443.931        0.788        1.573
      1445.000     1444.931        0.802        1.583
      1446.000     1445.931        0.816        1.593
