Data from WELLPATH_ORIGINAL_SURVEY_POINTS_1.ASC has been resampled to 0.2m and
linearly interpolated between original survey points. Computed 2008-08-22.

HEADER INFORMATION	
----------------------------------------------------------------	
COMPANY:	BG Group
FIELD:	EXPLORATION - UTM Zone 31
WELL NAME:	15/12-19
WELLBORE NAME:	15/12-19
Drilled From:   Well Ref. Point
KICK OFF DEPTH: N/Am 
SURVEYNAME:     Definitive
SURVEYDATE:     2008-04-21
----------------------------------------------------------------	
CALCULATION METHOD: Minimum Curvature
DATUM NAME:         RKB@42.52
LAT REFERENCE:      Site
----------------------------------------------------------------	
SLOT EW MAP: 436239.01m
SLOT NS MAP: 6429787.29m
SURFACE LATITUDE MAP:   58°00'13.643N
SURFACE LONGITUDE  MAP: 001°55'16.368E
BOTTOM HOLE MD:  3212.00m 
BOTTOM HOLE TVD: 3211.35m 
BOTTOM HOLE EW MAP: 436244.60m
BOTTOM HOLE NS MAP: 6429796.98m
----------------------------------------------------------------	
WATER DEPTH:  85.00m 
KB-MSL:       42.52m 
SYSTEM DATUM: Mean Sea Level
----------------------------------------------------------------	
MAP-ZONE: UTM Zone 31, North 0 to 6E
NORTH REFERENCE: Grid
GEO DATUM: ED50 (International 1924)
VSDIR: 0
----------------------------------------------------------------	
SURVEY TYPE INFORMATION
235.80    - 654.00    15_12-19; 24'' MWD+SAG+SCC : MWD+SAG+SCC
668.60    - 1336.10   15_12-19; 17½" MWD+SAG+SCC : MWD+SAG+SCC
1364.00   - 2888.80   15_12-19; 12¼" MWD+SAG+SCC : MWD+SAG+SCC
2928.10   - 3188.60   15_12-19;  8½" MWD+SAG+SCC : MWD+SAG+SCC
3212.00   - 3212.00   15_12-19; Projection to TD : BLIND

----------------------------------------------------------------	
SURVEY LIST	
MD           Inc          AZI          TVD(RKB)     TVDS         X(m)         y(m)         NS           EW           DLS          Vsec
484.80       1.78         183.35       484.75       442.23       436238.39    6429783.62   -3.67        -0.62        0.20         -3.67
485.00       1.78         183.40       484.95       442.43       436238.39    6429783.61   -3.68        -0.62        0.20         -3.68
485.20       1.78         183.44       485.15       442.63       436238.39    6429783.61   -3.68        -0.62        0.20         -3.68
485.40       1.78         183.48       485.35       442.83       436238.39    6429783.60   -3.69        -0.62        0.20         -3.69
485.60       1.78         183.53       485.55       443.03       436238.39    6429783.59   -3.70        -0.62        0.20         -3.70
485.80       1.78         183.57       485.75       443.23       436238.39    6429783.59   -3.70        -0.62        0.20         -3.70
486.00       1.78         183.62       485.95       443.43       436238.39    6429783.58   -3.71        -0.62        0.20         -3.71
486.20       1.78         183.66       486.15       443.63       436238.39    6429783.57   -3.72        -0.62        0.20         -3.72
486.40       1.78         183.70       486.35       443.83       436238.39    6429783.57   -3.72        -0.62        0.20         -3.72
486.60       1.78         183.75       486.55       444.03       436238.39    6429783.56   -3.73        -0.62        0.20         -3.73
486.80       1.78         183.79       486.75       444.23       436238.39    6429783.56   -3.73        -0.62        0.20         -3.73
487.00       1.78         183.83       486.95       444.43       436238.39    6429783.55   -3.74        -0.62        0.20         -3.74
487.20       1.78         183.88       487.15       444.63       436238.39    6429783.54   -3.75        -0.62        0.20         -3.75
487.40       1.78         183.92       487.35       444.83       436238.39    6429783.54   -3.75        -0.62        0.20         -3.75
487.60       1.78         183.96       487.55       445.03       436238.39    6429783.53   -3.76        -0.62        0.20         -3.76
487.80       1.78         184.01       487.75       445.23       436238.39    6429783.52   -3.77        -0.62        0.20         -3.77
488.00       1.78         184.05       487.95       445.43       436238.39    6429783.52   -3.77        -0.62        0.20         -3.77
488.20       1.78         184.09       488.15       445.63       436238.39    6429783.51   -3.78        -0.62        0.20         -3.78
488.40       1.78         184.14       488.35       445.83       436238.39    6429783.51   -3.78        -0.62        0.20         -3.78
488.60       1.78         184.18       488.55       446.03       436238.39    6429783.50   -3.79        -0.62        0.20         -3.79
488.80       1.78         184.22       488.75       446.23       436238.39    6429783.49   -3.80        -0.62        0.20         -3.80
489.00       1.78         184.27       488.95       446.43       436238.39    6429783.49   -3.80        -0.62        0.20         -3.80
489.20       1.78         184.31       489.15       446.63       436238.39    6429783.48   -3.81        -0.62        0.20         -3.81
489.40       1.78         184.35       489.35       446.83       436238.39    6429783.48   -3.81        -0.62        0.20         -3.81
489.60       1.78         184.40       489.55       447.03       436238.39    6429783.47   -3.82        -0.62        0.20         -3.82
489.80       1.78         184.44       489.75       447.23       436238.39    6429783.46   -3.83        -0.62        0.20         -3.83
490.00       1.78         184.48       489.95       447.43       436238.39    6429783.46   -3.83        -0.62        0.20         -3.83
490.20       1.78         184.53       490.15       447.63       436238.39    6429783.45   -3.84        -0.62        0.20         -3.84
490.40       1.78         184.57       490.35       447.83       436238.39    6429783.44   -3.85        -0.62        0.20         -3.85
490.60       1.78         184.61       490.55       448.03       436238.39    6429783.44   -3.85        -0.62        0.20         -3.85
490.80       1.78         184.66       490.75       448.23       436238.38    6429783.43   -3.86        -0.63        0.20         -3.86
491.00       1.78         184.70       490.95       448.43       436238.38    6429783.43   -3.86        -0.63        0.20         -3.86
491.20       1.78         184.74       491.15       448.63       436238.38    6429783.42   -3.87        -0.63        0.20         -3.87
491.40       1.78         184.79       491.35       448.83       436238.38    6429783.41   -3.88        -0.63        0.20         -3.88
491.60       1.78         184.83       491.55       449.03       436238.38    6429783.41   -3.88        -0.63        0.20         -3.88
491.80       1.78         184.88       491.75       449.23       436238.38    6429783.40   -3.89        -0.63        0.20         -3.89
492.00       1.78         184.92       491.95       449.43       436238.38    6429783.39   -3.90        -0.63        0.20         -3.90
492.20       1.78         184.96       492.15       449.63       436238.38    6429783.39   -3.90        -0.63        0.20         -3.90
492.40       1.78         185.01       492.35       449.83       436238.38    6429783.38   -3.91        -0.63        0.20         -3.91
492.60       1.78         185.05       492.55       450.03       436238.38    6429783.38   -3.91        -0.63        0.20         -3.91
492.80       1.78         185.09       492.75       450.23       436238.38    6429783.37   -3.92        -0.63        0.20         -3.92
493.00       1.78         185.14       492.95       450.43       436238.38    6429783.36   -3.93        -0.63        0.20         -3.93
493.20       1.78         185.18       493.15       450.63       436238.38    6429783.36   -3.93        -0.63        0.20         -3.93
493.40       1.78         185.22       493.35       450.83       436238.38    6429783.35   -3.94        -0.63        0.20         -3.94
493.60       1.78         185.27       493.55       451.03       436238.38    6429783.34   -3.95        -0.63        0.20         -3.95
493.80       1.78         185.31       493.75       451.23       436238.38    6429783.34   -3.95        -0.63        0.20         -3.95
494.00       1.78         185.35       493.95       451.43       436238.38    6429783.33   -3.96        -0.63        0.20         -3.96
494.20       1.78         185.40       494.15       451.63       436238.38    6429783.33   -3.96        -0.63        0.20         -3.96
494.40       1.78         185.44       494.35       451.83       436238.38    6429783.32   -3.97        -0.63        0.20         -3.97
494.60       1.78         185.42       494.55       452.03       436238.38    6429783.31   -3.98        -0.63        0.20         -3.98
494.80       1.78         185.41       494.75       452.23       436238.38    6429783.31   -3.98        -0.63        0.20         -3.98
495.00       1.78         185.39       494.95       452.43       436238.38    6429783.30   -3.99        -0.63        0.20         -3.99
495.20       1.78         185.38       495.15       452.63       436238.38    6429783.29   -4.00        -0.63        0.20         -4.00
495.40       1.78         185.36       495.35       452.83       436238.38    6429783.29   -4.00        -0.63        0.20         -4.00
495.60       1.79         185.35       495.55       453.03       436238.38    6429783.28   -4.01        -0.63        0.20         -4.01
495.80       1.79         185.33       495.75       453.23       436238.38    6429783.27   -4.02        -0.63        0.20         -4.02
496.00       1.79         185.32       495.95       453.43       436238.38    6429783.27   -4.02        -0.63        0.20         -4.02
496.20       1.79         185.30       496.15       453.63       436238.38    6429783.26   -4.03        -0.63        0.20         -4.03
496.40       1.79         185.29       496.35       453.83       436238.38    6429783.25   -4.04        -0.63        0.20         -4.04
496.60       1.79         185.27       496.55       454.03       436238.38    6429783.25   -4.04        -0.63        0.20         -4.04
496.80       1.79         185.26       496.75       454.23       436238.38    6429783.24   -4.05        -0.63        0.20         -4.05
497.00       1.79         185.24       496.95       454.43       436238.37    6429783.24   -4.06        -0.64        0.20         -4.06
497.20       1.79         185.23       497.15       454.63       436238.37    6429783.23   -4.06        -0.64        0.20         -4.06
497.40       1.79         185.21       497.35       454.83       436238.37    6429783.22   -4.07        -0.64        0.20         -4.07
497.60       1.80         185.20       497.55       455.03       436238.37    6429783.22   -4.08        -0.64        0.20         -4.08
497.80       1.80         185.18       497.75       455.23       436238.37    6429783.21   -4.08        -0.64        0.20         -4.08
498.00       1.80         185.17       497.95       455.43       436238.37    6429783.20   -4.09        -0.64        0.20         -4.09
498.20       1.80         185.15       498.15       455.63       436238.37    6429783.20   -4.09        -0.64        0.20         -4.09
498.40       1.80         185.14       498.35       455.83       436238.37    6429783.19   -4.10        -0.64        0.20         -4.10
498.60       1.80         185.12       498.55       456.03       436238.37    6429783.18   -4.11        -0.64        0.20         -4.11
498.80       1.80         185.10       498.75       456.23       436238.37    6429783.18   -4.11        -0.64        0.20         -4.11
499.00       1.80         185.09       498.95       456.43       436238.37    6429783.17   -4.12        -0.64        0.20         -4.12
499.20       1.80         185.07       499.15       456.63       436238.37    6429783.16   -4.13        -0.64        0.20         -4.13
499.40       1.80         185.06       499.35       456.83       436238.37    6429783.16   -4.13        -0.64        0.20         -4.13
499.60       1.80         185.04       499.55       457.03       436238.37    6429783.15   -4.14        -0.64        0.20         -4.14
499.80       1.81         185.03       499.75       457.23       436238.37    6429783.14   -4.15        -0.64        0.20         -4.15
500.00       1.81         185.01       499.95       457.43       436238.37    6429783.14   -4.15        -0.64        0.19         -4.15
500.20       1.81         185.00       500.15       457.63       436238.37    6429783.13   -4.16        -0.64        0.19         -4.16
500.40       1.81         184.98       500.35       457.83       436238.37    6429783.12   -4.17        -0.64        0.19         -4.17
500.60       1.81         184.97       500.55       458.03       436238.37    6429783.12   -4.17        -0.64        0.19         -4.17
500.80       1.81         184.95       500.75       458.23       436238.37    6429783.11   -4.18        -0.64        0.19         -4.18
501.00       1.81         184.94       500.95       458.43       436238.37    6429783.10   -4.19        -0.64        0.19         -4.19
501.20       1.81         184.92       501.15       458.63       436238.37    6429783.10   -4.19        -0.64        0.19         -4.19
501.40       1.81         184.91       501.35       458.83       436238.37    6429783.09   -4.20        -0.64        0.19         -4.20
501.60       1.81         184.89       501.55       459.03       436238.37    6429783.08   -4.21        -0.64        0.19         -4.21
501.80       1.82         184.88       501.75       459.23       436238.36    6429783.08   -4.21        -0.65        0.19         -4.21
502.00       1.82         184.86       501.95       459.43       436238.36    6429783.07   -4.22        -0.65        0.19         -4.22
502.20       1.82         184.85       502.15       459.63       436238.36    6429783.07   -4.23        -0.65        0.19         -4.23
502.40       1.82         184.83       502.35       459.83       436238.36    6429783.06   -4.23        -0.65        0.19         -4.23
502.60       1.82         184.81       502.55       460.03       436238.36    6429783.05   -4.24        -0.65        0.19         -4.24
502.80       1.82         184.80       502.75       460.23       436238.36    6429783.05   -4.25        -0.65        0.19         -4.25
503.00       1.82         184.78       502.95       460.43       436238.36    6429783.04   -4.25        -0.65        0.19         -4.25
503.20       1.82         184.77       503.15       460.63       436238.36    6429783.03   -4.26        -0.65        0.19         -4.26
503.40       1.82         184.75       503.35       460.83       436238.36    6429783.03   -4.27        -0.65        0.19         -4.27
503.60       1.82         184.74       503.55       461.03       436238.36    6429783.02   -4.27        -0.65        0.19         -4.27
503.80       1.83         184.72       503.75       461.23       436238.36    6429783.01   -4.28        -0.65        0.19         -4.28
504.00       1.83         184.71       503.95       461.43       436238.36    6429783.01   -4.29        -0.65        0.19         -4.29
504.20       1.83         184.69       504.15       461.63       436238.36    6429783.00   -4.29        -0.65        0.19         -4.29
504.40       1.83         184.68       504.35       461.83       436238.36    6429782.99   -4.30        -0.65        0.19         -4.30
504.60       1.83         184.66       504.55       462.03       436238.36    6429782.99   -4.31        -0.65        0.19         -4.31
504.80       1.83         184.65       504.75       462.23       436238.36    6429782.98   -4.31        -0.65        0.19         -4.31
505.00       1.83         184.63       504.95       462.43       436238.36    6429782.97   -4.32        -0.65        0.19         -4.32
505.20       1.83         184.62       505.15       462.63       436238.36    6429782.97   -4.33        -0.65        0.19         -4.33
505.40       1.83         184.60       505.35       462.83       436238.36    6429782.96   -4.33        -0.65        0.19         -4.33
505.60       1.83         184.59       505.54       463.02       436238.36    6429782.95   -4.34        -0.65        0.19         -4.34
505.80       1.83         184.57       505.74       463.22       436238.36    6429782.95   -4.34        -0.65        0.19         -4.34
506.00       1.84         184.56       505.94       463.42       436238.36    6429782.94   -4.35        -0.65        0.19         -4.35
506.20       1.84         184.54       506.14       463.62       436238.36    6429782.93   -4.36        -0.65        0.19         -4.36
506.40       1.84         184.52       506.34       463.82       436238.36    6429782.93   -4.36        -0.65        0.19         -4.36
506.60       1.84         184.51       506.54       464.02       436238.35    6429782.92   -4.37        -0.66        0.19         -4.37
506.80       1.84         184.49       506.74       464.22       436238.35    6429782.92   -4.38        -0.66        0.19         -4.38
507.00       1.84         184.48       506.94       464.42       436238.35    6429782.91   -4.38        -0.66        0.19         -4.38
507.20       1.84         184.46       507.14       464.62       436238.35    6429782.90   -4.39        -0.66        0.19         -4.39
507.40       1.84         184.45       507.34       464.82       436238.35    6429782.90   -4.40        -0.66        0.19         -4.40
507.60       1.84         184.43       507.54       465.02       436238.35    6429782.89   -4.40        -0.66        0.19         -4.40
507.80       1.84         184.42       507.74       465.22       436238.35    6429782.88   -4.41        -0.66        0.19         -4.41
508.00       1.85         184.40       507.94       465.42       436238.35    6429782.88   -4.42        -0.66        0.19         -4.42
508.20       1.85         184.39       508.14       465.62       436238.35    6429782.87   -4.42        -0.66        0.19         -4.42
508.40       1.85         184.37       508.34       465.82       436238.35    6429782.86   -4.43        -0.66        0.19         -4.43
508.60       1.85         184.36       508.54       466.02       436238.35    6429782.86   -4.44        -0.66        0.19         -4.44
508.80       1.85         184.34       508.74       466.22       436238.35    6429782.85   -4.44        -0.66        0.19         -4.44
509.00       1.85         184.33       508.94       466.42       436238.35    6429782.84   -4.45        -0.66        0.19         -4.45
509.20       1.85         184.31       509.14       466.62       436238.35    6429782.84   -4.46        -0.66        0.19         -4.46
509.40       1.85         184.30       509.34       466.82       436238.35    6429782.83   -4.46        -0.66        0.19         -4.46
509.60       1.85         184.28       509.54       467.02       436238.35    6429782.82   -4.47        -0.66        0.19         -4.47
509.80       1.85         184.27       509.74       467.22       436238.35    6429782.82   -4.48        -0.66        0.19         -4.48
510.00       1.85         184.25       509.94       467.42       436238.35    6429782.81   -4.48        -0.66        0.19         -4.48
510.20       1.86         184.24       510.14       467.62       436238.35    6429782.80   -4.49        -0.66        0.19         -4.49
510.40       1.86         184.22       510.34       467.82       436238.35    6429782.80   -4.50        -0.66        0.19         -4.50
510.60       1.86         184.20       510.54       468.02       436238.35    6429782.79   -4.50        -0.66        0.19         -4.50
510.80       1.86         184.19       510.74       468.22       436238.35    6429782.78   -4.51        -0.66        0.19         -4.51
511.00       1.86         184.17       510.94       468.42       436238.35    6429782.78   -4.52        -0.66        0.18         -4.52
511.20       1.86         184.16       511.14       468.62       436238.35    6429782.77   -4.52        -0.66        0.18         -4.52
511.40       1.86         184.14       511.34       468.82       436238.35    6429782.76   -4.53        -0.66        0.18         -4.53
511.60       1.86         184.13       511.54       469.02       436238.34    6429782.76   -4.54        -0.67        0.18         -4.54
511.80       1.86         184.11       511.74       469.22       436238.34    6429782.75   -4.54        -0.67        0.18         -4.54
512.00       1.86         184.10       511.94       469.42       436238.34    6429782.75   -4.55        -0.67        0.18         -4.55
512.20       1.87         184.08       512.14       469.62       436238.34    6429782.74   -4.56        -0.67        0.18         -4.56
512.40       1.87         184.07       512.34       469.82       436238.34    6429782.73   -4.56        -0.67        0.18         -4.56
512.60       1.87         184.05       512.54       470.02       436238.34    6429782.73   -4.57        -0.67        0.18         -4.57
512.80       1.87         184.04       512.74       470.22       436238.34    6429782.72   -4.57        -0.67        0.18         -4.57
513.00       1.87         184.02       512.94       470.42       436238.34    6429782.71   -4.58        -0.67        0.18         -4.58
513.20       1.87         184.01       513.14       470.62       436238.34    6429782.71   -4.59        -0.67        0.18         -4.59
513.40       1.87         183.99       513.34       470.82       436238.34    6429782.70   -4.59        -0.67        0.18         -4.59
513.60       1.87         183.98       513.54       471.02       436238.34    6429782.69   -4.60        -0.67        0.18         -4.60
513.80       1.87         183.96       513.74       471.22       436238.34    6429782.69   -4.61        -0.67        0.18         -4.61
514.00       1.87         183.95       513.94       471.42       436238.34    6429782.68   -4.61        -0.67        0.18         -4.61
514.20       1.87         183.93       514.14       471.62       436238.34    6429782.67   -4.62        -0.67        0.18         -4.62
514.40       1.88         183.91       514.34       471.82       436238.34    6429782.67   -4.63        -0.67        0.18         -4.63
514.60       1.88         183.90       514.54       472.02       436238.34    6429782.66   -4.63        -0.67        0.18         -4.63
514.80       1.88         183.88       514.74       472.22       436238.34    6429782.65   -4.64        -0.67        0.18         -4.64
515.00       1.88         183.87       514.94       472.42       436238.34    6429782.65   -4.65        -0.67        0.18         -4.65
515.20       1.88         183.85       515.14       472.62       436238.34    6429782.64   -4.65        -0.67        0.18         -4.65
515.40       1.88         183.84       515.34       472.82       436238.34    6429782.63   -4.66        -0.67        0.18         -4.66
515.60       1.88         183.82       515.54       473.02       436238.34    6429782.63   -4.67        -0.67        0.18         -4.67
515.80       1.88         183.81       515.74       473.22       436238.34    6429782.62   -4.67        -0.67        0.18         -4.67
516.00       1.88         183.79       515.94       473.42       436238.34    6429782.61   -4.68        -0.67        0.18         -4.68
516.20       1.88         183.78       516.14       473.62       436238.34    6429782.61   -4.69        -0.67        0.18         -4.69
516.40       1.89         183.76       516.34       473.82       436238.33    6429782.60   -4.69        -0.68        0.18         -4.69
516.60       1.89         183.75       516.54       474.02       436238.33    6429782.60   -4.70        -0.68        0.18         -4.70
516.80       1.89         183.73       516.74       474.22       436238.33    6429782.59   -4.71        -0.68        0.18         -4.71
517.00       1.89         183.72       516.94       474.42       436238.33    6429782.58   -4.71        -0.68        0.18         -4.71
517.20       1.89         183.70       517.14       474.62       436238.33    6429782.58   -4.72        -0.68        0.18         -4.72
517.40       1.89         183.69       517.34       474.82       436238.33    6429782.57   -4.73        -0.68        0.18         -4.73
517.60       1.89         183.67       517.54       475.02       436238.33    6429782.56   -4.73        -0.68        0.18         -4.73
517.80       1.89         183.66       517.74       475.22       436238.33    6429782.56   -4.74        -0.68        0.18         -4.74
518.00       1.89         183.64       517.94       475.42       436238.33    6429782.55   -4.75        -0.68        0.18         -4.75
518.20       1.89         183.63       518.14       475.62       436238.33    6429782.54   -4.75        -0.68        0.18         -4.75
518.40       1.90         183.61       518.34       475.82       436238.33    6429782.54   -4.76        -0.68        0.18         -4.76
518.60       1.90         183.59       518.54       476.02       436238.33    6429782.53   -4.77        -0.68        0.18         -4.77
518.80       1.90         183.58       518.74       476.22       436238.33    6429782.52   -4.77        -0.68        0.18         -4.77
519.00       1.90         183.56       518.94       476.42       436238.33    6429782.52   -4.78        -0.68        0.18         -4.78
519.20       1.90         183.55       519.14       476.62       436238.33    6429782.51   -4.79        -0.68        0.18         -4.79
519.40       1.90         183.53       519.34       476.82       436238.33    6429782.50   -4.79        -0.68        0.18         -4.79
519.60       1.90         183.52       519.54       477.02       436238.33    6429782.50   -4.80        -0.68        0.18         -4.80
519.80       1.90         183.50       519.74       477.22       436238.33    6429782.49   -4.81        -0.68        0.18         -4.81
520.00       1.90         183.49       519.94       477.42       436238.33    6429782.48   -4.81        -0.68        0.18         -4.81
520.20       1.90         183.47       520.14       477.62       436238.33    6429782.48   -4.82        -0.68        0.18         -4.82
520.40       1.90         183.46       520.34       477.82       436238.33    6429782.47   -4.82        -0.68        0.18         -4.82
520.60       1.91         183.44       520.54       478.02       436238.33    6429782.46   -4.83        -0.68        0.18         -4.83
520.80       1.91         183.43       520.74       478.22       436238.33    6429782.46   -4.84        -0.68        0.18         -4.84
521.00       1.91         183.41       520.94       478.42       436238.33    6429782.45   -4.84        -0.68        0.18         -4.84
521.20       1.91         183.40       521.14       478.62       436238.32    6429782.45   -4.85        -0.69        0.18         -4.85
521.40       1.91         183.38       521.34       478.82       436238.32    6429782.44   -4.86        -0.69        0.18         -4.86
521.60       1.91         183.37       521.54       479.02       436238.32    6429782.43   -4.86        -0.69        0.18         -4.86
521.80       1.91         183.35       521.74       479.22       436238.32    6429782.43   -4.87        -0.69        0.17         -4.87
522.00       1.91         183.34       521.94       479.42       436238.32    6429782.42   -4.88        -0.69        0.17         -4.88
522.20       1.91         183.32       522.14       479.62       436238.32    6429782.41   -4.88        -0.69        0.17         -4.88
522.40       1.91         183.30       522.34       479.82       436238.32    6429782.41   -4.89        -0.69        0.17         -4.89
522.60       1.92         183.29       522.54       480.02       436238.32    6429782.40   -4.90        -0.69        0.17         -4.90
522.80       1.92         183.27       522.74       480.22       436238.32    6429782.39   -4.90        -0.69        0.17         -4.90
523.00       1.92         183.26       522.94       480.42       436238.32    6429782.39   -4.91        -0.69        0.17         -4.91
523.20       1.92         183.24       523.14       480.62       436238.32    6429782.38   -4.92        -0.69        0.17         -4.92
523.40       1.92         183.23       523.34       480.82       436238.32    6429782.37   -4.92        -0.69        0.17         -4.92
523.60       1.92         183.21       523.54       481.02       436238.32    6429782.37   -4.93        -0.69        0.17         -4.93
523.80       1.92         183.20       523.74       481.22       436238.32    6429782.36   -4.94        -0.69        0.17         -4.94
524.00       1.92         183.18       523.94       481.42       436238.32    6429782.35   -4.94        -0.69        0.17         -4.94
524.20       1.92         183.17       524.14       481.62       436238.32    6429782.35   -4.95        -0.69        0.17         -4.95
524.40       1.92         183.15       524.34       481.82       436238.32    6429782.34   -4.96        -0.69        0.17         -4.96
524.60       1.92         183.14       524.54       482.02       436238.32    6429782.33   -4.96        -0.69        0.17         -4.96
524.80       1.93         183.12       524.74       482.22       436238.32    6429782.33   -4.97        -0.69        0.17         -4.97
525.00       1.93         183.11       524.94       482.42       436238.32    6429782.32   -4.98        -0.69        0.17         -4.98
525.20       1.93         183.09       525.14       482.62       436238.32    6429782.31   -4.98        -0.69        0.17         -4.98
525.40       1.93         183.08       525.34       482.82       436238.32    6429782.31   -4.99        -0.69        0.17         -4.99
525.60       1.93         183.06       525.54       483.02       436238.32    6429782.30   -5.00        -0.69        0.17         -5.00
525.80       1.93         183.05       525.74       483.22       436238.32    6429782.29   -5.00        -0.69        0.17         -5.00
526.00       1.93         183.03       525.94       483.42       436238.32    6429782.29   -5.01        -0.69        0.17         -5.01
526.20       1.93         183.02       526.14       483.62       436238.31    6429782.28   -5.02        -0.70        0.17         -5.02
526.40       1.93         183.00       526.34       483.82       436238.31    6429782.28   -5.02        -0.70        0.17         -5.02
526.60       1.93         182.98       526.54       484.02       436238.31    6429782.27   -5.03        -0.70        0.17         -5.03
526.80       1.94         182.97       526.74       484.22       436238.31    6429782.26   -5.04        -0.70        0.17         -5.04
527.00       1.94         182.95       526.94       484.42       436238.31    6429782.26   -5.04        -0.70        0.17         -5.04
527.20       1.94         182.94       527.14       484.62       436238.31    6429782.25   -5.05        -0.70        0.17         -5.05
527.40       1.94         182.92       527.34       484.81       436238.31    6429782.24   -5.05        -0.70        0.17         -5.05
527.60       1.94         182.91       527.53       485.01       436238.31    6429782.24   -5.06        -0.70        0.17         -5.06
527.80       1.94         182.89       527.73       485.21       436238.31    6429782.23   -5.07        -0.70        0.17         -5.07
528.00       1.94         182.88       527.93       485.41       436238.31    6429782.22   -5.07        -0.70        0.17         -5.07
528.20       1.94         182.86       528.13       485.61       436238.31    6429782.22   -5.08        -0.70        0.17         -5.08
528.40       1.94         182.85       528.33       485.81       436238.31    6429782.21   -5.09        -0.70        0.17         -5.09
528.60       1.94         182.83       528.53       486.01       436238.31    6429782.20   -5.09        -0.70        0.17         -5.09
528.80       1.94         182.82       528.73       486.21       436238.31    6429782.20   -5.10        -0.70        0.17         -5.10
529.00       1.95         182.80       528.93       486.41       436238.31    6429782.19   -5.11        -0.70        0.17         -5.11
529.20       1.95         182.79       529.13       486.61       436238.31    6429782.18   -5.11        -0.70        0.17         -5.11
529.40       1.95         182.77       529.33       486.81       436238.31    6429782.18   -5.12        -0.70        0.17         -5.12
529.60       1.95         182.76       529.53       487.01       436238.31    6429782.17   -5.13        -0.70        0.17         -5.13
529.80       1.95         182.74       529.73       487.21       436238.31    6429782.16   -5.13        -0.70        0.17         -5.13
530.00       1.95         182.73       529.93       487.41       436238.31    6429782.16   -5.14        -0.70        0.17         -5.14
530.20       1.95         182.71       530.13       487.61       436238.31    6429782.15   -5.15        -0.70        0.17         -5.15
530.40       1.95         182.69       530.33       487.81       436238.31    6429782.14   -5.15        -0.70        0.17         -5.15
530.60       1.95         182.68       530.53       488.01       436238.31    6429782.14   -5.16        -0.70        0.17         -5.16
530.80       1.95         182.66       530.73       488.21       436238.31    6429782.13   -5.17        -0.70        0.17         -5.17
531.00       1.96         182.65       530.93       488.41       436238.30    6429782.13   -5.17        -0.71        0.17         -5.17
531.20       1.96         182.63       531.13       488.61       436238.30    6429782.12   -5.18        -0.71        0.17         -5.18
531.40       1.96         182.62       531.33       488.81       436238.30    6429782.11   -5.19        -0.71        0.17         -5.19
531.60       1.96         182.60       531.53       489.01       436238.30    6429782.11   -5.19        -0.71        0.17         -5.19
531.80       1.96         182.59       531.73       489.21       436238.30    6429782.10   -5.20        -0.71        0.17         -5.20
532.00       1.96         182.57       531.93       489.41       436238.30    6429782.09   -5.21        -0.71        0.17         -5.21
532.20       1.96         182.56       532.13       489.61       436238.30    6429782.09   -5.21        -0.71        0.17         -5.21
532.40       1.96         182.54       532.33       489.81       436238.30    6429782.08   -5.22        -0.71        0.17         -5.22
532.60       1.96         182.53       532.53       490.01       436238.30    6429782.07   -5.23        -0.71        0.17         -5.23
532.80       1.96         182.51       532.73       490.21       436238.30    6429782.07   -5.23        -0.71        0.16         -5.23
533.00       1.97         182.50       532.93       490.41       436238.30    6429782.06   -5.24        -0.71        0.16         -5.24
533.20       1.97         182.48       533.13       490.61       436238.30    6429782.05   -5.25        -0.71        0.16         -5.25
533.40       1.97         182.47       533.33       490.81       436238.30    6429782.05   -5.25        -0.71        0.16         -5.25
533.60       1.97         182.45       533.53       491.01       436238.30    6429782.04   -5.26        -0.71        0.16         -5.26
533.80       1.97         182.44       533.73       491.21       436238.30    6429782.03   -5.27        -0.71        0.16         -5.27
534.00       1.97         182.42       533.93       491.41       436238.30    6429782.03   -5.27        -0.71        0.16         -5.27
534.20       1.97         182.41       534.13       491.61       436238.30    6429782.02   -5.28        -0.71        0.16         -5.28
534.40       1.97         182.39       534.33       491.81       436238.30    6429782.01   -5.29        -0.71        0.16         -5.29
534.60       1.97         182.37       534.53       492.01       436238.30    6429782.01   -5.29        -0.71        0.16         -5.29
534.80       1.97         182.36       534.73       492.21       436238.30    6429782.00   -5.30        -0.71        0.16         -5.30
535.00       1.97         182.34       534.93       492.41       436238.30    6429781.99   -5.30        -0.71        0.16         -5.30
535.20       1.98         182.33       535.13       492.61       436238.30    6429781.99   -5.31        -0.71        0.16         -5.31
535.40       1.98         182.31       535.33       492.81       436238.30    6429781.98   -5.32        -0.71        0.16         -5.32
535.60       1.98         182.30       535.53       493.01       436238.30    6429781.97   -5.32        -0.71        0.16         -5.32
535.80       1.98         182.28       535.73       493.21       436238.29    6429781.97   -5.33        -0.72        0.16         -5.33
536.00       1.98         182.27       535.93       493.41       436238.29    6429781.96   -5.34        -0.72        0.16         -5.34
536.20       1.98         182.25       536.13       493.61       436238.29    6429781.96   -5.34        -0.72        0.16         -5.34
536.40       1.98         182.24       536.33       493.81       436238.29    6429781.95   -5.35        -0.72        0.16         -5.35
536.60       1.98         182.22       536.53       494.01       436238.29    6429781.94   -5.36        -0.72        0.16         -5.36
536.80       1.98         182.21       536.73       494.21       436238.29    6429781.94   -5.36        -0.72        0.16         -5.36
