Data from WELLPATH_ORIGINAL_SURVEY_POINTS_1.ASC has been resampled to 0.2 
meters and linearly interpolated between original survey points. Computed 
2011-08-31

HEADER INFORMATION 
----------------------------------------------------------------
COMPANY: STATOIL NORWAY
FIELD:  EXPLORATION - UTM Zone 31
WELL NAME: 15/6-12
WELLBORE NAME: 15/6-12 McHenry
Drilled From: Surface
Kick Off Depth: 0.00m
Survey Name: 15/6-12 McHenry
Survey Date: 16.02.2011
Extraction Date: 12.08.2011
----------------------------------------------------------------
Calculation Method: Minimum Curvature
Datum Name: WELL
LAT Reference: Site
----------------------------------------------------------------
Slot EW Map: 426697.000m
Slot NS Map: 6499708.000m
Surface Latitude Map: 58° 37' 48.515 N
Surface Longitude Map: 1° 44' 15.483 E
Bottom Hole MD: 3930.00m
Bottom Hole TVD: 3929.65m
Bottom Hole EW Map: 426694.704m
Bottom Hole NS Map: 6499691.286m
----------------------------------------------------------------
Water Depth: 115.50m
KB-WH: 23.50m
KB-MSL: 23.50m
System Datum: Mean Sea Level
----------------------------------------------------------------
Map-Zone: Zone 31N (0 E to 6 E)
North Reference: Grid
Geo Datum: European 1950 - Mean
VSDIR: 360
----------------------------------------------------------------
SURVEY LIST
MD             Inc            Azim           TVD            X-Offset (E/W) Y-Offset (N/S) UTM E/W        UTM N/S        DLS
m RKB          deg            deg            m RKB          m              m              m              m              deg/30m
1839.60        0.08           40.87          1839.50        5.837          2.481          426702.835     6499710.481    0.17
1839.80        0.08           40.97          1839.70        5.837          2.481          426702.835     6499710.481    0.16
1840.00        0.08           41.08          1839.90        5.837          2.481          426702.835     6499710.481    0.16
1840.20        0.08           41.18          1840.10        5.837          2.481          426702.835     6499710.481    0.16
1840.40        0.08           41.28          1840.30        5.838          2.481          426702.836     6499710.481    0.16
1840.60        0.08           41.38          1840.50        5.838          2.481          426702.836     6499710.481    0.16
1840.80        0.08           41.48          1840.70        5.838          2.482          426702.836     6499710.482    0.16
1841.00        0.08           41.58          1840.90        5.838          2.482          426702.836     6499710.482    0.16
1841.20        0.08           41.68          1841.10        5.839          2.482          426702.837     6499710.482    0.16
1841.40        0.08           41.78          1841.30        5.839          2.482          426702.837     6499710.482    0.16
1841.60        0.08           41.88          1841.50        5.839          2.482          426702.837     6499710.482    0.16
1841.80        0.08           41.98          1841.70        5.840          2.482          426702.838     6499710.482    0.16
1842.00        0.08           42.08          1841.90        5.840          2.482          426702.838     6499710.482    0.16
1842.20        0.08           42.19          1842.10        5.840          2.483          426702.838     6499710.482    0.16
1842.40        0.08           42.29          1842.30        5.840          2.483          426702.838     6499710.483    0.16
1842.60        0.08           42.39          1842.50        5.841          2.483          426702.839     6499710.483    0.16
1842.80        0.08           42.49          1842.70        5.841          2.483          426702.839     6499710.483    0.16
1843.00        0.08           42.59          1842.90        5.841          2.483          426702.839     6499710.483    0.16
1843.20        0.08           42.69          1843.10        5.841          2.483          426702.839     6499710.483    0.16
1843.40        0.08           42.79          1843.30        5.842          2.483          426702.840     6499710.483    0.16
1843.60        0.08           42.89          1843.50        5.842          2.483          426702.840     6499710.483    0.16
1843.80        0.08           42.99          1843.70        5.842          2.484          426702.840     6499710.483    0.16
1844.00        0.08           43.09          1843.90        5.842          2.484          426702.840     6499710.484    0.16
1844.20        0.08           43.20          1844.10        5.843          2.484          426702.841     6499710.484    0.16
1844.40        0.08           43.30          1844.30        5.843          2.484          426702.841     6499710.484    0.16
1844.60        0.08           43.40          1844.50        5.843          2.484          426702.841     6499710.484    0.16
1844.80        0.08           43.50          1844.70        5.843          2.484          426702.841     6499710.484    0.16
1845.00        0.08           43.60          1844.90        5.844          2.484          426702.842     6499710.484    0.16
1845.20        0.08           43.70          1845.10        5.844          2.484          426702.842     6499710.484    0.16
1845.40        0.08           43.80          1845.30        5.844          2.485          426702.842     6499710.484    0.16
1845.60        0.08           43.90          1845.50        5.845          2.485          426702.843     6499710.485    0.15
1845.80        0.08           44.00          1845.70        5.845          2.485          426702.843     6499710.485    0.15
1846.00        0.08           44.10          1845.90        5.845          2.485          426702.843     6499710.485    0.15
1846.20        0.08           44.20          1846.10        5.845          2.485          426702.843     6499710.485    0.15
1846.40        0.08           44.31          1846.30        5.846          2.485          426702.844     6499710.485    0.15
1846.60        0.08           44.41          1846.51        5.846          2.485          426702.844     6499710.485    0.15
